part,information,link
R612455A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612455a?pos=1
R612455A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612455a?pos=1
R612539A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"UPC: 

                                                            #
                                                            
                                                                190037044877",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"kW Rating (kW):
                                                        

                                                            0.8kW To 0.9kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"OE Manufacturer:
                                                        

                                                            Mitsubishi",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Number Of Pinion Teeth:
                                                        

                                                            8",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612539A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612539a?pos=2
R612273A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"UPC: 

                                                            #
                                                            
                                                                190037043368",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Nose Cone Type:
                                                        

                                                            Open",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"kW Rating (kW):
                                                        

                                                            0.8kW To 0.9kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
R612273A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612273a?pos=3
91-15-6845,"Warranty: 

1 Year Limited Warranty",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"UPC: 

                                                            #
                                                            
                                                                661432213644",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Series:
                                                        

                                                            EF",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Nose Cone Type:
                                                        

                                                            Open",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"kW Rating (kW):
                                                        

                                                            0.8kW To 0.9kW",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
91-15-6845,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91156845?pos=4
R612254A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"UPC: 

                                                            #
                                                            
                                                                190037043245",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"kW Rating (kW):
                                                        

                                                            0.8kW To 1.0kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"OE Manufacturer:
                                                        

                                                            Nippondenso",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R612254A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612254a?pos=0
R712270A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"UPC: 

                                                            #
                                                            
                                                                190037049919",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"kW Rating (kW):
                                                        

                                                            0.8kW To 1.0kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R712270A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r712270a?pos=1
R612338A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"UPC: 

                                                            #
                                                            
                                                                190037043689",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Rotation Direction:
                                                        

                                                            Counter-Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Design:
                                                        

                                                            Offset Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Nose Cone Type:
                                                        

                                                            Closed",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"kW Rating (kW):
                                                        

                                                            0.8kW To 1.2kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"OE Manufacturer:
                                                        

                                                            Hitachi",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Number Of Pinion Teeth:
                                                        

                                                            22",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
R612338A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612338a?pos=0
91-29-5438,"Warranty: 

1 Year Limited Warranty",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"UPC: 

                                                            #
                                                            
                                                                661432226903",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"Rotation Direction:
                                                        

                                                            Counter-Clockwise",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"kW Rating (kW):
                                                        

                                                            0.85kW",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"OE Manufacturer:
                                                        

                                                            Denso",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438,"Number Of Pinion Teeth:
                                                        

                                                            11",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-remanufactured/wil0/91295438?pos=0
91-29-5438N,"Warranty: 

1 Year Limited Warranty",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"UPC: 

                                                            #
                                                            
                                                                661432237930",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"Rotation Direction:
                                                        

                                                            Counter-Clockwise",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"New Or Remanufactured:
                                                        

                                                            New",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"kW Rating (kW):
                                                        

                                                            0.85kW",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"OE Manufacturer:
                                                        

                                                            Denso",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
91-29-5438N,"Number Of Pinion Teeth:
                                                        

                                                            11",https://www.oreillyauto.com/detail/c/wilson/alternators---starters/starter/dad3c6651e74/wilson-starter-new/wil0/91295438n?pos=1
R612303A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"UPC: 

                                                            #
                                                            
                                                                190037043542",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Rotation Direction:
                                                        

                                                            Counter-Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Design:
                                                        

                                                            Direct Drive",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Nose Cone Type:
                                                        

                                                            Open",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Solenoid Attached:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"kW Rating (kW):
                                                        

                                                            0.9kW",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Voltage (V):
                                                        

                                                            12 Volt",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"OE Manufacturer:
                                                        

                                                            Bosch",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Mounting Bolts Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Number Of Pinion Teeth:
                                                        

                                                            9",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Starter Drive Included:
                                                        

                                                            Yes",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612303A,"Overcrank Protection:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612303a?pos=1
R612317A,"Warranty: 

Limited Lifetime Warranty",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612317a?pos=2
R612317A,"Unit of Measure: 

                                                            Each",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612317a?pos=2
R612317A,"UPC: 

                                                            #
                                                            
                                                                190037043603",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612317a?pos=2
R612317A,"Rotation Direction:
                                                        

                                                            Clockwise",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612317a?pos=2
R612317A,"Design:
                                                        

                                                            Offset Gear Reduction",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612317a?pos=2
R612317A,"Mounting Shims Included:
                                                        

                                                            No",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612317a?pos=2
R612317A,"New Or Remanufactured:
                                                        

                                                            Remanufactured",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612317a?pos=2
R612317A,"Nose Cone Type:
                                                        

                                                            Open",https://www.oreillyauto.com/detail/c/ultima/alternators---starters/starter/dad3c6651e74/ultima-starter-remanufactured/ost0/r612317a?pos=2
