名称,介绍,详情
沃尔沃 ECR25 Electric 电动挖掘机,"沃尔沃ECR25 Electric电动挖掘机是一款真正的革新性机器。这款机器是全新电动小型挖掘机系列中的产品，采用成熟的概念制造，同时新增了蓄电池电力，可提供小型机器套件中您所需的全部性能,沃尔沃建筑设备公司正迈向更加光明、更加可持续的未来，现在您也可以加入其中。","
整机工作质量(kg):
2680 - 2780Kg
额定斗容(m³):

额定功率(KW/rpm):
18 kW
发动机型号:

"
柳工 906FE 电动挖掘机,906F-E电动挖掘机，是柳工最新F系列开发平台基础之上，推出的新一代电动挖掘机，整机采用负载敏感液压系统，联合国际著名三电供应商调校匹配，在保持卓越操控性、多样化功能设置的前提下，更加的节能环保、安静舒适，为用户降低运营成本和提高特殊施工环境适应性。,"
整机工作质量(kg):
6160
额定斗容(m³):
0.21
额定功率(KW/rpm):
50
发动机型号:

"
雷沃重工 FR18F-E 电动挖掘机,雷沃重工 FR18F-E 电动挖掘机是雷沃重工生产制造的吨位(t)为微挖(5吨以下)微型电动挖掘机，FR18F-E的整机工作质量(kg)为1810。,"
整机工作质量(kg):
1810
额定斗容(m³):
0.04
额定功率(KW/rpm):
12
发动机型号:

"
邦立 CED1000-7反铲 电动液压挖掘机,CED1000-7反铲电动液压挖掘机CED1000-7电动型液压挖掘机适用于电力完善的矿山的剥离和开采工作，具有以下先进特点主要原件液压系统均采用国际知名品牌可分解H型下车结构稳定，抗扭性高，使得整机工作更加稳定可靠因为采用电力作为动力，在运营成本上相比于同型号的柴油型挖掘机可以节省近一半的运营成本。在电力设施完善的矿山，CED1000-7电动型液压挖掘机可无差别替代现有柴油型挖掘机。,"
整机工作质量(kg):
100000
额定斗容(m³):
4.0-6.5
额定功率(KW/rpm):
450/1485
发动机型号:
YJK4003-4
"
山特重工 HXB-55/HXB-30 电动防爆挖掘机,HXB-55/HXB-30电动防爆挖掘机该机适用于煤矿、金属矿、非金属矿、竖井、斜井及平巷掘进中的装岩、清底以及冻土层的挖掘作业。该机具有以下特点：与传统的人工清底相比，使用该机在大大节约人工成本的同时提高了作业效率，改善了工作环境。操作者处于驾驶室保护下作业，有利于安全生产。与传统的柴油动力小型挖掘机相比，由于采用电动液压系统，因而具有节约能源、噪音低、无尾气污染、效率高的特点，更适用于井下使用。,"
整机工作质量(kg):
3000-5500
额定斗容(m³):
0.2-0.4
额定功率(KW/rpm):

发动机型号:

"
欣安远 AQLZG500 履带式电动液压全回转抓钢抓料机,AQLZG500履带式电动液压全回转抓钢抓料机AQLZG500履带式电动液压全回转抓钢抓料机系列履带式电动液压全回转抓钢抓料机是为废钢回收企业研发的一种特种专用机械，主要用于解决废钢回收过程中装卸料、薄板料破碎机输送带上料、压块机上料及压块的吊装堆放等作业。通过配备不同的抓具可用于橡胶回收、废纸回收、塑料回收等物资回收利用行业和木材加工、码头散料装卸、矿山破碎机料口次破碎等行业。,"
整机工作质量(kg):
7500
额定斗容(m³):

额定功率(KW/rpm):

发动机型号:

"
沃尔沃 ECR18 Electric 电动挖掘机,ECR18 Electric是沃尔沃电动系列的新产品，可帮助您以更加可持续、更高效、更静音的方式工作。这款1.8吨级挖掘机结合传统ECR18和ECR25 Electric的所有成熟经验，具有更高的稳健性和易操作性。,"
整机工作质量(kg):
1790 - 1870Kg
额定斗容(m³):

额定功率(KW/rpm):
18 kW
发动机型号:

"
柳工 922FE拖电 电动挖掘机,柳工922FE拖电挖掘机，是在柳工全新922FE纯电版挖掘机开发平台的基础上，推出的新一代拖电版挖掘机，整机采用全电控液压系统+永磁同步电机+车载整流系统，在保持卓越操作性、多样化功能设置的前提下，更加的节能环保、安静舒适、为用户降低运营成本、提升施工出勤率，是小范围定点施工作业的抓钱利器。,"
整机工作质量(kg):
22000
额定斗容(m³):
1
额定功率(KW/rpm):
140
发动机型号:

"
邦立 CED1000-7正铲 电动液压挖掘机,CED1000-7正铲电动液压挖掘机CED1000-7电动型液压挖掘机适用于电力完善的矿山的剥离和开采工作，具有以下先进特点主要原件液压系统均采用国际知名品牌可分解H型下车结构稳定，抗扭性高，使得整机工作更加稳定可靠因为采用电力作为动力，在运营成本上相比于同型号的柴油型挖掘机可以节省近一半的运营成本。在电力设施完善的矿山，CED1000-7电动型液压挖掘机可无差别替代现有柴油型挖掘机。,"
整机工作质量(kg):
102000
额定斗容(m³):
5.0-7.0
额定功率(KW/rpm):
450/1485
发动机型号:
YJK4003-4
"
柳工 922FE 电动挖掘机,922FE电动挖掘机，是柳工在2019年北京展推出20吨级纯电挖掘机基础上，融合柳工全新一代F系列挖掘机开发平台，推出的新一代电动挖掘机，整机采用全电控液压系统，国际知名三电匹配调校，全新驾驶舱和独特维护设计等，在保持卓越操控性、多样化功能设置的前提下，更加的节能环保、安静舒适，为用户降低运营成本和提高特殊施工环境适应性，代表了目前行业电动挖掘机技术最高水平。,"
整机工作质量(kg):
24100
额定斗容(m³):
1.0
额定功率(KW/rpm):
140
发动机型号:

"
邦立 CED750-8正铲 电动液压挖掘机,CED750-8正铲电动液压挖掘机CED750-8电动型液压挖掘机适用于电力完善的矿山的剥离和开采工作，具有以下先进特点主要原件液压系统均采用国际知名品牌可分解H型下车结构稳定，抗扭性高，使得整机工作更加稳定可靠因为采用电力作为动力，在运营成本上相比于同型号的柴油型挖掘机可以节省近一半的运营成本。在电力设施完善的矿山，CED750-8电动型液压挖掘机可无差别替代现有柴油型挖掘机。,"
整机工作质量(kg):
75000
额定斗容(m³):
4.5
额定功率(KW/rpm):
280/1485
发动机型号:
YJK3555-4
"
柳工 960FE 双动力挖掘机,柳工960FE双动力挖掘机，是在柳工全新一代F系列挖掘机的基础上，专为中大型石方装车和破碎定制化开发的智能双动力挖掘机，整车可使用柴油机或者电机驱动，各种工况应付自如，实现转场灵活性和超低使用成本完美结合。双动力更灵活省钱，柴油机驱动和电机驱动模式一键切换，灵活性和低使用成本完美结合。,"
整机工作质量(kg):
55000
额定斗容(m³):
3.6
额定功率(KW/rpm):
电机310 kW/柴油机272 kW
发动机型号:

"
邦立 CED650-8反铲 电动液压挖掘机,CED650-8反铲电动液压挖掘机CED650-8电动型液压挖掘机适用于电力完善的矿山的剥离和开采工作，具有以下先进特点主要原件液压系统均采用国际知名品牌可分解H型下车结构稳定，抗扭性高，使得整机工作更加稳定可靠因为采用电力作为动力，在运营成本上相比于同型号的柴油型挖掘机可以节省近一半的运营成本。在电力设施完善的矿山，CED650-8电动型液压挖掘机可无差别替代现有柴油型挖掘机。,"
整机工作质量(kg):
67000
额定斗容(m³):
2.0-3.5
额定功率(KW/rpm):
315
发动机型号:

"
柳工 939FE 拖电 电动挖掘机,柳工939FE拖电版电动挖掘机是柳工首款39吨级纯电平台拖电产品，整机采用全电控液压系统，国际知名三电匹配调教，全新驾驶舱，全面防护设计等，满足矿山施工高强度、低排放、高舒适度的作业需求。 同时可实现拖电24h连续作业，最大化客户的投资收益。,"
整机工作质量(kg):
39000
额定斗容(m³):
2
额定功率(KW/rpm):
226
发动机型号:

"
邦立 CED650-8正铲 电动液压挖掘机,CED650-8正铲电动液压挖掘机CED650-8电动型液压挖掘机适用于电力完善的矿山的剥离和开采工作，具有以下先进特点主要原件液压系统均采用国际知名品牌可分解H型下车结构稳定，抗扭性高，使得整机工作更加稳定可靠因为采用电力作为动力，在运营成本上相比于同型号的柴油型挖掘机可以节省近一半的运营成本。在电力设施完善的矿山，CED650-8电动型液压挖掘机可无差别替代现有柴油型挖掘机。,"
整机工作质量(kg):
68000
额定斗容(m³):
2.5-4.0
额定功率(KW/rpm):
315
发动机型号:

"
柳工 924FE 电动挖掘机,924FE电动挖掘机，是柳工在新一代电动挖掘机技术平台之上，结合隧道施工中石方多、强度高、多样施工、环境危险、含氧量低、排放限制等特殊性，而专门推出的隧道专用电动挖掘机。整机采用全电控液压系统，国际知名三电匹配调校，全新驾驶舱、全面加强、全面防护设计等，满足隧道施工高强度、多操作、低排放、高舒适的作业需求。,"
整机工作质量(kg):
24900
额定斗容(m³):
1
额定功率(KW/rpm):
165
发动机型号:

"
邦立 CED460-6正铲 电动液压挖掘机,邦立 CED460-6正铲 电动液压挖掘机是邦立生产制造的吨位(t)为大挖(30-50吨)大型电动液压挖掘机，CED460-6正铲的整机工作质量(kg)为46000。,"
整机工作质量(kg):
46000
额定斗容(m³):
2.5
额定功率(KW/rpm):
200/1480
发动机型号:
Y315L2－4
"
柳工 924FTN-E 电动挖掘机,924FTN-E电动挖掘机，是柳工在新一代电动挖掘机技术平台之上，结合隧道施工中石方多、强度高、多样施工、环境危险、含氧量低、排放限制等特殊性，而专门推出的隧道专用电动挖掘机。整机采用全电控液压系统，国际知名三电匹配调校，全新驾驶舱、全面加强、全面防护设计等，满足隧道施工高强度、多操作、低排放、高舒适的作业需求。,"
整机工作质量(kg):
24900
额定斗容(m³):
1.0
额定功率(KW/rpm):
165
发动机型号:

"
邦立 CED460-8反铲 电动液压挖掘机,CED460-8反铲电动液压挖掘机CED460-8电动型液压挖掘机适用于电力完善的矿山的剥离和开采工作，具有以下先进特点主要原件液压系统均采用国际知名品牌可分解H型下车结构稳定，抗扭性高，使得整机工作更加稳定可靠因为采用电力作为动力，在运营成本上相比于同型号的柴油型挖掘机可以节省近一半的运营成本。在电力设施完善的矿山，CED460-8电动型液压挖掘机可无差别替代现有柴油型挖掘机。,"
整机工作质量(kg):
48000
额定斗容(m³):
2.5
额定功率(KW/rpm):
200
发动机型号:

"
