名称,介绍,详情
南建 NJ6-15型全自动砌块成型机 砖机,NJ6-15型全自动砌块成型机砖机成型机机架：采用高强型钢及特种焊接工艺制造，极其坚固。导向柱：采用超强特种钢材制成，表面镀铬具有良好的抗扭与耐磨能力。模具压头：机电液同步驱动，同一托板制品高度误差极少，产品一致性好。布料器：采用传感与液压比例驱动技术，在摆动式布料车及拱破机构作用下，产生强制离心泄料，布料快速均匀，对薄壁多排孔制品特别有利。,"
品牌:
南建
类别:
砖机
型号:
NJ6-15型全自动砌块成型机
报价:
暂无
"
强力 QJ12-15 免烧砖机,强力 QJ12-15 免烧砖机是强力生产制造的免烧砖机。,"
品牌:
强力
类别:
砖机
型号:
QJ12-15
报价:
暂无
"
郑州天一 QT6-15型砌块成型机 砖机,QT6-15型砌块成型机砖机操作系统采用日本三菱可编程控制器PLC和人机界面触摸屏控制，配备数据输入装置、安全逻辑控制、及故障诊断系统，可实现理想的人机对话。执行手动、半自动、全自动模式操作。各个执行件的参数可随意设定。可保证产品的质量和效率。本机采用重型结构设计。利用高强度型钢经特殊的焊接技术制造。能确保机体的刚性好、自重大、与激振系统不产生共振。可延长机机器的使用寿命。,"
品牌:
郑州天一
类别:
砖机
型号:
QT6-15型砌块成型机
报价:
暂无
"
天沃重工 JQ4.2 加气混凝土砌块,JQ2加气混凝土砌块加气混凝土的优点：节约燃料1立方米的加气混凝土折680标砖。按照国家有关计算口径，每生产一万块标准加气混凝土，节煤0.62吨标煤或节约标准天然气477立方。如按加气混凝土年产30万立方米，可节约：30万立方米×680标砖/立方米×477立方标准天然气/万块标砖=973万立方标准天然气。,"
品牌:
天沃重工
类别:
砖机
型号:
JQ4.2
报价:
暂无
"
虎鼎机械 QT4-15 砌块成型机,QT4-15砌块成型机砖机技术特点：◇进口高效能液压比例系统纯正部件（更高效、节能）◇进口智能PLC触摸屏及纯正电气原件（自动化程度高、操作更简便）◇破拱式快速布料装置（对多孔砖布料特别有利、更均匀）◇扩展式高效振动技术（产品成型时间更短、密实度更高）◇高温热处理特殊工艺（模具更耐磨更坚固）。,"
品牌:
虎鼎机械
类别:
砖机
型号:
QT4-15
报价:
暂无
"
柳氏机械 LS12-15 全自动砌块成型机（PLC控制）,柳氏机械 LS12-15 全自动砌块成型机（PLC控制）是柳氏机械生产制造的全自动砌块成型机（PLC控制）。,"
品牌:
柳氏机械
类别:
砖机
型号:
LS12-15
报价:
暂无
"
银马砖机 超级美洲豹2001牌 新型透水砖机,超级美洲豹2001牌新型透水砖机本机拥有年产透水砖50万平方米此机型是目前较畅销的机型，其通过曳引动力学优化外特性匹配后，实现了振动系统闪电极速变频调幅功能，使制品成坯更加密实，达到高透水性、高强度的特殊要求。及优化集料密制配方生产的透水砖具有高透水率、高强度等特点完全满足我国”海绵城市“建设中对透水砖制品的质量要求。,"
品牌:
银马砖机
类别:
砖机
型号:
超级美洲豹2001牌
报价:
暂无
"
东南机械 QT6-15型全自动砌块成型机 ,QT6-15型全自动砌块成型机远程调控选配;摆动铺料，机械旋转布料，快速均匀;一体化全同步振动，振动力可调，效率高，最大激振力达12吨;技术先进，质量可靠，一机多用，可与码垛叠板机组成简易生产线，经济适用;适合中小型客户。,"
品牌:
东南机械
类别:
砖机
型号:
QT6-15型全自动砌块成型机
报价:
暂无
"
德科达 DK8-15ES(双料)自动彩砖/墙砖成型机 砖机,德科达 DK8-15ES(双料)自动彩砖/墙砖成型机 砖机是德科达生产制造的砖机。,"
品牌:
德科达
类别:
砖机
型号:
DK8-15ES(双料)自动彩砖/墙砖成型机
报价:
暂无
"
长盛机械 QT6-15砌块成型机 砖机,长盛机械 QT6-15砌块成型机 砖机是长盛机械生产制造的砖机。,"
品牌:
长盛机械
类别:
砖机
型号:
QT6-15砌块成型机
报价:
暂无
"
宏昌 QYT10-15免烧砖机 砖机,QYT10-15免烧砖机砖机QYT10-15免烧砖机砖机特点：布料系统采取半封闭网状旋转强制布料，布料均匀而迅速，噪音更小，确保制品强度一致。此免烧砖机配备专用的码扳机，可轻松实现大产量、自动化生产，节省大量人力、养护维场及流动资金的投入。此制砖机集体结构新颖、坚固：机体采用高强型钢，利用先进的焊接技术焊接制造，制造质量优，设备耐用、坚固、稳定性好、工作可靠。,"
品牌:
宏昌
类别:
砖机
型号:
QYT10-15免烧砖机
报价:
暂无
"
华源机械 QT6-15 全自动混凝土液压砌块成型机,QT6-15全自动混凝土液压砌块成型机成型机机架：采用高强型钢及特种焊接工艺制造，极其坚固。导向柱：特种钢材制成，表面镀铬具有良好的抗扭与耐磨能力。模具压头：机电液同步驱动，同一托板制品高度误差极少，产品一致性好。破拱式快速布料装置（对多孔砖布料特别有利、更均匀）布料器：传感与液压比例驱动技术，在摆动式布料车及拱破机构作用下，产生强制离心泄料，布料快速均匀，对薄壁多排孔制品特别有利。,"
品牌:
华源机械
类别:
砖机
型号:
QT6-15
报价:
暂无
"
建丰机械 QT6-15 全自动砌块成型机 砖机,建丰机械 QT6-15 全自动砌块成型机 砖机是建丰机械生产制造的砖机。,"
品牌:
建丰机械
类别:
砖机
型号:
QT6-15 全自动砌块成型机
报价:
暂无
"
福帆机械 QT8-15型砌块成型机 砖机,QT8-15型砌块成型机砖机主要技术特点：免烧砖机只要更换模具可生产路肩砖、路沿砖、河道砖、护坡砖、广场砖、车道砖、人行道砖、各种墙体小砌块砖、饰面砖、屋面隔热层、停车场、植草砖均可生产，一机多用，完全可满足市场上的各种需求。免烧砖制品抗压强度好，外观尺寸准，离散性小，每块砌块强度都能保证。质量完全达到《混凝土空心砌块》、《GB8239-1997》国家标准。,"
品牌:
福帆机械
类别:
砖机
型号:
QT8-15型砌块成型机
报价:
暂无
"
雄辉 XH06-15 全自动砌块成型机 砖机,雄辉 XH06-15 全自动砌块成型机 砖机是雄辉生产制造的砖机。,"
品牌:
雄辉
类别:
砖机
型号:
XH06-15 全自动砌块成型机
报价:
暂无
"
恒达 QT2-15型砌块成型机 ,恒达 QT2-15型砌块成型机 是恒达生产制造的。,"
品牌:
恒达
类别:
砖机
型号:
QT2-15型砌块成型机
报价:
暂无
"
东方机械 JKY60-60双极真空挤出机 ,东方机械 JKY60-60双极真空挤出机 是东方机械生产制造的。,"
品牌:
东方机械
类别:
砖机
型号:
JKY60-60双极真空挤出机
报价:
暂无
"
卓越鸿昌 QT9-15砌块成型机 砖机,卓越鸿昌 QT9-15砌块成型机 砖机是卓越鸿昌生产制造的砖机。,"
品牌:
卓越鸿昌
类别:
砖机
型号:
QT9-15砌块成型机
报价:
暂无
"
三隆重工 QT8-15砌块成型机 ,QT8-15砌块成型机根据需求策划配置各种移动式/固定式混凝土、沥青搅拌车/站，承接现场安装、人员培训、售后技术支持及易损件、零配件供应。,"
品牌:
三隆重工
类别:
砖机
型号:
QT8-15砌块成型机
报价:
暂无
"
三联机械 GL-R150B 路面砖生产设备,三联机械 GL-R150B 路面砖生产设备是三联机械生产制造的路面砖生产设备。,"
品牌:
三联机械
类别:
砖机
型号:
GL-R150B
报价:
暂无
"
泉工 1500SC 全自动免烧砖机(使用钢托板),1500SC全自动免烧砖机使用钢托板策尼特1500型固定式单板砌块成型机，是策尼特公司最新研发的顶级智能化生产设备，可生产各种空心砖、铺路砖、路缘石和实心砖等标准混凝土制品，及多种非标准特殊制品、园林景观产品等，几乎可以满足所有客户的需求。,"
品牌:
泉工
类别:
砖机
型号:
1500SC
报价:
暂无
"
中材建科 小型QTJ4-40II型免烧水泥砖机设备 ,"小型QTJ4-40II型免烧水泥砖机设备为满足广大小型投资者的要求，我所开发出的小型砌块成型机,该机结构简单、紧凑、操作简便、容易维护。用工少、产量高、投资小、回报快。特别是QTJ4-40Ⅱ砌块成型机，非常适合生产标砖，其强度比粘土砖高，更换不同模具，还可生产各种砌块，多孔砖，是下岗职工、待业人员及乡镇农村地区的朋友办厂创业的理想选择。","
品牌:
中材建科
类别:
砖机
型号:
小型QTJ4-40II型免烧水泥砖机设备
报价:
暂无
"
国发 JKY系列增压双级真空挤出机 ,JKY系列增压双级真空挤出机该机是专门为生产硬塑型多孔砖而设计的，传动系统，轴承座，泥缸连为一体，保证了主轴同心度，挤出压力大0mpa波动小，特别设计自动供油系统，有效延长了齿轮寿命，上下级分别驱动搅拌挤出和成型挤出，具有结构合理坚固耐用，适应性强，维修方便等特点，是利用煤矸石、粉煤灰，页岩等各种原料生产各种空心砖，实心砖的理想设备。,"
品牌:
国发
类别:
砖机
型号:
JKY系列增压双级真空挤出机
报价:
暂无
"
群峰机械 YX-800 数控全自动双向压砖机,YX-800数控全自动双向压砖机液压系统最简化，可快速掌握整机的操作要领。简易式水平次布料，压振有机结合，成型制品密实度高，性能优良。双电机同步振动成型，成型周期短，效益高。结构紧凑，操作简单，维护方便，稳定可靠，经济实用，适合于中小型客户起步投资。,"
品牌:
群峰机械
类别:
砖机
型号:
YX-800
报价:
暂无
"
协兴 XQY8000混凝土液压机 ,XQY8000混凝土液压机混凝土液压机产品技术特点：采用独特的无托板静压成型技术，脱模后马上可以搬动叠至十余层高，省去了大量的托板，减少堆放场地，免去次搬运，降低生产使用成本。采用先进的电液控制及精确的液压顺序高低压运行系统，从而增加了压力8000KN，提升了速度，减少了电耗22KW，降低噪音。集机、电、液于一体，开机自动循环运行工作，多个动作程序互锁，压力自动分配。,"
品牌:
协兴
类别:
砖机
型号:
XQY8000混凝土液压机
报价:
暂无
"
恒兴机械 HZY-4000混凝土液压成型机 砖机,恒兴机械 HZY-4000混凝土液压成型机 砖机是恒兴机械生产制造的砖机。,"
品牌:
恒兴机械
类别:
砖机
型号:
HZY-4000混凝土液压成型机
报价:
暂无
"
益鑫 QT9-15全自动混凝土砌块成型机 ,"QT9-15全自动混凝土砌块成型机采用德国砌块机先进技术，厚重沉稳，重量超出国内同产量机型重量的30%,吸震效果显著。采用电脑控制系统，液晶触摸屏调整参数，配备数据输入、输出装置，实现人机对话。电脑控制系统具备自锁功能，上一个动作不到位，下一个动作无法执行，避免了误动作的产生，以免对机台造成损害。并可通过电话线实现远程故障诊断。机体采用厚壁方管，超长导套，保证机体牢固耐震，压头运动精确。","
品牌:
益鑫
类别:
砖机
型号:
QT9-15全自动混凝土砌块成型机
报价:
暂无
"
贝赛尔 BESCOPAC 模振全自动砌块成型机,贝赛尔 BESCOPAC 模振全自动砌块成型机是贝赛尔生产制造的模振全自动砌块成型机。,"
品牌:
贝赛尔
类别:
砖机
型号:
BESCOPAC
报价:
暂无
"
宏盛 HS3-20型混凝土砌块成型机 砖机,宏盛 HS3-20型混凝土砌块成型机 砖机是宏盛生产制造的砖机。,"
品牌:
宏盛
类别:
砖机
型号:
HS3-20型混凝土砌块成型机
报价:
暂无
"
祥达 XD4-16型砌块成型机 砖机,祥达 XD4-16型砌块成型机 砖机是祥达生产制造的砖机。,"
品牌:
祥达
类别:
砖机
型号:
XD4-16型砌块成型机
报价:
暂无
"
南建 NJ4-24型混凝土砌块成型机 砖机,NJ4-24型混凝土砌块成型机砖机集机、电、液于一体，并机自动循环运行工作，每个动作程序互锁，压力自动分配。采用日本三菱控制电器，PLC电脑及终端显示触摸屏。中文菜单、随时依据不同原料改变机械动作.实行人机对话。故障自我诊断显示并预留远程控制端口实现远程技术支持及维护。,"
品牌:
南建
类别:
砖机
型号:
NJ4-24型混凝土砌块成型机
报价:
暂无
"
强力 QJ8-15 免烧砖机,强力 QJ8-15 免烧砖机是强力生产制造的免烧砖机。,"
品牌:
强力
类别:
砖机
型号:
QJ8-15
报价:
暂无
"
郑州天一 QT4-15型砌块成型机 砖机,QT4-15型砌块成型机砖机操作系统采用日本三菱可编程控制器PLC和人机界面触摸屏控制，配备数据输入装置、安全逻辑控制、及故障诊断系统，可实现理想的人机对话。执行手动、半自动、全自动模式操作。空心砖机各个执行件的参数可随意设定。可保证产品的质量和效率。本空心砖机机采用重型结构设计。利用高强度型钢经特殊的焊接技术制造。能确保机体的刚性好、自重大、与激振系统不产生共振。可延长机机器的使用寿命。,"
品牌:
郑州天一
类别:
砖机
型号:
QT4-15型砌块成型机
报价:
暂无
"
天沃重工 JQ4.0 加气混凝土砌块,JQ0加气混凝土砌块加气混凝土的优点：节约燃料1立方米的加气混凝土折680标砖。按照国家有关计算口径，每生产一万块标准加气混凝土，节煤0.62吨标煤或节约标准天然气477立方。如按加气混凝土年产30万立方米，可节约：30万立方米×680标砖/立方米×477立方标准天然气/万块标砖=973万立方标准天然气。,"
品牌:
天沃重工
类别:
砖机
型号:
JQ4.0
报价:
暂无
"
虎鼎机械 QT10-15 砌块成型机,QT10-15砌块成型机砖机技术特点：进口高效能液压比例系统纯正部件（更高效、节能）进口智能PLC触摸屏及纯正电气原件（自动化程度高、操作更简便）破拱式快速布料装置（对多孔砖布料特别有利、更均匀）扩展式高效振动技术（产品成型时间更短、密实度更高）高温热处理特殊工艺（模具更耐磨更坚固）。,"
品牌:
虎鼎机械
类别:
砖机
型号:
QT10-15
报价:
暂无
"
柳氏机械 LS10-15型 全自动砌块成型机,柳氏机械 LS10-15型 全自动砌块成型机是柳氏机械生产制造的全自动砌块成型机。,"
品牌:
柳氏机械
类别:
砖机
型号:
LS10-15型
报价:
暂无
"
银马砖机 爱尔莎2000牌 全自动透水砖机|透水步道砖机,爱尔莎2000牌全自动透水砖机|透水步道砖机全自动透水砖机产品特点国际接轨，款式大器新颖，市场走俏，是电厂等大型利废企业规模化生产高品质制品的选择。银马全自动生产线造型设计精美、大气，性能设计上具有诸多等同国际先进机型的特点。机、电、液一体化系统采用了高品质国际品牌元器件，使生产线自动化运行稳定、流畅。,"
品牌:
银马砖机
类别:
砖机
型号:
爱尔莎2000牌
报价:
暂无
"
东南机械 QT4-15型全自动砌块成型机 ,QT4-15型全自动砌块成型机远程调控选配;摆动铺料，机械旋转布料，快速均匀;一体化全同步振动，振动力可调，效率高，最大激振力达12吨;技术先进，质量可靠，一机多用，可与码垛叠板机组成简易生产线，经济适用;适合中小型客户。,"
品牌:
东南机械
类别:
砖机
型号:
QT4-15型全自动砌块成型机
报价:
暂无
"
德科达 DK10-15A自动砖块成型机(简易生产线) 砖机,德科达 DK10-15A自动砖块成型机(简易生产线) 砖机是德科达生产制造的砖机。,"
品牌:
德科达
类别:
砖机
型号:
DK10-15A自动砖块成型机(简易生产线)
报价:
暂无
"
长盛机械 QT8-15砌块成型机 砖机,长盛机械 QT8-15砌块成型机 砖机是长盛机械生产制造的砖机。,"
品牌:
长盛机械
类别:
砖机
型号:
QT8-15砌块成型机
报价:
暂无
"
宏昌 QYT8-15砌块成型机 砖机,QYT8-15砌块成型机砖机免烧砖机特点：布料系统采取半封闭网状旋转强制布料，布料均匀而迅速，噪音更小，确保制品强度一致。配备专用的码扳机，可轻松实现大产量、自动化生产，节省大量人力、养护维场及流动资金的投入。集体结构新颖、坚固：机体采用高强型钢，利用先进的焊接技术焊接制造，制造质量优，设备耐用、坚固、稳定性好、工作可靠。采用多杆导向方式及超常耐磨材料，保证模具、压头精确运动。,"
品牌:
宏昌
类别:
砖机
型号:
QYT8-15砌块成型机
报价:
暂无
"
华源机械 QT8-15 全自动混凝土液压砌块成型机,QT8-15全自动混凝土液压砌块成型机成型机机架：采用高强型钢及特种焊接工艺制造，极其坚固。实现砌块生产全线自动化，节约了操作时间，提供生产效率。模具压头：机电液同步驱动，同一托板制品高度误差极少，产品一致性好破拱式快速布料装置（对多孔砖布料特别有利、更均匀）配置面料加料装置，次布料可生产各种彩面或通体地砖。,"
品牌:
华源机械
类别:
砖机
型号:
QT8-15
报价:
暂无
"
建丰机械 QT4-15 全半自动砌块成型机 砖机,建丰机械 QT4-15 全半自动砌块成型机 砖机是建丰机械生产制造的砖机。,"
品牌:
建丰机械
类别:
砖机
型号:
QT4-15 全半自动砌块成型机
报价:
暂无
"
福帆机械 QT6-15型砌块成型机 砖机,QT6-15型砌块成型机砖机主要技术特点：免烧砖机只要更换模具可生产路肩砖、路沿砖、河道砖、护坡砖、广场砖、车道砖、人行道砖、各种墙体小砌块砖、饰面砖、屋面隔热层、停车场、植草砖均可生产，一机多用，完全可满足市场上的各种需求。免烧砖制品抗压强度好，外观尺寸准，离散性小，每块砌块强度都能保证。质量完全达到《混凝土空心砌块》、《GB8239-1997》国家标准。,"
品牌:
福帆机械
类别:
砖机
型号:
QT6-15型砌块成型机
报价:
暂无
"
雄辉 XH08-15 全自动砌块成型机 砖机,雄辉 XH08-15 全自动砌块成型机 砖机是雄辉生产制造的砖机。,"
品牌:
雄辉
类别:
砖机
型号:
XH08-15 全自动砌块成型机
报价:
暂无
"
恒达 QT3-15型砌块成型机 ,恒达 QT3-15型砌块成型机 是恒达生产制造的。,"
品牌:
恒达
类别:
砖机
型号:
QT3-15型砌块成型机
报价:
暂无
"
东方机械 JKY75-70双极真空挤出机 ,东方机械 JKY75-70双极真空挤出机 是东方机械生产制造的。,"
品牌:
东方机械
类别:
砖机
型号:
JKY75-70双极真空挤出机
报价:
暂无
"
卓越鸿昌 HCQ6-15砌块成型机 砖机,卓越鸿昌 HCQ6-15砌块成型机 砖机是卓越鸿昌生产制造的砖机。,"
品牌:
卓越鸿昌
类别:
砖机
型号:
HCQ6-15砌块成型机
报价:
暂无
"
三隆重工 QT6-15砌块成型机 ,QT6-15砌块成型机根据需求策划配置各种移动式/固定式混凝土、沥青搅拌车/站，承接现场安装、人员培训、售后技术支持及易损件、零配件供应。,"
品牌:
三隆重工
类别:
砖机
型号:
QT6-15砌块成型机
报价:
暂无
"
三联机械 自行式地基砌块成型机 ,三联机械 自行式地基砌块成型机 是三联机械生产制造的。,"
品牌:
三联机械
类别:
砖机
型号:
自行式地基砌块成型机
报价:
暂无
"
泉工 德国策尼特913SC 全自动空心砖机设备(免托板),德国策尼特913SC全自动空心砖机设备免托板空心砖机策尼特913型：卓越的移动式设备策尼特913型制砖设备无论在室内还是室外，都具有同等卓越的运作性能。该设备专用于生产高质量和经济性普通混凝土砌块产品，可以生产空心砖、实心砖、烟囱砖等建筑用砖。,"
品牌:
泉工
类别:
砖机
型号:
德国策尼特913SC
报价:
暂无
"
中材建科 QTY12-15型液压砖机全自动生产线 ,QTY12-15型液压砖机全自动生产线主要技术特点：该机实现机、电、液一体化，PLC电脑自动控制，全程监控每一环节，实现故障自锁，故障检测与产量统计。具领先的环保性能。进口的液压主件及密封件，液压元件采用高动态性能比例阀，可根据不同的工作要求调节油量和压力，以精确控制关键部件的动作。,"
品牌:
中材建科
类别:
砖机
型号:
QTY12-15型液压砖机全自动生产线
报价:
暂无
"
国发 JKY双级硬塑真空挤出机 ,JKY双级硬塑真空挤出机该挤出机以其良好的运转性能和广泛的功能，在硬塑挤出方面有着绝对的优势，以高质量高效率满足用户的要求。该机突出特点为挤出压力大，抗磨性能好，产量高，壳体均采用全钢铸造，气密性好，承载能力强。上下级铰刀、搅拌齿采用合金抗磨材料一次成型铸造，铰刀采用变径变螺距技术，使泥料运行顺畅，返泥量少，使用寿命可达800-1000万块/付。砖坯成型性能好，坯体密实度高，机口采用流线型设计、以及水润滑大大减少了机口的死泥区，泥条成型好，出条速度快。。,"
品牌:
国发
类别:
砖机
型号:
JKY双级硬塑真空挤出机
报价:
暂无
"
群峰机械 YX-600 数控全自动双向压砖机,群峰机械 YX-600 数控全自动双向压砖机是群峰机械生产制造的数控全自动双向压砖机。,"
品牌:
群峰机械
类别:
砖机
型号:
YX-600
报价:
暂无
"
协兴 XQY8-40空心砖机 ,XQY8-40空心砖机空心砖机产品技术特点：结构合理，操作、维护、更换模具方便，设备坚固耐用，性能稳定可靠。采用自动接送板系统，送料分料、强制布料系统，压头同步和模框同步系统，可自动循环生产，生产效率高，出砖量大，制品质量稳定，自动码垛系统，可让设备发挥更高效率。,"
品牌:
协兴
类别:
砖机
型号:
XQY8-40空心砖机
报价:
暂无
"
恒兴机械 HZY-6500混凝土液压成型机 砖机,HZY-6500混凝土液压成型机砖机HZY-6500混凝土液压成型机砖机产品说明：HZY-6500液压砖机该设备以液压为主，电控系统采用PLC可编程序，实现机、电、气、液一体化，通过推板，布料，强压成型。液压挤出制品等过程，成型快，耗电省，制品结构均匀强度高，无污染，噪声小等节能功效。配有人机界面系统，具有故障自动诊断，远程监控，生产监控等自动操作程序。,"
品牌:
恒兴机械
类别:
砖机
型号:
HZY-6500混凝土液压成型机
报价:
暂无
"
益鑫 QT8-15全自动混凝土砌块成型机 砖机,"QT8-15全自动混凝土砌块成型机砖机采用德国砌块机先进技术，厚重沉稳，重量超出国内同产量机型重量的30%,吸震效果显著。采用电脑控制系统，液晶触摸屏调整参数，配备数据输入、输出装置，实现人机对话。电脑控制系统具备自锁功能，上一个动作不到位，下一个动作无法执行，避免了误动作的产生，以免对机台造成损害。并可通过电话线实现远程故障诊断。机体采用厚壁方管，超长导套，保证机体牢固耐震，压头运动精确。","
品牌:
益鑫
类别:
砖机
型号:
QT8-15全自动混凝土砌块成型机
报价:
暂无
"
贝赛尔 Megapac 模振混凝土制品生产线,贝赛尔 Megapac 模振混凝土制品生产线是贝赛尔生产制造的模振混凝土制品生产线。,"
品牌:
贝赛尔
类别:
砖机
型号:
Megapac
报价:
暂无
"
宏盛 HS4-20型半自动砌块成型机 砖机,宏盛 HS4-20型半自动砌块成型机 砖机是宏盛生产制造的砖机。,"
品牌:
宏盛
类别:
砖机
型号:
HS4-20型半自动砌块成型机
报价:
暂无
"
祥达 XD4-20型砌块成型机 砖机,祥达 XD4-20型砌块成型机 砖机是祥达生产制造的砖机。,"
品牌:
祥达
类别:
砖机
型号:
XD4-20型砌块成型机
报价:
暂无
"
强力 QJ10-15 免烧砖机,强力 QJ10-15 免烧砖机是强力生产制造的免烧砖机。,"
品牌:
强力
类别:
砖机
型号:
QJ10-15
报价:
暂无
"
郑州天一 QTJ4-40B型砌块成型机 砖机,"QTJ4-40B型砌块成型机砖机4-40B系列砌块成型机通过更换模具,可制作不同的免烧砖如:标砖,空心砖,八孔砖等,生产的砌块,是新型环保建筑材料4-40B系列砌块成型机,性能好,效率高,能耗低,成型时间短,实用方面,维修简单,是您首选的产品.。","
品牌:
郑州天一
类别:
砖机
型号:
QTJ4-40B型砌块成型机
报价:
暂无
"
虎鼎机械 HSY800T 静压砖机,HSY800T静压砖机HSY800T静压砖机静压制砖机，该砖机设备以液压为主，电控系统采用国内外优选PLC可编程序，实现机、电、液一体化，通过推板，布料，强压成型。液压挤出制品等过程，成型快，耗电省，制品结构均匀强度高，无污染，噪音小等节能功效。配有人机界面系统，具有故障自动诊断，远程监控，生产监控等全自动操作程序。,"
品牌:
虎鼎机械
类别:
砖机
型号:
HSY800T
报价:
暂无
"
柳氏机械 LS8-15型 全自动砌块成型机,柳氏机械 LS8-15型 全自动砌块成型机是柳氏机械生产制造的全自动砌块成型机。,"
品牌:
柳氏机械
类别:
砖机
型号:
LS8-15型
报价:
暂无
"
银马砖机 爱尔莎2001牌 透水砖制砖机,爱尔莎2001牌透水砖制砖机获得变频调幅垂直振动系统，使成型之制品强度均匀、密实度优异。国际接轨，款式大器新颖，市场走俏，是大型利废企业规模化生产高品质制品的选择。银马全自动生产线造型设计精美、大气，性能设计上具有诸多等同国际先进机型的特点。设备坚固、耐用、可靠，使用简捷方便。机、电、液一体化系统采用了高品质国际品牌元器件，使生产线自动化运行稳定、流畅。,"
品牌:
银马砖机
类别:
砖机
型号:
爱尔莎2001牌
报价:
暂无
"
德科达 DK12-15cs自动砌块成型机(简易生产线) 砖机,德科达 DK12-15cs自动砌块成型机(简易生产线) 砖机是德科达生产制造的砖机。,"
品牌:
德科达
类别:
砖机
型号:
DK12-15cs自动砌块成型机(简易生产线)
报价:
暂无
"
宏昌 QYT6-15B免烧砖机 砖机,QYT6-15B免烧砖机砖机免烧砖机特点：简洁的整体结构，坚固耐用、安全可靠是此制砖机最大的特点。全过程PLC只能控制，操作简单、易用。高效的液压振动、压制系统，确保产品高强、优质。独特的强制回旋布料装置结构新颖、造型美观，布料均匀，速度更快，无噪音。特殊耐磨钢材质的模具，确保长寿命使用，有效降低模具费用。免烧砖机原料:。,"
品牌:
宏昌
类别:
砖机
型号:
QYT6-15B免烧砖机
报价:
暂无
"
华源机械 QT10-15 全自动混凝土砌块成型机,QT10-15全自动混凝土砌块成型机进口高效能液压比例系统纯正部件（更高效、节能）成型机机架：采用高强型钢及特种焊接工艺制造，极其坚固。导向柱：特种钢材制成，表面镀铬具有良好的抗扭与耐磨能力。,"
品牌:
华源机械
类别:
砖机
型号:
QT10-15
报价:
暂无
"
建丰机械 QT4-30B 半自动砌块成型机 砖机,建丰机械 QT4-30B 半自动砌块成型机 砖机是建丰机械生产制造的砖机。,"
品牌:
建丰机械
类别:
砖机
型号:
QT4-30B 半自动砌块成型机
报价:
暂无
"
福帆机械 QT4-15型砌块成型机 砖机,QT4-15型砌块成型机砖机制砖机只要把模具更换就可生产路肩砖、路沿砖、河道砖、护坡砖、广场砖、车道砖、人行道砖、各种墙体小砌块砖、饰面砖、屋面隔热层、停车场、植草砖均可生产，一机多用，完全可满足市场上的各种需求。该制砖机生产的砖制品抗压强度好，外观尺寸准，离散性小，每块砖强度都能保证。质量完全达到《混凝土空心砌块》、《GB8239-1997》国家标准。,"
品牌:
福帆机械
类别:
砖机
型号:
QT4-15型砌块成型机
报价:
暂无
"
雄辉 XH10-15 全自动砌块成型机 砖机,雄辉 XH10-15 全自动砌块成型机 砖机是雄辉生产制造的砖机。,"
品牌:
雄辉
类别:
砖机
型号:
XH10-15 全自动砌块成型机
报价:
暂无
"
恒达 QT4-30型固定式半自动砌块成型机 ,QT4-30型固定式半自动砌块成型机QT4-30型固定式半自动砌块成型机是总结国内外同类机型的优点，针对近年来，承重砌块的发展，以及以粉煤灰、炉渣为原料生产非承重轻集料砌块的特点，并考虑我国城乡中小型砌块企业生产使用和维修条件而开发研制的机型。该机采用台、模压合振相结合的结构，制品成型快捷、密实、强度均匀，只要更换模具，用户可以随心所欲地生产出不同规格的制品。具有上马容易、投资少、收效快等特点。,"
品牌:
恒达
类别:
砖机
型号:
QT4-30型固定式半自动砌块成型机
报价:
暂无
"
东方机械 JKY90-85双极真空挤出机 ,东方机械 JKY90-85双极真空挤出机 是东方机械生产制造的。,"
品牌:
东方机械
类别:
砖机
型号:
JKY90-85双极真空挤出机
报价:
暂无
"
三联机械 QT10-15 透水砖机,QT10-15透水砖机结合德国技术，自主设计，建筑垃圾制砖，助力海绵城市建设西门子智能电控，实现全自动化；伺服电机震动，稳定高效静音；故障报警显示，保护机器运转；手动自动切换，保证生产持续；配方资料存储记忆，随时调取方便。三联透水砖机生产线生产的透水砖具有以下特性：。,"
品牌:
三联机械
类别:
砖机
型号:
QT10-15
报价:
暂无
"
泉工 德国策尼特844SC 全自动水泥空心砖机设备(免托板),德国策尼特844SC全自动水泥空心砖机设备免托板全自动水泥砖机策尼特844型：完美的多层生产设备策尼特844型是一台全自动的固定式多层生产设备，是全球铺地砖及同类产品生产设备的杰出代表，具有高性能、高产量、高质量和高性价比等优势。作为策尼特公司几十年来先进技术的研究成果，844型设备采用了可视化菜单导航等多项最新技术，具有操作简单、保养维修成本低的特性。,"
品牌:
泉工
类别:
砖机
型号:
德国策尼特844SC
报价:
暂无
"
中材建科 QTY10-15液压全自动砌块成型机生产线 ,QTY10-15液压全自动砌块成型机生产线主要技术特点：该机实现机、电、液一体化，PLC电脑自动控制，全程监控每一环节，实现故障自锁，故障检测与产量统计。具领先的环保性能。进口的液压主件及密封件，液压元件采用高动态性能比例阀，可根据不同的工作要求调节油量和压力，以精确控制关键部件的动作。,"
品牌:
中材建科
类别:
砖机
型号:
QTY10-15液压全自动砌块成型机生产线
报价:
暂无
"
