名称,介绍,详情
十田重工 SH520-9 挖掘机,SH520-9挖掘机采用原装进口康明斯发动机，可靠，高效，低油耗。,"
整机工作质量(kg):
50500
额定斗容(m3):
2.2-3.5
额定功率(KW/rpm):
250/2000
发动机型号:
康明斯QSM11
"
福工 FUG750 轮式挖掘机,FUG750轮式挖掘机性能介绍：流线型的驾驶室外观设计，美观大方，视野开阔，操作舒适、符合人机工程学。,"
整机工作质量(kg):
6400
铲斗容量(m3):
0.2-0.3
额定功率(Kw/rpm):
48/2200
发动机型号:
A498BZG
"
厦装 XZ636/XZ636L 装载机,"XZ636/XZ636L装载机采用潍柴道依茨发动机，额定功率92Kw,标准斗容7m3，额定载荷3t，卸载高度7m。","
整机工作质量(kg):
95000
额定斗容(m3):
1.7m3
额定载重量(kg):
3000
发动机型号:
TD226B-6G（潍柴道依茨）
"
合力叉车 HL956FT16 石材叉装机,"HL956FT16石材叉装机为适应各种石材荒料等超重负荷工況，合力叉装机匹配了加强型驱动桥总成，结构坚固、使用寿命长。采用人机工程优异的大空间、宽视野驾驶室设计，优化设计的操作阀杆,操力小,操作灵活。","
整机工作质量(kg):
21900
额定载重量(kg):
16000
发动机型号:

额定功率(Kw/rpm):
162
"
金蓝 JL300 履带式滑移装载机,金蓝 JL300 履带式滑移装载机是金蓝生产制造的行走方式为轮胎式履带式滑移装载机。,"
行走方式:
轮胎式
额定载重量:
0.8吨以下
动力方式:

品牌:
金蓝
"
全工 WZ25-16 挖掘装载机,全工 WZ25-16 挖掘装载机是全工生产制造的额定功率为100马力以下挖掘装载机。,"
额定功率:
100马力以下
操作重量:
8000公斤以下
品牌:
全工
类别:
挖掘装载机
"
彭浦 PD165Y 履带式推土机,彭浦 PD165Y 履带式推土机是彭浦生产制造的功率为履带式推土机。,"
功率:

行走:
履带式
用途:
标准型
动力方式:

"
天晟 FC15 翻斗车,FC15翻斗车效率高动作快：“三项和”仅9秒，同类产品行业领先。车速快：作业车速15公里/小时，铲运快捷。转向活：负荷传感转向，轻便高效。动力足：双泵合流，动力利用更充分，节油高效。性能优卸高高、卸距长：卸高3145mm、卸距1220mm，保证足够的操作余地和各种工况的杰出适应。,"
行走方式:
轮胎式
动力方式:

品牌:
天晟
类别:
自卸车
"
陕汽乌海 SX5704ZPT364 70吨非公路工程自卸车,陕汽乌海 SX5704ZPT364 70吨非公路工程自卸车是陕汽乌海生产制造的行走方式为轮胎70吨非公路工程自卸车。,"
行走方式:
轮胎
车架形式:

动力方式:

品牌:
陕汽乌海
"
合肥湘元 XY35U 电动液压挖掘机,XY35U电动液压挖掘机采用电动机替代柴油发动机，用380伏交流电作为能源，无尾气排放，噪音更低，绿色环保；电动机功率更小（相比柴油发动机），保养更简单，使用成本更低；加上其无尾以及带拐臂设计，通过更换不同的属具使设备具有挖掘、破碎、推土、抓物、钻孔、清沟等多种功能，更加适合井下、隧道等相对密闭空间的特殊工作场所。,"
动力方式:
电动
品牌:
合肥湘元
类别:
多用途挖掘机
型号:
XY35U
"
国机重工常林 323Ev 电动挖掘机,323Ev电动挖掘机采用性能卓越的高可靠驱动电机，提供强大的源动力，通用式液压系统，配件无须等待，维护保养便捷，智能化冷却系统设计，按需提供冷却，节能降噪，彰显人性化，高等级防护，多重安全设计，全面确保人员作业安全。,"
整机工作质量(kg):
23700
额定斗容(m3):
0.9（岩石斗）
额定功率(KW/rpm):
140/1800
发动机型号:

"
欧霸重工 ZLY18C型 挖掘机,ZLY18C型挖掘机轮胎式全液压装载机，采用CAD制图设计，电脑数控下料和进行保焊接件，采用液压传动，四轮驱动，盘式制动，负荷传感全液压转向。操作轻便灵活，工作效率高。该机主要使用与煤矿，铁矿，石膏等从事煤块，矿石等物科的装卸和短距离运输。,"
整机工作质量(kg):
4500
铲斗容量(m3):
0.4
额定功率(Kw/rpm):
47
发动机型号:
4102
"
福工 FUG955 轮式装载机,FUG955轮式装载机优越的整机性能，具有非凡的作业效率。采用斯太尔WD615型增压柴油机，动力强劲，节能环保。双变总成关键的轴承均为进口，大大提高使用寿命，双变系统更加稳定可靠。采用双泵合流全液压转向系统，操作轻便、灵活，性能稳定可靠。转弯半径小，机动灵活，适应狭小场地的作业要求。铲斗刀板采用淬火工艺，配备边角齿，强度更高、更耐用。,"
整机工作质量(kg):
16200kg
额定斗容(m3):
3m3
额定载重量(kg):
5000kg
发动机型号:
WD10G220E11
"
厦装 XZ720 叉装车,XZ720叉装车块料铲装机专家，行业标准起草单位！采用潍柴斯太尔发动机，额定载重量20t，额定功率175Kw，最大装载高度4m。,"
整机工作质量(kg):
28000
额定载重量(kg):

发动机型号:
20000
额定功率(Kw/rpm):

"
全工 700 滑移装载机,全工 700 滑移装载机是全工生产制造的行走方式为轮胎式滑移装载机。,"
行走方式:
轮胎式
额定载重量:
0.8吨以下
动力方式:

品牌:
全工
"
徐工 WZ30-25 铰接式挖掘装载机,徐工WZ30-25挖掘装载机可配多种辅具，进行挖掘、铲装、路面破碎、平整场地、开挖沟渠、铺设管道等多种作业的小型多功能机械，广泛用于农田水利、建筑施工、市政环卫、公路维护保养、邮电通讯等一系列工程施工。,"
额定功率:
100马力以上
操作重量:
8000公斤以下
品牌:
徐工
类别:
挖掘装载机
"
徐工 DL210KV 推土机,　　DL210KV轮式推土机是徐工基于LW500KN的结构平台进行设计开发一款成熟可靠的产品，经过充分市场验证，有良好市场表现。具有节能、高效、可靠、环保、舒适、方便维修等特点。,"
功率:
120-220
行走:
轮胎式
用途:
标准型
动力方式:

"
内蒙古北方重工 WC5EJB 煤矿井下防爆工程自卸车,内蒙古北方重工 WC5EJB 煤矿井下防爆工程自卸车是内蒙古北方重工生产制造的行走方式为轮胎式煤矿井下防爆工程自卸车。,"
行走方式:
轮胎式
动力方式:

品牌:
内蒙古北方重工
类别:
自卸车
"
固尔特 50吨级—GT3500 矿用自卸车,GT3500非公路矿用自卸车是我司根据市场要求，在多年经验矿山的基础上，不多改进升级，针对矿山和大型露天煤矿运输作业工况研发的专用自卸车。,"
行走方式:
轮胎
车架形式:

动力方式:

品牌:
固尔特
"
威克诺森 EZ20 国四 无尾回转微型挖掘机,EZ20N拥有更大的挖掘范围和更强的挖掘效率，经典传承无尾设计，作业稳定性超佳。,"
整机工作质量(kg):
2020
额定斗容(m3):
0.06
额定功率(KW/rpm):
13.4/2200
发动机型号:
洋马 国四3TNV80
"
凯斯 WX240 轮式挖掘机,WX240轮式挖掘机特性优秀的性能紧凑型的上车体促成了高性能的挖掘和吊装作业表现。采用完全独立的推土板和支腿以及可锁定的支撑垫WX系列轮式挖掘机提供了一个可靠的工作平台。,"
整机工作质量(kg):
22700
铲斗容量(m3):
0.47 - 1.43 m3
额定功率(Kw/rpm):
117 hp | 87 kW
发动机型号:

"
沃得 W136Ⅲ 轮式装载机,沃得 W136Ⅲ 轮式装载机是沃得生产制造的吨位为3吨及3吨以下轮式装载机，W136Ⅲ的整机工作质量(kg)为10500。,"
整机工作质量(kg):
10500
额定斗容(m3):
1.8
额定载重量(kg):
3200
发动机型号:
玉柴YC6B125-T20
"
龙腾 LT25T钢卷 叉装车,龙腾 LT25T钢卷 叉装车是龙腾生产制造的吨位为18~28吨叉装车，LT25T钢卷的整机工作质量(kg)为30000。,"
整机工作质量(kg):
30000
额定载重量(kg):
25000
发动机型号:
WD10G240E21
额定功率(Kw/rpm):
175
"
威肯 GM950 滑移装载机,GM950滑移装载机先进、高效的传动输出方式，采用双联泵和发动机直接联接方式。散热器后置、并列式，散热效果好，整体式车架稳定性更好。更小的整机宽度和高度，适合狭小空间作业，链箱两侧布置，调整链条方便，保养简单易行，驾驶室可以上翻或前翻，维护保养省时省力，工作系统和行走系统控制方式符合世界操作习惯。,"
行走方式:
轮胎式
额定载重量:
0.8-1吨
动力方式:

品牌:
威肯
"
全工 WZ25-12 挖掘装载机,全工 WZ25-12 挖掘装载机是全工生产制造的额定功率为100马力以下挖掘装载机。,"
额定功率:
100马力以下
操作重量:
8000公斤以下
品牌:
全工
类别:
挖掘装载机
"
鼎盛重工 TY160 推土机,TY160推土机引进日本小松D65A-8推土机技术，具有高效、安全、高可靠性。广泛应用于基础设施建设和工业建设包括大型矿区作业，港口、电厂以及公路建设基础建设。可选配附件：直倾铲、角铲、U型铲、ROPS防翻驾驶室、八柱防翻驾驶棚、三齿松土器、空调、510mm履带板、610mm履带板。,"
功率:
120-220
行走:
履带式
用途:
标准型
动力方式:

"
奥驰汽车 奥驰X2 运输型自卸车,奥驰X2运输型自卸车产品亮点扎实耐用汽车专用大梁钢全铆接车架，主副梁点焊、冲压成型；发动机等主要部件B10寿命达到30万公里；经济省油采用博世电控高压共轨，精确控制燃油喷射，更省油，燃油更充分，达到国四排放；铸造一体加强后桥主减速比大，爬坡能力强；操纵稳定加强型悬架，承载能力提升，侧倾刚度大，行驶稳定，转弯安全；。,"
行走方式:
轮胎式
动力方式:

品牌:
奥驰汽车
类别:
自卸车
"
原装日立 EH4000ACII ,EH4000ACII经过验证的AC驱动系统车架寿命长坚固的箱斗容易操作。,"
行走方式:
轮胎
车架形式:
铰接式
动力方式:

品牌:
原装日立
"
恒特 HT135W 轮式挖掘机 全液压挖机 轮挖,HT135W轮挖采用高功率低油耗的名牌康明斯发动机，满足中国第三排放标准，配备涡轮增压及冷却系统，具有高燃油效率、动力储备足、耐久性强等特点。,"
整机工作质量(kg):
12500
额定斗容(m3):
0.53
额定功率(KW/rpm):
92/2200
发动机型号:
YC4D125-T310
"
东德 ddzx75-8 挖掘机,东德 ddzx75-8 挖掘机是东德生产制造的用途为通用型挖掘机，ddzx75-8的整机工作质量(kg)为。,"
整机工作质量(kg):

铲斗容量(m3):

额定功率(Kw/rpm):
47/2400
发动机型号:

"
合力叉车 2吨系列HL920 装载机,H920系列装载机，整机结构紧凑、美观，整机具有可靠性好、工作效率高、行驶速度快、操纵舒适等特点，可满足铲装和短途装运松土、砂石、煤炭等松散物料，还可以进行牵引、平地、堆积等作业需求，是一种多用途、高效率的多工况工程机械。,"
整机工作质量(kg):
5560
额定斗容(m3):
1
额定载重量(kg):
2000
发动机型号:

"
立藤 18吨LT956 叉装车,18吨LT956叉装车越野綜合了大吨位越野叉車與裝載機的優勢，並进行系統加強、提升。強悍兩前輪胎可支撐26000kg，兩前輪輞可支撐30000kg，特別加強的200寬面貨叉耐用，叉起重量≤18T。安全整車系統加強與駕駛空間的安全設計，安全架的使用。節能國內工程機械最高檔的濰柴發動機，內帶多項專利及特有技術，省油、高效又耐用，動力爆發力和除塵更為突出。,"
整机工作质量(kg):
18500
额定载重量(kg):
15000
发动机型号:

额定功率(Kw/rpm):
162
"
军联 JY700 滑移装载机,JY700滑移装载机JY700滑移装载机滑移装载机是浙江军联吸收国内外各样机的优点和根据市场的需求，自主开发既经济又实惠的一种小型多功能土方机械设备，具有结构紧凑、机动灵敏、充满活力等特点。适用于市政工程、道路维护、沟渠开挖和管线埋设等场地狭窄、作业工况变换频繁的场合。主要元件选用国际名牌产品。融合当今世界先进的液压制造技术，确保整机性能卓越、高效可靠。,"
行走方式:
轮胎式
额定载重量:
0.8吨以下
动力方式:

品牌:
军联
"
全工 WZ30-25 挖掘装载机,全工 WZ30-25 挖掘装载机是全工生产制造的额定功率为100马力以下挖掘装载机。,"
额定功率:
100马力以下
操作重量:
8000公斤以下
品牌:
全工
类别:
挖掘装载机
"
厦工 XG4221S 湿地型推土机,XG4221S履带式湿地型推土机造型美观，配置新颖的六面体驾驶室，代替传统方型驾驶室，视野开阔。,"
功率:
120-220
行走:
履带式
用途:
湿地型
动力方式:

"
广汽日野 FY2PYUD-EPW 自卸车,FY2PYUD-EPW自卸车桥壳采用冷成型强化桥壳技术，其抗弯曲塑性变形量远远小于铸钢桥壳和半壳冲压对焊桥壳。材质经过特殊强化工艺处理，提高了桥壳的刚度、强度和综合机械性能。耐载能力强，重载情况下不易发生断裂等故障。纵梁采用原装进口的纵梁。长期高负载、运行复杂路面大梁不易变形，行驶舒适、安全更有保障。发动机极大地缓解了驾驶员的疲劳，降低了车辆运行的风险。新款保险杠。,"
行走方式:
轮胎式
动力方式:

品牌:
广汽日野
类别:
自卸车
"
国机洛阳 GZL3606 矿用卡车,GZL3606矿用卡车GZL3606矿用卡车非公路矿用自卸车，配备D12发动机，美国Allison电控手自一体变速箱，产品具备国际上较先进技术特点，提高车辆安全性、舒适性、出勤率和易操作性，降低车辆总体运营成本，可广泛应用于建材厂、矿山、工地等短途运输领域。产品特点：。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:

品牌:
国机洛阳
"
嘉和重工 JH15 国四履带式挖掘机,JH15履带式挖掘机采用国际知名品牌发动机，符合国Ⅳ排放标准，扭矩大，动力强劲，节能省油。,"
整机工作质量(kg):
1500
额定斗容(m3):
0.025
额定功率(KW/rpm):
10.2/2500
发动机型号:
D722
"
农友 NYW-06-LT 挖掘机,农友 NYW-06-LT 挖掘机是农友生产制造的用途为通用型挖掘机，NYW-06-LT的整机工作质量(kg)为5800。,"
整机工作质量(kg):
5800
铲斗容量(m3):
0.19
额定功率(Kw/rpm):

发动机型号:

"
厦盛 XM935 装载机,XM935装载机柴油机采用潍柴T0266B-6或YC6108G发动机，动力强劲，功率储备大，恶劣工况适应性强。采用单摇臂连杆机构，卸载高度达35米，铲斗自动放平性能，使操作更轻松，提高工作效率。流线型外观设计，美观大方，新型密封驾驶室，格拉默座椅，可配装冷暖空调，操作环境更舒适。单级三元件变矩器，定轴式变速箱，可靠性更高。,"
整机工作质量(kg):
9650kg
额定斗容(m3):
1.8 m3
额定载重量(kg):
3000kg
发动机型号:
WEICHAIT0266B—6
"
远山机械 GK828(双摇臂) 叉装车,GK828(双摇臂)叉装车新型外观人性化设计，造型新颖美观视野广阔，单(双)手柄先导操纵系统，手、电控换挡装置，使整机操作更轻便、更舒适。,"
整机工作质量(kg):
30500
额定载重量(kg):
28000
发动机型号:
WD10G240E21
额定功率(Kw/rpm):
175
"
山猫 S510 滑移装载机,在最普受欢迎的500项机架尺寸中系列机型中，山猫S510滑移装载机是第一款机型。弧形举升装载机可为您提供越墙倾倒、回填或卸载平板车的必要的延伸广度距离和可见视野，成为挖掘和土方回填工作最受欢迎的机械。,"
行走方式:
轮胎式
额定载重量:
1吨以上
动力方式:

品牌:
山猫
"
全工 SZ40-16 挖掘装载机,全工 SZ40-16 挖掘装载机是全工生产制造的额定功率为100马力以上挖掘装载机。,"
额定功率:
100马力以上
操作重量:
8000公斤以下
品牌:
全工
类别:
挖掘装载机
"
中联重科 ZD160S-6 履带式推土机,ZD160S-6履带式推土机搭载潍柴三阶段排放WP10G178E355电控发动机。集成板翅式中冷+水散+油散的散热系统总成，结构强度高，换热效率高。,"
功率:
120-220
行走:
履带式
用途:
标准型
动力方式:

"
大运 运隆CGC3042PV34E3 自卸车,运隆CGC3042PV34E3自卸车豪华宽体车身车身宽度2025mm，驾乘空间为同类产品中最宽。增加导流槽等低风阻设计更加省油。新造型遮阳罩、新式中网、保险杠大灯改型更加美观。高承载力采用6T前桥，10T后桥，大大提高承载力。双层直通式大梁，大梁幅面250，重压不变形。超凡通过性。,"
行走方式:
轮胎式
动力方式:

品牌:
大运
类别:
自卸车
"
内蒙古北方重工 TR60 岩斗型矿用自卸车,内蒙古北方重工 TR60 岩斗型矿用自卸车是内蒙古北方重工生产制造的行走方式为轮胎岩斗型矿用自卸车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:

品牌:
内蒙古北方重工
"
力士德 SC2615 高能效挖掘机,SC2615高能效挖掘机其疾如风操控性在大土方量工况下具备颠覆性优势。操作舒适，符合人机工程学。“快、慢、缓、急”，轻松自如，随心所欲其徐如林经济性通过势能回收技术的应用，创立行业能效新标准，重新诠释吨位-功率-斗容的匹配关系。实现了高效率与低油耗完美平衡，达到了挖掘机性能价格比的巅峰。侵掠如火匹配性。,"
整机工作质量(kg):
24400
额定斗容(m3):
1.5
额定功率(KW/rpm):
133/2000
发动机型号:
CUMMINSB5.9-C
"
灵升 胶轮 挖掘机,灵升 胶轮 挖掘机是灵升生产制造的用途为通用型挖掘机，胶轮的整机工作质量(kg)为5700。,"
整机工作质量(kg):
5700
铲斗容量(m3):
0.23m3/0.30m3
额定功率(Kw/rpm):
42KW/48KW/2300rpm
发动机型号:

"
竹内 TL12 橡胶履带式装载机,TL12橡胶履带式装载机它是一款橡胶履带式装载机，其基本结构始终走在时代前列。由于通用附件的可扩展性以及通过落地机构的优良维护性能而得到高度评价。,"
整机工作质量(kg):
4,770
额定斗容(m3):
0.458
额定载重量(kg):
53.2 / 2600
发动机型号:
久保田V 3800 CR-Te 4 B
"
特雷克斯吉尼 GTH?-4518R 高延伸型旋转粗糙地面叉装机(限CE ),GTH?-4518R高延伸型旋转粗糙地面叉装机限CE旋转型叉装机旋转型叉装机极具多功能性，连续转盘旋旋转确保快速精确定位。重载型底盘提供高承载能力和极佳的稳定性。,"
整机工作质量(kg):
4500
额定载重量(kg):

发动机型号:

额定功率(Kw/rpm):

"
徐工 XC7-SR10B 国四滑移装载机,XC7-SR10B是徐工自主研发的最新型滑移装载机产品。该产品动力强劲，属具丰富，能够更好地适应狭小空间作业，是道路施工、市政养护、码头装卸、园林维护、牧场生产的理想工具，使用成本低廉，经济效益显著。,"
行走方式:
轮胎式
额定载重量:
0.8吨以下
动力方式:

品牌:
徐工
"
全工 SZ40-16 挖掘装载机,SZ40-16挖掘装载机挖掘装载机具有独特的构造，在施工中驾驶员只需要转动一下座椅，即可完成从装载机到挖掘机操作手角色的转变。完全具备了挖掘机和装载机的所有功能。本产品主要用于城市和农村的公路建设及养护、电缆铺设、电力和机场工程、市政建设、农田水利建设、农村住宅建设、开山取石以及各种小型施工工程。,"
额定功率:

操作重量:

品牌:
全工
类别:
挖掘装载机
"
山推 SD24-G CH（岩石版） 国四推土机,SD24-G液力推土机，具有动力强劲、油耗低、操纵灵活、驾乘舒适、生产效率高、可靠性高等特点。适用于公路、铁路、矿山、机场等地面的推运、开挖、回填土石方以及其它散料的作业，是国防工程、矿山建设、城乡道路等建筑施工和水利建设等不可缺少的机械设备。,"
功率:
120-220
行走:
履带式
用途:
其它（沙漠型、寒带型、森林采伐型）
动力方式:

"
江淮汽车 好运Q系 自卸车,好运Q系自卸车动力澎湃前沿动力聘请资深设计专家进行研发和生产过程质量性能把关，使发动机的动力性、经济学、可靠性、排放性能达到了国际先进水平；技术领先采用德国BOSCH电控高压共轨系统、小模数低噪声齿轮等多项先进柴油技术，动力经济性指标达到国外先进水平，在国内同类产品中处于领先地位；黄金组合发动机与变速箱、后桥匹配科学管理，经济又省油。安全标杆安全设计。,"
行走方式:
轮胎式
动力方式:

品牌:
江淮汽车
类别:
自卸车
"
雷沃重工 LT90 矿用卡车,雷沃重工 LT90 矿用卡车是雷沃重工生产制造的行走方式为轮胎矿用卡车。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:

品牌:
雷沃重工
"
劲工 JG100L 履带挖掘机,劲工 JG100L 履带挖掘机是劲工生产制造的吨位(t)为小挖(5-13吨)小型履带挖掘机，JG100L的整机工作质量(kg)为9000。,"
整机工作质量(kg):
9000
额定斗容(m3):
0.35
额定功率(KW/rpm):
62.5/2200
发动机型号:
玉柴YUCHAI(国Ⅲ)
"
建德 KT Y80-A 全液压轮式挖掘机,KTY80-A建德新一代KTY80-A挖掘机是引进国外先进技术，经现场反复试验、客户评价及产品改进的结晶。采用最新技术设计和制造，保证挖掘机性能、可靠性，效率和操作性达到新的水平。操作舒适全封闭驾驶室：减少驾驶室噪音，减轻司机疲劳程度，提高注意力并改善工作条件。坐椅：人性化坐椅设计，可保持长时间高效工作，减轻疲劳。空调音响：即使在最热的天气，也提供舒适的工作环境。,"
整机工作质量(kg):
7580
铲斗容量(m3):
0.26~0.30m3
额定功率(Kw/rpm):
53kw
发动机型号:
CY4102BG
"
山工机械 656F（非道路国四） 装载机,656F（非道路国四）装载机为全新打造的新一代家族式外观，厚重、硬朗、视觉冲击强，优质碳素板整体模具成形发动机罩、可靠耐用。,"
整机工作质量(kg):
17000
额定斗容(m3):
2.7-4.5
额定载重量(kg):
5500
发动机型号:
WP10HG220E475（国四）
"
山猛 SAM888-27T型 叉装车,SAM888-27T型叉装车全液压先导操纵，轻便灵活，微动效果极佳。高效的双涡轮行星式变速箱变矩器，传动效率高，可靠性好。双泵合流工作系统，同轴流量放大转向，节能效果显著。先进的前叉自动放平功能，操纵更加方便，降低了司机的劳动强度。大功率涡轮增压斯太尔发动机与加强加长型底盘和液压系统完美配合，性能更可靠，高效更节油。,"
整机工作质量(kg):
28000
额定载重量(kg):
27000
发动机型号:
DHD10G0353
额定功率(Kw/rpm):
175
"
凯斯 SV300 滑移装载机,SV300滑移装载机特性凯斯系列柴油直喷发动机采用涡轮增压，500小时更换机油周期，标配双重空气滤芯和皮带自动张紧器，使得发动机工作平稳、扭矩高、燃油效率高。强力重载接近装载系统该系统为非常严峻的作业需求设计，很好的解决了既满足作业符合，同时实现灵活多变的工作范围这一矛盾。实现低举升高度的最大接近距离。,"
行走方式:
轮胎式
额定载重量:
1吨以上
动力方式:

品牌:
凯斯
"
全工 WZ30-25 挖掘装载机,WZ30-25挖掘装载机加大驾驶室，安全玻璃，宽敞明亮。工作台：水温、油温、电流，一目了然。采用名牌液压件，双泵合流，动力强劲；挖掘、装载实现液压动力互供。采用了悬浮减震式360旋转座椅，并带有安全带，提高了司机的舒适性及安全性。绞接式前后车架、转弯半径小，全液压转向，操作轻松、方便。挖掘部分为先导操作，操纵轻便，定位准确。,"
额定功率:

操作重量:

品牌:
全工
类别:
挖掘装载机
"
柳工 LD20DMLG4 推土机,LD20DMLG4推土机搭载康明斯L9发动机，额定功率162kw，功率相比行业高10%，发动机动力强劲，作业效率佳。,"
功率:
120-220
行走:
履带式
用途:
标准型
动力方式:

"
青岛解放 新悍威 8X4 轻量化 自卸车,"新悍威8X4新悍威驾驶室，驾乘舒适；整车轻量化配置，同类底盘国内最轻；加强435冲焊桥，承载能力高于竞品同类车桥，可靠度高；配备双级空滤，保证进气质量；总速比875，满足国道运输需求,节油效果最佳。","
行走方式:
轮胎式
动力方式:

品牌:
青岛解放
类别:
自卸车
"
迪万伦 DT105HD 非公路宽体自卸车,针对大型露天矿山开发的大吨位散装物料场地运输设备技术成熟，安全可靠，承载量大，运输效率高。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:

品牌:
迪万伦
"
神钢 SK130-11 挖掘机,神钢 SK130-11 挖掘机是神钢生产制造的吨位(t)为中挖(13-30吨)中型挖掘机，SK130-11的整机工作质量(kg)为13300。,"
整机工作质量(kg):
13300
额定斗容(m3):
0.52
额定功率(KW/rpm):
78.5
发动机型号:

"
沃尔华 DLZ812-9 液压凿岩钻机,DLZ812-9液压凿岩钻机发动机体积小、重量轻、性能稳定、耗油量低、排放少等特点，其排放量达到了欧共体、美国环保局对排放第三阶段（EU-Ⅲ/EPATier3）规定的水平，同时达到了德国TALuft的全部要求。加强的底盘和敏捷的行走能力。考虑到工地上行走的需要，我们设计加强了底盘，即使恶劣地况和斜坡依然保证驱动力。,"
整机工作质量(kg):

铲斗容量(m3):

额定功率(Kw/rpm):

发动机型号:

"
山东临工 FL936H 国四 3吨装载机,"FL936H3吨装载机燃油经济性好,动作快效率高，匹配四缸发动机，具有P、S、E（重载、中载、轻载）三级功率控制模式满足不同工况，节油高效，经济性好，客户投资回报快。","
整机工作质量(kg):
10750
额定斗容(m3):
1.6(1.5-3.0)
额定载重量(kg):
3000
发动机型号:

"
一能重工 YN920CD 越野钢管叉,一能重工 YN920CD 越野钢管叉是一能重工生产制造的吨位为18吨以下越野钢管叉，YN920CD的整机工作质量(kg)为。,"
整机工作质量(kg):

额定载重量(kg):
2000
发动机型号:

额定功率(Kw/rpm):

"
山河智能 SWL3230 轮式滑移装载机,"SWL3230 轮式滑移装载机90°打开的后门，60°上翻得发动机盖板,30°前倾的驾驶室，60°打开的散热器水箱,各种维护部位均可轻松接触，维修方便。","
行走方式:
轮胎式
额定载重量:
1吨以上
动力方式:

品牌:
山河智能
"
山工机械 SEM822D  推煤型 推土机,"SEM822D推土机传承于卡特彼勒推土机的静液压技术，作业效率同比高10%－30%，潍柴三阶段电控发动机，提供重载/标准/经济三种工作模式，根据工况自由选择。
推煤型，沙漠型，环卫推土机，满足不同的作业需求。","
功率:
120-220
行走:
履带式
用途:
其它（沙漠型、寒带型、森林采伐型）
动力方式:

"
固尔特 50级—GT3500 矿用自卸车(右边驾驶室),固尔特 50级—GT3500 矿用自卸车(右边驾驶室)是固尔特生产制造的行走方式为轮胎式矿用自卸车(右边驾驶室)。,"
行走方式:
轮胎式
动力方式:

品牌:
固尔特
类别:
自卸车
"
柳工 DW90AG4 国四矿用卡车,DW90AG4国四矿用卡车整机采用全液压转向系统，操作更轻松，大大降低驾驶疲劳强度。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:

品牌:
柳工
"
原装日立 ZX35U-5A 挖掘机,ZX35U-5A挖掘机先导式操作杆易于操作采用低燃耗发动机和提高液压系统效率，燃油消耗下降完全开放的空间，实现轻松保养符合安全标准的驾驶室坚固耐用的推土铲耐久性高的前端工作装。,"
整机工作质量(kg):
3830
额定斗容(m3):
0.11m3
额定功率(KW/rpm):
21.2kW(28.4HP )
发动机型号:

"
威克诺森 EW65 轮式挖掘机,EW65轮式挖掘机，深谙高效理念，设备性能出色，节能降耗，更能自主转场，为现代城市建设提供更多可能。,"
整机工作质量(kg):
6764
铲斗容量(m3):

额定功率(Kw/rpm):

发动机型号:
404D-22T
"
柳工 820TE 电动装载机,"柳工电动装载机采用磷酸铁锂电池，安全可靠，终身免维护，噪音低、零排放，
具备卓越操控、高效施工及多工况适应等特点，节能环保、安全舒适，提供施工便利性的同时，为用户降低运营成本、维护成本，创造更多价值。","
整机工作质量(kg):
6400
额定斗容(m3):
1.2
额定载重量(kg):
2000
发动机型号:

"
晋工 JGM791FT50KN 叉装车,JGM791FT50KN叉装车采用潍柴WP12国Ⅲ电控高压共轨发动机，满足国Ⅲ排放要求，采用定轴式电液换档变速箱，档位前四后三，具有强制换低档功能（KD键功能），操纵简便，工作效率高。,"
整机工作质量(kg):
52000
额定载重量(kg):
50000
发动机型号:

额定功率(Kw/rpm):
276
"
盖尔 R165 轮式滑移装载机,"R165轮式滑移装载机中型滑移，圆弧举升，最大举升高度3876mm，额定工作重量748kg，
净功率69.9hp(52.1)@2500。","
行走方式:
轮胎式
额定载重量:
0.8-1吨
动力方式:

品牌:
盖尔
"
宣工 TS140 环卫推土机,TS140环卫推土机半刚性悬挂、机械传动、液压操纵的履带推土机。湿式助力操纵主离合器。常啮合、结合套换档、双杆机械操纵、前五后四变速箱。具有生产效率高、通过能力强、接地比压低、结构简单、维修方便且成本低的优点，是环卫系统施工的理想产品。,"
功率:
120以下
行走:
履带式
用途:
其它（沙漠型、寒带型、森林采伐型）
动力方式:

"
路得威 RWFD31N 液压翻斗车,RWFD31N液压翻斗车采用国产柴油发动机，装载质量3500kg。,"
行走方式:
轮胎式
动力方式:

品牌:
路得威
类别:
自卸车
"
同力重工 TL885K 非公路宽体自卸车,TL88系列非公路宽体自卸车是行业内率先推出的大吨位矿山运输设备，技术成熟，质量可靠，安全环保，单车承载量大。,"
行走方式:
轮胎
车架形式:
刚性
动力方式:

品牌:
同力重工
"
竹内 TB215R 小型挖掘机,TB215R小型挖掘机强劲的洋马发动机（10kW）无尾回转适合在狭窄空间舒适地作业动臂油缸位于动臂后面及动臂侧移适合于狭小区域作业和靠墙挖掘作业可伸缩行走机构提供最佳通过性，同时带来最高的稳定性蓄电池（可选）辅助回路的单双向切换（可选）安全性LCD显示器声光报警前灯和尾灯。,"
整机工作质量(kg):
1500
额定斗容(m3):
0.04
额定功率(KW/rpm):
11.0
发动机型号:
3TNV70
"
