名称,介绍,详情
无锡泰特 卧式沥青高温储罐 ,无锡泰特 卧式沥青高温储罐 是无锡泰特生产制造的。,"
品牌:
无锡泰特
类别:
沥青储存罐
型号:
卧式沥青高温储罐
报价:
暂无
"
达刚控股 多功能 沥青改性设备,多功能沥青改性设备适应性广：不但能生产橡胶沥青，还可生产多种聚合物改性沥青；工艺先进，研磨后改性剂粒度小、分布均匀，改性沥青质量高、性能稳定；电子称量系统：采用减量称量方式，精度高，确保材料配比；优化的筒体设计，罐内纵向与横向的导流设置，能充分发挥搅拌装置的效率、降低能耗、增加生产率，保证了改性剂的充分溶融，使改性剂的作用发挥到极致；。,"
品牌:
达刚控股
类别:
沥青乳化设备
型号:
多功能
报价:
暂无
"
河南鼎诚 DCRY6000 改性乳化沥青生产设备,河南鼎诚 DCRY6000 改性乳化沥青生产设备是河南鼎诚生产制造的改性乳化沥青生产设备。,"
品牌:
河南鼎诚
类别:
沥青改性设备
型号:
DCRY6000
报价:
暂无
"
辽原筑机 沥青加热罐设备 ,　沥青加热罐是我公司在导热油加温的基础上，进一步研制的烟道加热法。该设备的特是在相对封闭的状态下进行高温沥青的产出和沥青预热，与管线加热同步完成，大大的减少了操作程序，缩短了加温时间，节约能源，降低了高温沥青的生产成本，具有广泛的适用性，高度的安全可靠性，独特的经济性，是实现沥青加热设备理想的换代新产品。,"
品牌:
辽原筑机
类别:
沥青加热设备
型号:
沥青加热罐设备
报价:
暂无
"
辽筑 LQT-10t 沥青脱桶设备,1．应用范围及特点：1应用：LQT-10t型沥青脱桶炉是我公司自行研制开发的产品。它与导热油炉配套使用，通过热油循环泵，使高温导热油在脱桶炉换热器内强制循环，通过热的三个传递方式，（1辐射、2接触、3对流）使加热室内获得稳定的高温热源，使固态桶装沥青从桶中脱桶倒出，到加热槽内加热至110℃-130℃左右温度，用泵送入沥青加热罐内加热到使用温度备用。,"
品牌:
辽筑
类别:
沥青脱桶设备
型号:
LQT-10t
报价:
暂无
"
飞腾 DL-30 导热油加温沥青罐,DL-30导热油加温沥青罐由导热油锅炉供热，适用于拌和站配套、大型料场及沥青库集成式管路布局，安装操作方便微机管理系统，可实现仓储、计量、设备监控自动化、智能化，并可实现网络化管理。,"
品牌:
飞腾
类别:
沥青导热油设备
型号:
DL-30
报价:
暂无
"
美通重机 AR15 橡胶沥青设备,"废胎胶粉、橡胶沥青作为-种路面材料，用于沥青路面可改善路面性能，延长使用寿命，减轻废轮胎带来的环境压力,符合我国当前建设节约型社会和发展循环经济的政策。","
品牌:
美通重机
类别:
沥青生产设备
型号:
AR15
报价:
暂无
"
闽科 新型沥青混合料运输车 ,新型沥青混合料运输车技术特点：以载货汽车为载体，将可储存沥青混合料的储料装置固设于独立机架上，便于吊装，达到一车多用、降低成本的目的;旋转加热技术的应用，使加热装置便于对料筒的外侧壁进行旋转式均匀加热，保证沥青混合料快速升温的同时不会过热烧坏;。,"
品牌:
闽科
类别:
沥青运输设备
型号:
新型沥青混合料运输车
报价:
暂无
"
山东奥邦 AST系列 沥青加热储存罐,AST系列沥青加热储存罐RHM6型/RHY6型/RHY10型乳化沥青车间是我公司在总结了国内外同类设备的先进经验基础上，广泛收集用户使用情况去粗取精而开发的适合国情的乳化沥青生产设备，生产能力6t/h或10t/h.。,"
品牌:
山东奥邦
类别:
沥青储存罐
型号:
AST系列
报价:
暂无
"
高远圣工 GYRY06H 沥青乳化设备,　采用自动控制、环保节能、高效换热器、集装箱式结构，可方便工地转场移动移动和野外作业，完成成品乳化沥青生产。,"
品牌:
高远圣工
类别:
沥青乳化设备
型号:
GYRY06H
报价:
暂无
"
广通 SBS 改性沥青生产设备工厂化型,广通 SBS 改性沥青生产设备工厂化型是广通生产制造的改性沥青生产设备工厂化型。,"
品牌:
广通
类别:
沥青改性设备
型号:
SBS
报价:
暂无
"
鑫海路机 燃煤有机热载体炉 QX沥青加热设备,燃煤有机热载体炉QX沥青加热设备QX系列导热油加热沥青设备是一项新的科研成果，它成功地替代了沥青加热的传统工艺方式，是现阶段公路、港口、沥青厂中转站等加热沥青的理想设备。它能在最低的压力下获得最佳的工作温度，降低了用热设备的压力等级要求，使用导热作为解质传热，提高了设备的热效率，并可将余热回到加热设备循环加热。加热均匀，安全可靠，确保沥青原有性能，降低劳动强度，提高生产效率。,"
品牌:
鑫海路机
类别:
沥青加热设备
型号:
燃煤有机热载体炉
报价:
暂无
"
无锡雪桃 沥青卸油脱水罐 ,无锡雪桃 沥青卸油脱水罐 是无锡雪桃生产制造的。,"
品牌:
无锡雪桃
类别:
沥青脱桶设备
型号:
沥青卸油脱水罐
报价:
暂无
"
恒云科技 DJY-10 移动式导热油加热沥青设备,DJY-10移动式导热油加热沥青设备DJY系列移动式导热油加热沥青设备主要适用于公路和城市道路的路面养护，满足流动性工程单位的需要，该设备的配套部件全部集于底盘或大梁上，结构紧凑、移动方便，具有沥青加热脱水及掺配功能，可选用燃油或燃煤炉。,"
品牌:
恒云科技
类别:
沥青导热油设备
型号:
DJY-10
报价:
暂无
"
徐工 XFP20 温拌泡沫沥青生产设备,　　XFP20型温拌泡沫沥青生产设备是徐工在充分研究国外同行业先进技术的基础上，结合间歇式沥青拌和站的结构和性能特点，与国内知名高校联合研发的具有自主知识产权的国产化设备，该设备具有卓越的环保、节能效果，如减少有害气体排放约40%、减少沥青烟排放约90%、节约能源约30%等，在城市道路、长大隧道、低温季节及薄层罩面等施工工程中具有显著优势。,"
品牌:
徐工
类别:
沥青生产设备
型号:
XFP20
报价:
暂无
"
楚飞 解放后双桥（20立方） 沥青运输车,楚飞 解放后双桥（20立方） 沥青运输车是楚飞生产制造的沥青运输车。,"
品牌:
楚飞
类别:
沥青运输设备
型号:
解放后双桥（20立方）
报价:
暂无
"
瑞德 EAGER　 沥青储热罐,EAGER沥青储热罐主要有加热器、除尘器、引风机、沥青泵、沥青温高显示、水位显示、蒸气发生器、管道、沥青泵预热系统、压力泄放系统、蒸汽助燃系统、清罐系统、卸罐系统、卸油入罐装置等组成。,"
品牌:
瑞德
类别:
沥青储存罐
型号:
EAGER　
报价:
暂无
"
欧亚机械 乳化沥青设备 ,沥青乳化设备一机多用，可以生产橡胶、改性、乳化多种沥青，电脑控制，操作简便，计量准确，工艺先进。,"
品牌:
欧亚机械
类别:
沥青乳化设备
型号:
乳化沥青设备
报价:
暂无
"
源流长 GHRS6000型 移动式沥青改性设备,GHRS6000型移动式沥青改性设备该设备是在原有乳化设备的基础上加以改进完善，新研发成功的改性及普通沥青两用乳化生产设备。该设备油水配比方便精确，外型由原来的方桶改为圆桶，使搅拌更加均匀，并配套了GHR6型改性沥青乳化机，它具有三道强力剪切研磨的功能从而使SBRSBS改性沥青能够达至要求的乳化细度和品质，保证了改性沥青的乳化稳定性。整套设备设计更趋合理操作方便乳化品质好，是目前生产改性乳化沥青的最佳选择。,"
品牌:
源流长
类别:
沥青改性设备
型号:
GHRS6000型
报价:
暂无
"
大连凯联 -美国VSS  橡胶沥青设备 ,VSS 的姐妹公司ISS—国际封层公司，作为 ASTMD8-88 规范中湿式处理工艺的两个的持有者，最早在美国进行橡胶沥青的施工应用，并具有30多年橡胶沥青路面设计和施工经验。VSS公司根据 ISS 公司的施工经验，发明了“可升级的橡胶沥青拌和/反应系统”。使用该设备生产的橡胶沥青，在橡胶沥青路面技术上取得了重大突破。同时VSS还向广大用户提供橡胶沥青生产、应用等方面的技术支持。,"
品牌:
大连凯联
类别:
沥青加热设备
型号:
-美国VSS  橡胶沥青设备
报价:
暂无
"
飞腾 YDST-8 沥青脱桶设备,YDST-8沥青脱桶设备本设备采用自动弹簧门密闭箱体结构，装桶方式为航吊吊装上桶，液压推进器顶推滑动进桶，以设备自带柴油燃烧器为供热源。,"
品牌:
飞腾
类别:
沥青脱桶设备
型号:
YDST-8
报价:
暂无
"
鑫衢 沥青导热油设备 ,沥青导热油设备导热油强制循环加热方式，低压高温，安全卫生。采用技术“局部取出沥青装置”，能从大型油罐中快速取出高温沥青，无需对储存罐整体加热。配置产品“立式沥青加温装置”，可连续生产高温沥青，班产量400吨以上。采取“超低液位取油”技术，可取尽罐底沥青。全方位保温，保证降温小于1℃/小时外界温度大于20℃。微机管理系统，实现了仓储，计量，设备监控自动化。,"
品牌:
鑫衢
类别:
沥青导热油设备
型号:
沥青导热油设备
报价:
暂无
"
美通筑机 AR150 橡胶沥青设备,橡胶沥青设备AR150美国进口混合器技术，混合效果更加合理。独立导热油炉系统保证热量供给。美国原装进口专用橡胶沥青泵，西门子、施耐德进口电气元器件，系统稳定性好。,"
品牌:
美通筑机
类别:
沥青生产设备
型号:
AR150
报价:
暂无
"
飞腾 CYZL-20 车载型沥青罐,CYZL-20车载型沥青罐本产品针对沥青撒布车和碎石同步封层车远离沥青库施工时，因自身沥青载量小，频繁远距离往返沥青库而耽误施工进度的情况设计的沥青供给车。沥青泵吞吐速度快加温能力强（可在运输途中加热），温度自动控制。强力搅拌机组，有效防止改性剂离析。,"
品牌:
飞腾
类别:
沥青运输设备
型号:
CYZL-20
报价:
暂无
"
稳泰筑机 QX系列导热油保温沥青储存设备 ,QX系列导热油保温沥青储存设备QX系列导热油加热沥青设备能在最低的压力下获得最佳的工作温度，降低了用热设备的压力等级要求，加热均匀，安全可靠，并可将余热循环利用，提高了设备的热效率，保证沥青原有性能，是目前公路、港口、沥青厂（中转站）等加热沥青的理想设备。,"
品牌:
稳泰筑机
类别:
沥青储存罐
型号:
QX系列导热油保温沥青储存设备
报价:
暂无
"
飞腾 GLR-10 乳化改性沥青设备,GLR-10乳化改性沥青设备LR-6型乳化沥青设备，是经过我厂多年的研发并结合用户反馈意见，经多次改进而成的一种新型的乳化沥青生产机组，适用于普通乳化沥青生产。直热与导热油双加温沥青储存罐》，由此罐供出的高温导热油加温生产用水以及沥青管线伴热。设备的特点：整体型结构，移动、安装方便。含量设定比例带宽，可在10%-70%范围内随时调整。配比控制精确，成品含量误差小于1%。,"
品牌:
飞腾
类别:
沥青乳化设备
型号:
GLR-10
报价:
暂无
"
边宁荷夫 改性沥青设备 ,边宁荷夫 改性沥青设备 是边宁荷夫生产制造的。,"
品牌:
边宁荷夫
类别:
沥青改性设备
型号:
改性沥青设备
报价:
暂无
"
英达 HM16 加热王,设备分类:HM系列设备型号:HM16简要说明:未填写主要配置：由牵引车及装有工作装置的半挂车组成有两组英达的热再生加热墙，以液化气为燃料特点：长途转场时采用牵引车，转场速度快；施工时采用液压自行，机动性强，而且能保证加热更加均匀。,"
品牌:
英达
类别:
沥青加热设备
型号:
HM16
报价:
暂无
"
无锡华通 DLT-5000 系列沥青脱桶设备,无锡华通 DLT-5000 系列沥青脱桶设备是无锡华通生产制造的系列沥青脱桶设备。,"
品牌:
无锡华通
类别:
沥青脱桶设备
型号:
DLT-5000
报价:
暂无
"
山河 大、中型 导热油沥青加温设备,山河 大、中型 导热油沥青加温设备是山河生产制造的导热油沥青加温设备。,"
品牌:
山河
类别:
沥青导热油设备
型号:
大、中型
报价:
暂无
"
高远圣工 GYXL1606 橡胶沥青生产设备,GYXL1606型橡胶沥青生产设备是我公司精心研制的新一代橡胶沥青生产设备。该设备用计算机控制配比设定方便、精度高，操作方便，使用可靠。该设备可以实现快速稳定、连续高效的生产，对橡胶沥青的生产有很好的效果，生产的橡胶沥青产品具有高温稳定性、低温柔韧性、抗老化性、抗疲劳性、抗水损坏性等性能。该设备能够满足多种施工工艺的要求，已广泛应用在高速公路建设。,"
品牌:
高远圣工
类别:
沥青生产设备
型号:
GYXL1606
报价:
暂无
"
美通筑机 LMT9300GLB 沥青运输罐,LMT9300GLB沥青运输罐LMT9300GLB沥青运输罐系列沥青保温运输车是我公司根据公路施工中沥青运输量大的要求，并借鉴同类产品的基础上自行研制开发的高新产品。采用独特的保温结构和高效保温材料的沥青运输罐，并配有双大功率燃烧器，能对各种沥青进行长距离，大容量的运输工作；整机全部工作装置如沥青泵，完全采用液压系统驱动，性能安全，可靠。整车操作方便，作业速度快，科技含量高，是理想的沥青运输工具。,"
品牌:
美通筑机
类别:
沥青运输设备
型号:
LMT9300GLB
报价:
暂无
"
飞腾 DZJL-50 电加热沥青罐,DZJL-50电加热沥青罐新型电加热更节能更环保电气控制自动化，自动启停导热油间接加热，不损伤沥青内置高温区“罐中罐”布局，小罐内升温快全方位保温层，保温覆盖无“死角”，减少热量损失。,"
品牌:
飞腾
类别:
沥青储存罐
型号:
DZJL-50
报价:
暂无
"
VSS 乳化 /改性乳化沥青站,VSS 乳化 /改性乳化沥青站是VSS生产制造的/改性乳化沥青站。,"
品牌:
VSS
类别:
沥青乳化设备
型号:
乳化
报价:
暂无
"
欧亚机械 橡胶改性乳化沥青设备 ,橡胶改性乳化沥青设备一机多用，可以生产橡胶、改性、乳化多种沥青，电脑控制，操作简便，计量准确，工艺先进。,"
品牌:
欧亚机械
类别:
沥青改性设备
型号:
橡胶改性乳化沥青设备
报价:
暂无
"
昌世 MLK 燃煤卧式沥青加热罐,MLK燃煤卧式沥青加热罐产品简介:该设备特别适合县级公路段（站）、机械化大道班、及工程队的公路施工养护及与沥青混合料拌和机配套使用。产品分为拖式（用汽车或工程机械拖行）、固定式（便移式，可方便起吊）产品特点：一．热效率极高，节约能源。采用热管（超导）直热式加热，热损失极小。热管（超导）加热元件是一种传热率极高，热阻几乎为零的元件。,"
品牌:
昌世
类别:
沥青加热设备
型号:
MLK
报价:
暂无
"
华山 LT3 沥青脱筒设备,LT3沥青脱筒设备结构特点节约能源采用燃气加热，热源和主机一体，克服了利用导热油加热的热损失。保质性强采用动态加热方式，升温速度快，且沥青绝不会老化。脱水性好含有少量水份的沥青，如1-2%含水率，可以在沥青内循环过程中脱水，脱水后象无水沥青一样输送。安全可靠沥青的加热、输送采用自动控制系统，并装有报警装置。操作简便。,"
品牌:
华山
类别:
沥青脱桶设备
型号:
LT3
报价:
暂无
"
广通 DLG-80型集装箱移动式 导热油式沥青高温罐,广通 DLG-80型集装箱移动式 导热油式沥青高温罐是广通生产制造的导热油式沥青高温罐。,"
品牌:
广通
类别:
沥青导热油设备
型号:
DLG-80型集装箱移动式
报价:
暂无
"
新筑智装 AR25B 橡胶沥青设备,AR25B橡胶沥青设备沥青和橡胶屑经过精确计f后进入混合搅拌装置、采用拥有自主的连续搅拌和悬浮物下拉技术，使混合料充分均匀混合。搅拌器液压驱动，转速电液比例自动调节。由称最料斗、称量螺旋和上料螺旋组成。上料螺旋器液压驱动，称量螺旋电比例调节，根据橡胶沥青配比自动精确控制配料。,"
品牌:
新筑智装
类别:
沥青生产设备
型号:
AR25B
报价:
暂无
"
达刚控股 DGL5160GLY-104 整车式液态沥青运输车,DGL5160GLY-104整车式液态沥青运输车沥青罐设有加热系统，配备进口自动点火柴油燃烧器，燃烧质量好、加热速度快、保温效果好，并且无污染；。,"
品牌:
达刚控股
类别:
沥青运输设备
型号:
DGL5160GLY-104
报价:
暂无
"
辽筑 沥青 储存罐,辽筑 沥青 储存罐是辽筑生产制造的储存罐。,"
品牌:
辽筑
类别:
沥青储存罐
型号:
沥青
报价:
暂无
"
辽筑 LRZ—6.0A 沥青乳化设备,该乳化沥青加工中心为整体吊装式，整机外形尺寸为：7000×2500×2800mm，结构紧凑，可以独立操作，使用简便，生产品质优良，可根据工程需要随时吊装转移，安装方便，投产迅速。沥青、乳化剂水溶液的温度、液位等自动显示，文明生产程度高，便于标准化管理。,"
品牌:
辽筑
类别:
沥青乳化设备
型号:
LRZ—6.0A
报价:
暂无
"
浙江筑马机械 ZMLR6000 改性乳化沥青生产设备,ZMLR6000型乳化沥青设备是杭州筑马公司开发的新一款乳化沥青及改性乳化沥青生产设备。结合了当前乳化沥青设备的先进技术，并在研制过程中实现了大量的自主创新，从而实现整个设备系统和性能较同类产品有了诸多特点和优点。,"
品牌:
浙江筑马机械
类别:
沥青改性设备
型号:
ZMLR6000
报价:
暂无
"
日工 电加热 沥青罐,  为更好的保护环境，同时降低用户的运行成本，日工（上海）于2010年推出了不需要导热油炉加热的新一代电加热沥青罐。日工电加热沥青罐具有热效率高、温控稳定、无噪音、零排放、免维护等优点。,"
品牌:
日工
类别:
沥青加热设备
型号:
电加热
报价:
暂无
"
路虹 成套 桶装沥青脱桶溶化设备,路虹 成套 桶装沥青脱桶溶化设备是路虹生产制造的桶装沥青脱桶溶化设备。,"
品牌:
路虹
类别:
沥青脱桶设备
型号:
成套
报价:
暂无
"
飞腾 DL-50 导热油加温沥青罐,DL-50导热油加温沥青罐由导热油锅炉供热，适用于拌和站配套、大型料场及沥青库集成式管路布局，安装操作方便微机管理系统，可实现仓储、计量、设备监控自动化、智能化，并可实现网络化管理。,"
品牌:
飞腾
类别:
沥青导热油设备
型号:
DL-50
报价:
暂无
"
飞腾 YSXL-25 燃油、导热油双加温橡胶沥青储存罐,YSXL-25燃油、导热油双加温橡胶沥青储存罐设备相当于将导热油锅炉与生产设备完美的结合为一体。不仅节约了导热油炉运输成本，还节省导热油炉占用场地。设备以两台柴油燃烧器为热源，内置式的燃烧炉体热传递更直接，高温尾气再次利用，大幅减少热损失，通过多排烟管及导热油加热盘管使物料快速升温，热利用率非常高。横向鼠笼式搅拌器设计，搅拌强力无死角，使物料充分均混，提高互溶反应速率，即转动平稳，又拆装维修方便，变频调节搅拌转速。,"
品牌:
飞腾
类别:
沥青生产设备
型号:
YSXL-25
报价:
暂无
"
浙江筑马机械 ZM-20YSG 沥青储存运输罐,ZM-20YSG沥青储存运输罐ZM系列沥青储存运输罐是我公司根据公路施工中沥青运输，储存量大的要求，并借鉴同类产品的基础上自行研制开发的产品。罐体采用独特的保温结构和高效保温材料，并配有导双大功率燃烧器，能对各种沥青进行长距离，大容量的运输工作；并针对特殊沥青（如橡胶沥青）的储存于运输，在罐内增加搅拌轴。,"
品牌:
浙江筑马机械
类别:
沥青运输设备
型号:
ZM-20YSG
报价:
暂无
"
无锡泰特 沥青油库 ,无锡泰特 沥青油库 是无锡泰特生产制造的。,"
品牌:
无锡泰特
类别:
沥青储存罐
型号:
沥青油库
报价:
暂无
"
浙江筑马机械 ZMLR6000 沥青乳化设备,ZMLR6000沥青乳化设备ZMLR6000沥青乳化设备型乳化沥青设备是杭州筑马公司开发的新一款乳化沥青及改性乳化沥青生产设备。结合了当前乳化沥青设备的先进技术，并在研制过程中实现了大量的自主创新，从而实现整个设备系统和性能较同类产品有了诸多特点和优点一．优点和特点：罐体、管道及泵阀，均采用优质304不锈钢制作，耐高温、在无氯原子存在的情况下具有很强的耐腐蚀性。,"
品牌:
浙江筑马机械
类别:
沥青乳化设备
型号:
ZMLR6000
报价:
暂无
"
大山路桥 DSAXR 胶粉改性沥青SBS改性沥青和乳化改性沥青三位一体设备,大山路桥 DSAXR 胶粉改性沥青SBS改性沥青和乳化改性沥青三位一体设备是大山路桥生产制造的胶粉改性沥青SBS改性沥青和乳化改性沥青三位一体设备。,"
品牌:
大山路桥
类别:
沥青改性设备
型号:
DSAXR
报价:
暂无
"
锡通 QX 系列导热油加热沥青设备,锡通 QX 系列导热油加热沥青设备是锡通生产制造的系列导热油加热沥青设备。,"
品牌:
锡通
类别:
沥青加热设备
型号:
QX
报价:
暂无
"
浙江筑马机械 ZMT4 沥青脱桶设备,浙江筑马机械 ZMT4 沥青脱桶设备是浙江筑马机械生产制造的沥青脱桶设备。,"
品牌:
浙江筑马机械
类别:
沥青脱桶设备
型号:
ZMT4
报价:
暂无
"
广通 DLG-100型 导热油式沥青高温罐,广通 DLG-100型 导热油式沥青高温罐是广通生产制造的导热油式沥青高温罐。,"
品牌:
广通
类别:
沥青导热油设备
型号:
DLG-100型
报价:
暂无
"
美通重机 AR20 橡胶沥青设备,"废胎胶粉、橡胶沥青作为-种路面材料，用于沥青路面可改善路面性能，延长使用寿命，减轻废轮胎带来的环境压力,符合我国当前建设节约型社会和发展循环经济的政策。","
品牌:
美通重机
类别:
沥青生产设备
型号:
AR20
报价:
暂无
"
楚飞 楚飞牌CLQ5250GLY3CA型沥青运输车 ,楚飞 楚飞牌CLQ5250GLY3CA型沥青运输车 是楚飞生产制造的。,"
品牌:
楚飞
类别:
沥青运输设备
型号:
楚飞牌CLQ5250GLY3CA型沥青运输车
报价:
暂无
"
山东奥邦 LG-20 沥青储存罐,LG-20沥青储存罐RHM6型/RHY6型/RHY10型乳化沥青车间是我公司在总结了国内外同类设备的先进经验基础上，广泛收集用户使用情况去粗取精而开发的适合国情的乳化沥青生产设备，生产能力6t/h或10t/h.。,"
品牌:
山东奥邦
类别:
沥青储存罐
型号:
LG-20
报价:
暂无
"
鑫衢 沥青乳化设备 ,沥青乳化设备设备的组成：2台乳化液掺配罐不锈钢、热水生产罐、热水输出泵、冷水供给泵、沥青乳化机、乳化沥青成品中转箱、成品输出泵、电频调速沥青泵、电频调速乳液泵、乳液电磁控制阀、设备操控平台、大底盘、各路管道、各路电源线、集装箱式保温、和阀门等组成。设备的特点：主要功能：实时测量沥青、乳液的瞬时流量及相对比例。,"
品牌:
鑫衢
类别:
沥青乳化设备
型号:
沥青乳化设备
报价:
暂无
"
道维施 橡胶 改性沥青设备,美国DALWORTH橡胶改性沥青设备即可采用传统热熔工艺生产胶粉沥青，又可采用连续式高剪切降解工艺生产橡胶改性沥青及橡胶/SBS复合改性沥青，在机械和热能的双重作用下，橡胶粉均匀稳定的分散在沥青中，更好的提高了改性效果和成品存储的稳定性。设备性能：l可生产胶粉沥青、橡胶改性沥青、橡胶/SBS复合改性沥青，同样适用于生产SBS、SBR等改性沥青。,"
品牌:
道维施
类别:
沥青改性设备
型号:
橡胶
报价:
暂无
"
达刚控股 HMA-1300 型沥青混合料加热保温车,HMA-1300型沥青混合料加热保温车HMA-1300型沥青混合料加热保温车型沥青混合料加热保温车是一种路面养护机械。该设备可对热沥青混合料进行保温，也可对冷沥青混合料进行加热并运至养护现场修补路面坑槽，并具有吹扫坑槽和喷洒热沥青的功能。设备可对热沥青混合料进行保温，同时也可对冷沥青混合料进行加热，加热温度可达140-160℃，也可更高；。,"
品牌:
达刚控股
类别:
沥青加热设备
型号:
HMA-1300
报价:
暂无
"
欧亚机械 沥青脱桶设备 ,沥青脱桶设备用于桶装沥青的脱桶与升温，利用导热油炉废气加热脱桶，环保节能。,"
品牌:
欧亚机械
类别:
沥青脱桶设备
型号:
沥青脱桶设备
报价:
暂无
"
飞腾 DL-90 导热油加温沥青罐,DL-90导热油加温沥青罐由导热油锅炉供热，适用于拌和站配套、大型料场及沥青库集成式管路布局，安装操作方便微机管理系统，可实现仓储、计量、设备监控自动化、智能化，并可实现网络化管理。,"
品牌:
飞腾
类别:
沥青导热油设备
型号:
DL-90
报价:
暂无
"
美通筑机 AR200 橡胶沥青设备,美通筑机 AR200 橡胶沥青设备是美通筑机生产制造的橡胶沥青设备。,"
品牌:
美通筑机
类别:
沥青生产设备
型号:
AR200
报价:
暂无
"
飞腾 CYZL-10 车载型沥青罐,CYZL-10车载型沥青罐本产品针对沥青撒布车和碎石同步封层车远离沥青库施工时，因自身沥青载量小，频繁远距离往返沥青库而耽误施工进度的情况设计的沥青供给车。沥青泵吞吐速度快加温能力强（可在运输途中加热），温度自动控制。强力搅拌机组，有效防止改性剂离析。,"
品牌:
飞腾
类别:
沥青运输设备
型号:
CYZL-10
报价:
暂无
"
飞腾 DZJL-30 电加热沥青罐,DZJL-30电加热沥青罐新型电加热更节能更环保电气控制自动化，自动启停导热油间接加热，不损伤沥青内置高温区“罐中罐”布局，小罐内升温快全方位保温层，保温覆盖无“死角”，减少热量损失。,"
品牌:
飞腾
类别:
沥青储存罐
型号:
DZJL-30
报价:
暂无
"
美通重机 MTR10A 沥青乳化设备,"改性乳化沥青设备是一款集乳化沥青、SBR 改性乳化、SBS 改性乳化生产于一体的多功能沥青加工设备，配有沥青加温罐，可保证沥青(改性沥青)的生产温度，大容量不锈钢皂液罐双罐设计，一次配液可保证长时间生产，提高了生产效率，沥青、皂液采用流量计/称重计量,保证合格的油液比;集装箱式结构设计,方便组装及转场。","
品牌:
美通重机
类别:
沥青乳化设备
型号:
MTR10A
报价:
暂无
"
VSS 聚合物 改性沥青站,VSS聚合物改性沥青站的设计目的是：快速而且经济地生产各种聚合物改性沥青。,"
品牌:
VSS
类别:
沥青改性设备
型号:
聚合物
报价:
暂无
"
无锡雪桃 沥青加热贮存罐（卧式） ,沥青加热贮存罐（卧式）QX载热体加热系统是一种新颖的沥青加热设备，适用于公路、港口、码头、机场跑道、沥青厂、沥青中转站等单位加热沥青使用。,"
品牌:
无锡雪桃
类别:
沥青加热设备
型号:
沥青加热贮存罐（卧式）
报价:
暂无
"
广通 ZLT-4吨型 沥青脱桶融化设备（油缸推进式）,广通 ZLT-4吨型 沥青脱桶融化设备（油缸推进式）是广通生产制造的沥青脱桶融化设备（油缸推进式）。,"
品牌:
广通
类别:
沥青脱桶设备
型号:
ZLT-4吨型
报价:
暂无
"
广通 DLK-3000吨X3套型 导热油式沥青储备库,广通 DLK-3000吨X3套型 导热油式沥青储备库是广通生产制造的导热油式沥青储备库。,"
品牌:
广通
类别:
沥青导热油设备
型号:
DLK-3000吨X3套型
报价:
暂无
"
新筑智装 AR20A 橡胶沥青设备,AR20A橡胶沥青设备沥青和橡胶屑经过精确计f后进入混合搅拌装置、采用拥有自主的连续搅拌和悬浮物下拉技术，使混合料充分均匀混合。搅拌器液压驱动，转速电液比例自动调节。由称最料斗、称量螺旋和上料螺旋组成。上料螺旋器液压驱动，称量螺旋电比例调节，根据橡胶沥青配比自动精确控制配料。,"
品牌:
新筑智装
类别:
沥青生产设备
型号:
AR20A
报价:
暂无
"
美通筑机 LMT9200GLB 沥青运输罐,LMT9200GLB沥青运输罐LMT9200GLB沥青运输罐系列沥青保温运输车是我公司根据公路施工中沥青运输量大的要求，并借鉴同类产品的基础上自行研制开发的高新产品。采用独特的保温结构和高效保温材料的沥青运输罐，并配有双大功率燃烧器，能对各种沥青进行长距离，大容量的运输工作；整机全部工作装置如沥青泵，完全采用液压系统驱动，性能安全，可靠。整车操作方便，作业速度快，科技含量高，是理想的沥青运输工具。,"
品牌:
美通筑机
类别:
沥青运输设备
型号:
LMT9200GLB
报价:
暂无
"
无锡泰特 沥青油库 ,无锡泰特 沥青油库 是无锡泰特生产制造的。,"
品牌:
无锡泰特
类别:
沥青储存罐
型号:
沥青油库
报价:
暂无
"
万里 RHLQ-6 乳化沥青机组,万里 RHLQ-6 乳化沥青机组是万里生产制造的乳化沥青机组。,"
品牌:
万里
类别:
沥青乳化设备
型号:
RHLQ-6
报价:
暂无
"
昌世 GL/RH/GH 沥青改性设备,GL/RH/GH沥青改性设备产品简介:成套设备配备齐全，将计量罐，搅拌罐、胶体磨、沥青泵、控制房等部件分别集成组装在两个坚固的底架上，可以方便的搬迁和转移，安装方便。设备可适用于工厂化改性沥青的生产方式，也可适用于安装在沥青搅拌设备施工现场，在现场加工制作改性沥青，直接送入拌和机使用。,"
品牌:
昌世
类别:
沥青改性设备
型号:
GL/RH/GH
报价:
暂无
"
南方路机 泡沫沥青温拌技术 ,泡沫沥青温拌技术01第一代NFLG自主设计的第一代泡沫沥青试验台，用于泡沫沥青基础试验，至今仍在使用。沥青流量可调，能达到500g/s。02第代NFLG第代商品化泡沫沥青试验台，沥青流量为100g/s。,"
品牌:
南方路机
类别:
沥青加热设备
型号:
泡沫沥青温拌技术
报价:
暂无
"
