名称,介绍,详情
黑豹汽车 1027系列 仓栅式运输车,1027系列仓栅式运输车仓栅式专用运输车，是装备有仓笼式或栅栏式结构车厢，仓笼或栅栏内按一定的距离安装有格栅，用于运输物品的仓栅式汽车。我公司仓栅式运输车车型丰富，大小吨位搭配合理，车厢在外型设计上，力求造型美观、内部结构合理、工艺先进，仓栅栏杆方便实用、安全可靠等特点，适合广大用户的中短途。,"
排量(L):

发动机型号:
4L18CF 4A1-68C43/4L22CF 4B1-82C43
整车重量(t):

最大输出功率(kw):

"
中国重汽 豪沃TX纯电动 牵引车(电驱桥),"豪沃TX纯电动牵引车是中国重汽完全自主开发的一款新能源牵引车。中国重汽新能源平台已掌握新能源汽车电控系统全部开发与测试核心技术,以自主软硬件研发为基础，四大板块协同开发。","
牵引总质量(kg):

发动机:

动力方式:
电动
品牌:
中国重汽
"
广汽日野 FY2PYUA-EUW 货箱车,FY2PYUA-EUW货箱车人性化驾驶室驾驶室大部分使用防锈钢板，防锈效果好，保险杠、高顶等部位使用耐久性材料，驾驶室外部美观。圆弧形前卫中控台，开关集中化设计，便于操控。人性设计空间，空间宽阔、舒适。贴心设计工具箱，容纳行车随性物品，媲美轿车的驾乘感受。缓冲式方向盘为驾驶员缓冲碰撞的冲击力，最大限度地保证驾驶员安全。减速齿总成耐磨，加工精度高，高效保证各齿轮吻合。,"
排量(L):
10.520
发动机型号:
P11C-UR
整车重量(t):
11.2
最大输出功率(kw):

"
济南重汽 HOWO 6×6全驱 牵引车,HOWO6×6全驱HOWO/6×6全驱系列越野车是中国重汽综合运用当前世界先进的汽车技术，选用成熟可靠的总成零部件研制开发的系列产品。HOWO6×6全驱车可做为运输车、各类运、加油车、各类装备运输底盘，适合越野运输、装备牵引、油田、矿山、林业、消防作业的运输作业和各类专用装备车辆改装需要。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
济南重汽
"
北京牌 旗铃 平板车,北京牌 旗铃 平板车是北京牌生产制造的最大马力为平板车，旗铃的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
山河智能 BD20 电动牵引车,山河智能 BD20 电动牵引车是山河智能生产制造的动力方式为电动牵引车，BD20的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
山河智能
"
大运 风景DYQ5169CCYD4UA 仓栏车,风景DYQ5169CCYD4UA仓栏车豪华车身。车身宽度2250mm，新式虎牙大灯，设计美观大方；驾驶室座椅舒适、前排空间宽大；人性化环绕仪表台，布局合理，环境舒适，操作便捷。安全舒适。全景后视镜，前后两侧，前方下侧均清晰可辩，行驶更安全。环绕仪表台，各种操控触手可及，大大减轻驾驶强度性，舒适性更好。,"
排量(L):

发动机型号:
YC4E160-42/ YC6J160-42/ ISDe140 40/ISDe160 40
整车重量(t):
16
最大输出功率(kw):

"
戈德霍夫 F396E 飞机牵引车,戈德霍夫 F396E 飞机牵引车是戈德霍夫生产制造的动力方式为飞机牵引车，F396E的牵引总质量(kg)为46000-60000。,"
牵引总质量(kg):
46000-60000
发动机:

动力方式:

品牌:
戈德霍夫
"
江淮汽车 骏铃K系 载货车,骏铃K系载货车新款骏铃驾驶室，外观靓丽，内饰豪华舒适。豪华进气道设计，进气量更好，燃烧效率更高，动力性更好。气制动设计，军车品质，更适合中国道路环境的底盘设计和匹配搭载，赢得了百万客户的信赖。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
青岛解放 J5M 6x2 翼开启厢式车（铝合金）,J5M6x2满足城市物流要求，便于装卸货物；铝合金翼开启厢式车，车箱尺寸大，承载能力强，自重轻，美观适用；。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
青岛解放
"
开瑞绿卡 绿卡C宽体 ,"绿卡C宽体发动机排放达到国4标准，油耗低，60km/h等速油耗仅需5L/100km；功率高、扭矩大噪声低、可靠性高0到400米的加速时间仅26秒纯正五十铃后桥、00R16子午线轮胎、超大载货量货箱，承载性高经CAE碰撞分析,产品全面符合欧洲法规标准；采用四回路保护阀,制动更安全标配发动机排气制动。","
排量(L):
2771
发动机型号:
4J28TC/JE493ZLQ4
整车重量(t):

最大输出功率(kw):

"
联合卡车 旗舰级高端牵引车 ,旗舰级高端牵引车U460是联合卡车的旗舰车型，也是UE平台的代表之作。该车驾驶室采用4点全浮式设计、独特的骨架式优化结构，自重轻、强度高，符合欧洲ECER29法规关于正面碰撞、侧面碰撞、顶压以及前端防钻的要求。左右车门一体成型，装有防撞杆梁以及加强的门梁、超大前风窗、全视野后视镜等，是目前国内最安全的重型牵引车之一。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
联合卡车
"
青岛解放 悍威 6×2 载货车（标载版）,悍威6×2悍威驾驶室，四点全浮悬置减少车辆振动和对驾驶室的冲击，提高驾驶乘坐舒适性，密封性能提高；锡柴六缸发动机，190马力，动力强劲，市场保有量大，维修方便，省油、稳定更舒适；加强板簧，提高稳定性；电动门窗、操作性好，标配空调，提高驾乘舒适度。,"
排量(L):

发动机型号:
锡柴CA6DF3-19E3F
整车重量(t):

最大输出功率(kw):

"
大运 GC4253（LNG牵引车） 液化天然气牵引车,GC4253（LNG牵引车）液化天然气牵引车液化天然气牵引车CGC4253，采用了6×4的驱动形式，配备了潍柴WP12系列功率为350/380马力的气体发动机，并同时装备了法士特变速箱及汉德车桥，整车匹配国内一流，另外还可享受欧式豪华驾驶室的舒适。◎欧式驾驶室。,"
牵引总质量(kg):

发动机:

动力方式:
LNG
品牌:
大运
"
徐工 XGA5310XLCD6WE G7系列8×4国六燃油载货车,徐工 XGA5310XLCD6WE G7系列8×4国六燃油载货车是徐工生产制造的最大马力为G7系列8×4国六燃油载货车，XGA5310XLCD6WE的排量(L)为。,"
排量(L):

发动机型号:
WP10.5H430E62
整车重量(t):

最大输出功率(kw):

"
东沃 DND4250DB34 牵引车,DND4250DB34牵引车安全性车顶天舱口紧急状态下的安全通道，从容应对突发事件。全视角反光镜设计合理的组合反光镜，确保驾驶员全视角无盲区，同时可选装电动加热后视镜，有效提高恶劣天气的行驶安全。典雅布局仪表盘仪表盘布局合理，大幅提高行驶的安全性。控制器和开关触手可及，高亮度、高对比度5英寸大尺寸显示屏读取信息快速轻松。舒适性高顶双卧&标准单卧。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
东沃
"
三一重工 HQC1310L 俊领版载货车,三一重工 HQC1310L 俊领版载货车是三一重工生产制造的最大马力为336马力以上俊领版载货车，HQC1310L的排量(L)为11.8。,"
排量(L):
11.8
发动机型号:
康明斯X12
整车重量(t):
12.1
最大输出功率(kw):
316
"
广汽日野 SH2PEUA-NSZ 牵引车,SH2PEUA-NSZ牵引车全新照明系统立体前大灯与独立雾灯以及保险杠融为一体，适度降低投射高度。前大灯照明光线更集中。照明效果更佳，大幅提升车与行人辨识性。确保夜间行车安全并减少行车疲劳。制动系统紧急刹车时，ABS防抱死刹车系统作用的方向盘仍可继续转动以控制车辆行进方向，避免轮胎打滑。选装的前盘碟刹，散热快、重量轻，高负载时耐高温性能好，制动效果稳定。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
广汽日野
"
中国重汽 HOWO轻卡悍将 载货车,全新一代HOWO悍将产品，以高承载、高车速、更安全、更可靠的设计理念，为轻卡行业广大用户群体专属定制的中高端标载轻卡产品。整车具有高可靠性、高经济性、高承载力、高安全性、轻量化、多场景适应性等优势。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
龙工 QDD20/QDD30电动 牵引车,QDD20/QDD30电动牵引车外形小巧，转向灵活，适合在狭小的空间内工作;动力强劲，低重心，驾驶安全、可靠、高效;主机与拖挂匹配设计，使车辆工况更理想，更实用。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
龙工
"
黑豹汽车 1025/1030系列 仓栅式运输车,1025/1030系列仓栅式运输车仓栅式专用运输车，是装备有仓笼式或栅栏式结构车厢，仓笼或栅栏内按一定的距离安装有格栅，用于运输物品的仓栅式汽车。我公司仓栅式运输车车型丰富，大小吨位搭配合理，车厢在外型设计上，力求造型美观、内部结构合理、工艺先进，仓栅栏杆方便实用、安全可靠等特点，适合广大用户的中短途。,"
排量(L):

发动机型号:
3L16CF/4L22CF 4B1-82C43
整车重量(t):

最大输出功率(kw):

"
陕汽 奥龙牵引车 ,陕汽 奥龙牵引车 是陕汽生产制造的动力方式为，奥龙牵引车的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
陕汽
"
广汽日野 FY2PYUA-EPW 货箱车,FY2PYUA-EPW货箱车人性化驾驶室驾驶室大部分使用防锈钢板，防锈效果好，保险杠、高顶等部位使用耐久性材料，驾驶室外部美观。圆弧形前卫中控台，开关集中化设计，便于操控。人性设计空间，空间宽阔、舒适。贴心设计工具箱，容纳行车随性物品，媲美轿车的驾乘感受。缓冲式方向盘为驾驶员缓冲碰撞的冲击力，最大限度地保证驾驶员安全。减速齿总成耐磨，加工精度高，高效保证各齿轮吻合。,"
排量(L):
10.520
发动机型号:
P11C-UR
整车重量(t):
11.2
最大输出功率(kw):

"
林德 P50 电动牵引车,P50电动牵引车-实用的工作台有效提高了辅助工作的效率。-全新的免维护交流电机带防潮、防尘保护。-林德交流数字控制LAC提供精确的控制。-电子转向提供精确的控制。-自动制动使得操作更安全。-专门设计的储物空间让司机的工作更轻松舒适。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
林德
"
北京牌 旗龙 仓栅车,北京牌 旗龙 仓栅车是北京牌生产制造的最大马力为仓栅车，旗龙的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
大连叉车 QD35 牵引车,大连叉车 QD35 牵引车是大连叉车生产制造的动力方式为牵引车，QD35的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
大连叉车
"
大运 风景CGC5161CCYD4UAA 仓栏车,风景CGC5161CCYD4UAA仓栏车豪华车身。车身宽度2250mm，新式虎牙大灯，设计美观大方；驾驶室座椅舒适、前排空间宽大；人性化环绕仪表台，布局合理，环境舒适，操作便捷。安全舒适。全景后视镜，前后两侧，前方下侧均清晰可辩，行驶更安全。环绕仪表台，各种操控触手可及，大大减轻驾驶强度性，舒适性更好。,"
排量(L):

发动机型号:

整车重量(t):
16
最大输出功率(kw):

"
星马汽车 HN4250H36C8BEV 纯电动牵引车,"搭载360kW大功率电机、汉马9档AMT变速箱、配备宁德时代电池，整车在军用试验场完成续航、电耗、充电、安全、动力性、操控性、舒适性等多个维度的全面测评，并通过70
万公里严苛测试，性能卓越、质量可靠，轻松胜任重载运输任务，可充分满足各种短倒业务运输需求。","
牵引总质量(kg):
12800
发动机:

动力方式:

品牌:
星马汽车
"
江淮汽车 骏铃M系 载货车,骏铃M系载货车造型靓丽新款骏铃驾驶室，外观靓丽，内饰豪华舒适。超大空间1820中体，更舒适的驾驶空间，超2米宽的货箱空间，体积更大，运输更方便。高端动力高端动力的典型代表，高速、省油、噪音小的代名词，被广大用户认可。超长质保25万公里超长保修，不仅仅是价值的体现，品质的保证，更受旺旺等超级大客户亲睐。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
三一重工 HQC41800SWS09F 新英才395港牵版牵引车,"HQC41800SWS09F新英才395港牵版牵引车动力总成升级，升级三一道依茨D09降油耗发动机+U型后处理，油耗更低，自重更轻,动力更强。","
牵引总质量(kg):
42000
发动机:

动力方式:

品牌:
三一重工
"
开瑞绿卡 绿卡C中体 ,"绿卡C中体发动机排放达到国4标准，油耗低，60km/h等速油耗仅需5L/100km；功率高、扭矩大噪声低、可靠性高0到400米的加速时间仅26秒纯正五十铃后桥、00R16子午线轮胎、超大载货量货箱，承载性高经CAE碰撞分析,产品全面符合欧洲法规标准；采用四回路保护阀,制动更安全标配发动机排气制动。","
排量(L):
2771
发动机型号:
4J28TC/JE493ZLQ4
整车重量(t):

最大输出功率(kw):

"
徐工 XGA4250D6WC P5系列6×4国六LNG牵引车,徐工 XGA4250D6WC P5系列6×4国六LNG牵引车是徐工生产制造的动力方式为LNGP5系列6×4国六LNG牵引车，XGA4250D6WC的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:
WP10.5HNG410E62
动力方式:
LNG
品牌:
徐工
"
青岛解放 陆威 4×2 载货车（标载版）,"陆威4×2锡柴、大柴发动机资源可供用户选择，服务备品有保障。整车轻量化设计：300L铝油箱，铝合金储气筒,美观实用。新悍威内宽2350mm中重卡驾驶室，强度高、空间大，视野无死角更开阔,电动门窗，舒适性高，密封可靠又安全。车速快：六缸160马力发动机，超速档6档变速箱，小速比后桥，油耗更省，最高车速可达107km/h。","
排量(L):

发动机型号:
大柴CA6DE3-16E3F
整车重量(t):

最大输出功率(kw):

"
华菱汽车 HN4250B45C4M6 M5牵引车,华菱汽车 HN4250B45C4M6 M5牵引车是华菱汽车生产制造的动力方式为M5牵引车，HN4250B45C4M6的牵引总质量(kg)为40000。,"
牵引总质量(kg):
40000
发动机:
HM11.450 60
动力方式:

品牌:
华菱汽车
"
徐工 XGA1310D6WE G7系列8×4国六燃油载货车,徐工 XGA1310D6WE G7系列8×4国六燃油载货车是徐工生产制造的最大马力为G7系列8×4国六燃油载货车，XGA1310D6WE的排量(L)为。,"
排量(L):

发动机型号:
WP10.5H430E62
整车重量(t):

最大输出功率(kw):

"
中国重汽 豪沃MAX 6x4 危险品牵引车,中国重汽全新系列豪沃MAX，自上市以来，可谓备受关注、好评如潮。超级省油，通过超低风阻、黄金动力链、体系化节油，综合节油14.3%，省到就是赚到，五年多收益23万。豪沃MAX最最核心的中国重汽全新黄金动力链:潍柴发动机+曼技术变速箱+曼技术车桥!,"
牵引总质量(kg):

发动机:
WP10.5H460E62
动力方式:

品牌:
中国重汽
"
中国重汽 HOWO轻卡G5X 载货车,"F4定位于中短途物流为核心的中卡市场，以省道为主的物流到短、建材散杂等复杂运输场景覆盖,搭载国内高端总成及舒适性配置高端中卡。","
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
济南重汽 HOWO 8×8全驱 牵引车,HOWO8×8全驱HOWO8×8全驱系列越野车是中国重汽综合运用当前世界先进的汽车技术，选用成熟可靠的总成零部件研制开发的系列产品。HOWO8×8全驱车可做为运输车、各类运、加油车、各类装备运输底盘，适合越野运输、装备牵引、油田、矿山、林业、消防作业的运输作业和各类专用装备车辆改装需要。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
济南重汽
"
黑豹汽车 1027系列翼展厢式运输车 ,1027系列翼展厢式运输车厢式车又称厢式运输车，具有防雨、防尘、防损坏、防污染、防丢失、运输安全可靠、不污染环境和便于管理等特点。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
戈德霍夫 F396C 飞机牵引车,戈德霍夫 F396C 飞机牵引车是戈德霍夫生产制造的动力方式为飞机牵引车，F396C的牵引总质量(kg)为46000-7000。,"
牵引总质量(kg):
46000-7000
发动机:

动力方式:

品牌:
戈德霍夫
"
广汽日野 FY2PYUA-MUZ 货箱车,FY2PYUA-MUZ货箱车人性化驾驶室驾驶室大部分使用防锈钢板，防锈效果好，保险杠、高顶等部位使用耐久性材料，驾驶室外部美观。圆弧形前卫中控台，开关集中化设计，便于操控。人性设计空间，空间宽阔、舒适。贴心设计工具箱，容纳行车随性物品，媲美轿车的驾乘感受。缓冲式方向盘为驾驶员缓冲碰撞的冲击力，最大限度地保证驾驶员安全。减速齿总成耐磨，加工精度高，高效保证各齿轮吻合。,"
排量(L):
10.520
发动机型号:
P11C-VK
整车重量(t):
11.2
最大输出功率(kw):

"
青岛解放 J5M LNG 6×2 甩厢车(物流专用车),J5MLNG6×2后簧气囊电控空气悬挂，过载保护功能。双气瓶设计。275L2LNG气瓶，带数字显示气量表。一个车辆底盘配多个可拆卸式货箱，可以不用借助于其他外力，通过底盘空气悬挂的升降，即可实现车厢与车辆底盘的分离与结合。货箱可以通过自带的四个支腿单独存放于仓库，装卸人员在对其进行装卸货物时，驾驶人员可运载其他已经装卸完毕的车厢，大大节省了时间，提高运输效率。,"
牵引总质量(kg):

发动机:

动力方式:
LNG
品牌:
青岛解放
"
北京牌 旗龙 厢式车,北京牌 旗龙 厢式车是北京牌生产制造的最大马力为厢式车，旗龙的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
联合卡车 6×4中长途运输牵引车 ,6×4中长途运输牵引车6K系列发动机首次在发动机行业运用可靠性增长技术，独创性引入精确燃烧和电子控制技术、发动机逆向横。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
联合卡车
"
大运 风景CGC5161XXYD4TAA 厢式运输车,风景CGC5161XXYD4TAA厢式运输车豪华车身。车身宽度2250mm，新式虎牙大灯，设计美观大方；驾驶室座椅舒适、前排空间宽大；人性化环绕仪表台，布局合理，环境舒适，操作便捷。安全舒适。全景后视镜，前后两侧，前方下侧均清晰可辩，行驶更安全。环绕仪表台，各种操控触手可及，大大减轻驾驶强度性，舒适性更好。,"
排量(L):

发动机型号:

整车重量(t):
16
最大输出功率(kw):

"
大运 CGC4253 WN4XC 天然气牵引车,CGC4253WN4XCN8E系列牵引车CGC4253WN4XC，采用了6×4的驱动形式，配备了潍柴WP10/WP12系列气体发动机，并同时装备了法士特变速箱及汉德车桥，整车匹配国内一流，还可享受欧式驾豪华驾驶室。◎全新欧式驾驶室。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
大运
"
江淮汽车 骏铃H系 载货车,骏铃H系载货车更安全安全第一造型优美前围采用加强型防撞梁国内首例在长春检测中心高标准通过整车碰撞，碰撞结果：方向盘外缘离离腿部还有15CM前围高强度防撞梁，保障人身安全的第一道防线，并且有效防止驾驶室开裂问题防撞梁与A柱、侧围、地板纵梁连接，碰撞时能有效分散撞击能量，使前围变形最小，小，保证驾驶室内生存空间空腔吸能区能最大程度吸收撞击势能。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
东沃 DND4250WA32 牵引车,DND4250WA32牵引车安全性车顶天舱口紧急状态下的安全通道，从容应对突发事件。全视角反光镜设计合理的组合反光镜，确保驾驶员全视角无盲区，同时可选装电动加热后视镜，有效提高恶劣天气的行驶安全。典雅布局仪表盘仪表盘布局合理，大幅提高行驶的安全性。控制器和开关触手可及，高亮度、高对比度5英寸大尺寸显示屏读取信息快速轻松。舒适性高顶双卧&标准单卧。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
东沃
"
开瑞绿卡 绿卡S 宽体 ,绿卡S宽体发动机排放达到国家4标准，油耗低，60km/h等速油耗仅需5L/100km功率高、扭矩大噪声低、可靠性高0到400米的加速时间仅26秒纯正五十铃后轿、00R16子午线轮胎、超大载货量货箱，承载性高经CAE碰撞分析，产品全面符合欧洲法规标准采用四回路保护阀，制动更安全标配发动机排气制动。,"
排量(L):
2780
发动机型号:
ISF2.8s4117V/ISF2.8s4129V
整车重量(t):

最大输出功率(kw):

"
广汽日野 SS2PLUA-HUZ 牵引车,SS2PLUA-HUZ牵引车全新照明系统立体前大灯与独立雾灯以及保险杠融为一体，适度降低投射高度。前大灯照明光线更集中。照明效果更佳，大幅提升车与行人辨识性。确保夜间行车安全并减少行车疲劳。制动系统紧急刹车时，ABS防抱死刹车系统作用的方向盘仍可继续转动以控制车辆行进方向，避免轮胎打滑。选装的前盘碟刹，散热快、重量轻，高负载时耐高温性能好，制动效果稳定。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
广汽日野
"
青岛解放 陆威4×2 载货车（重载版）,"陆威4×2载货车（重载版）锡柴、大柴发动机可供用户选择，马力大，拉货多。按照公路运输要求，300L铝油箱，铝合金储气筒,美观适用；车架内加强板设计，承载能力更强。新悍威内宽2350mm中重卡驾驶室，强度高、空间大，视野无死角更开阔,电动门窗，舒适性高，密封可靠又安全。车速快：六缸180马力发动机，超速档6档变速箱，小速比后桥，油耗更省，最高车速可达107km/h。","
排量(L):

发动机型号:
锡柴CA6DF3-18E3F
整车重量(t):

最大输出功率(kw):

"
龙工 QDD50/QDD60电动 牵引车,QDD50/QDD60电动牵引车外形小巧，转向灵活，适合在狭小的空间内工作;动力强劲，低重心，驾驶安全、可靠、高效;主机与拖挂匹配设计，使车辆工况更理想，更实用。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
龙工
"
徐工 XGA1250D6NB G5系列6×2国六燃油载货车,徐工 XGA1250D6NB G5系列6×2国六燃油载货车是徐工生产制造的最大马力为G5系列6×2国六燃油载货车，XGA1250D6NB的排量(L)为。,"
排量(L):

发动机型号:
YCS06270-60
整车重量(t):

最大输出功率(kw):

"
大连叉车 QD45 牵引车,大连叉车 QD45 牵引车是大连叉车生产制造的动力方式为牵引车，QD45的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
大连叉车
"
中国重汽 豪沃 TH7 8x4 载货车,"豪沃TH7系列载货车搭载全新黄金动力链，MC系列和WP系列发动机，低油耗转速覆盖整个工作转速区域，匹配由中国重汽自主研发的HWS-AMT16变速器，超快的响应速度，无需逐级加减档，可直接进入最优档位，前桥为VGD71,最佳配对轴承，承载能力强，迷宫式组合油封，轮端密封性好。","
排量(L):

发动机型号:
MC13H.54-61/MC13.50-61/MC11H.46-61/WP13.480E62
整车重量(t):

最大输出功率(kw):

"
星马汽车 HN4251NGA43C8M6J H9旗舰版CNG牵引车,汉马H9旗舰版的驾驶室采用低地板设计，驾驶室内部高度可达1960mm，驾乘人员可自由走动；驾驶室进一步加宽，后围外凸幅度、室内空间进一步加大，卧铺更宽敞，所有元器件操控更加方便、更智能。,"
牵引总质量(kg):
38590
发动机:
CM6T28.430 61
动力方式:

品牌:
星马汽车
"
黑豹汽车 1027汽油系列 厢式运输车,1027汽油系列厢式运输车厢式车又称厢式运输车，具有防雨、防尘、防损坏、防污染、防丢失、运输安全可靠、不污染环境和便于管理等特点。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
三一重工 HQC41800S1S13F1 新英杰485快递版牵引车,"HQC41800S1S13F1 新英杰485快递版牵引车4000公里超长续航，800L+400L超大双油箱，超长续航，提升运输效率，50#低位鞍座, 295/80R22. 5轮胎，鞍座上平面离地1190mm,满足快递车大容积需求。","
牵引总质量(kg):
42000
发动机:

动力方式:

品牌:
三一重工
"
广汽日野 FY2PYUA-MPZ 货箱车,FY2PYUA-MPZ货箱车人性化驾驶室驾驶室大部分使用防锈钢板，防锈效果好，保险杠、高顶等部位使用耐久性材料，驾驶室外部美观。圆弧形前卫中控台，开关集中化设计，便于操控。人性设计空间，空间宽阔、舒适。贴心设计工具箱，容纳行车随性物品，媲美轿车的驾乘感受。缓冲式方向盘为驾驶员缓冲碰撞的冲击力，最大限度地保证驾驶员安全。减速齿总成耐磨，加工精度高，高效保证各齿轮吻合。,"
排量(L):
10.520
发动机型号:
P11C-VK
整车重量(t):
11.2
最大输出功率(kw):

"
徐工 XGA4250D6WC G9系列6×4国六燃油牵引车,徐工 XGA4250D6WC G9系列6×4国六燃油牵引车是徐工生产制造的动力方式为G9系列6×4国六燃油牵引车，XGA4250D6WC的牵引总质量(kg)为。,"
牵引总质量(kg):

发动机:
CA6DM3-56E6
动力方式:

品牌:
徐工
"
北京牌 旗龙 平板车,北京牌 旗龙 平板车是北京牌生产制造的最大马力为平板车，旗龙的排量(L)为。,"
排量(L):

发动机型号:

整车重量(t):

最大输出功率(kw):

"
华菱汽车 HN4250NGA48C8M6 H9牵引车,汉马H9旗舰版的驾驶室采用低地板设计，驾驶室内部高度可达1960mm，驾乘人员可自由走动；驾驶室进一步加宽，后围外凸幅度、室内空间进一步加大，卧铺更宽敞，所有元器件操控更加方便、更智能。,"
牵引总质量(kg):
40000
发动机:
HMT13.460 60/HMT13.480 60
动力方式:

品牌:
华菱汽车
"
大运 风景CGC5161XXYD4UAA 厢式运输车,风景CGC5161XXYD4UAA厢式运输车豪华车身。车身宽度2250mm，新式虎牙大灯，设计美观大方；驾驶室座椅舒适、前排空间宽大；人性化环绕仪表台，布局合理，环境舒适，操作便捷。安全舒适。全景后视镜，前后两侧，前方下侧均清晰可辩，行驶更安全。环绕仪表台，各种操控触手可及，大大减轻驾驶强度性，舒适性更好。,"
排量(L):

发动机型号:

整车重量(t):
16
最大输出功率(kw):

"
中国重汽 豪沃MAX 6x4 燃气牵引车,"豪沃MAX燃气牵引车青春创富节气一号,匹配潍柴WP13NG国六燃气发动机、重汽定制版引擎、精准空燃比控制技术、低摩擦低功耗技术;第7代S-AMT16无忧换挡变速箱,智能换挡、超快响应,动力强劲，高效运输，轻松应对各种复杂工况，各工况下综合气耗.40m3/100km左右，5年可节省11.8万元.","
牵引总质量(kg):

发动机:
WP13ND460E61
动力方式:

品牌:
中国重汽
"
江淮汽车 帅铃X系 载货车,帅铃X系载货车最易驾控，都市任我行4DA1系列发动机精确控制喷油量和喷油正时，燃烧更加充分，排放更低，维修方便，油品适应度高；LC5T80变速器采用国内多锥同步器技术，换挡平顺舒适，不低于95%的传动效率，持续有效的输出强劲动力；超低驾驶室高度设计，空载全车最高高度低于2米，可轻易进出地下车库；防炫目内后视镜和电动调节外后视镜，营造宽广的视野，提供随心所欲的驾驶体验。,"
排量(L):
2.771
发动机型号:
HFC4DA1
整车重量(t):

最大输出功率(kw):

"
济南重汽 HOVA系列低速 牵引车,HOVA系列低速牵引车HOVA系列低速牵引车牵引车是中国重汽综合运用当前世界先进的汽车技术，选用成熟可靠的总成零部件研制开发的系列产品，主要性能指数达到国际同类车型的先进水平。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
济南重汽
"
开瑞绿卡 绿卡S中体 ,"绿卡S中体高效节能通行证：全车采用轻量化设计；整车采用高强度钢进行轻量化设计,动力经济性优于同类产品成熟可靠的动力链系统配备康明斯ISF8柴油发动机,净重仅214kg，90km/h等速油耗为0L,属同类最低；采用铝合金壳体的ZF变速器,整车重量更轻,油耗更低；纯正的五十铃技术后桥,出色的NVH性能,后桥主被动齿轮副噪音小于84dB高效智能通行证：。","
排量(L):
2780
发动机型号:

整车重量(t):

最大输出功率(kw):

"
戈德霍夫 F210 飞机牵引车,在F210支持先进的技术和创新的解决方案。服务提供商，飞机等。B.安全可靠地拉空客A350或波音787杆。和最多可达280T总重量。 对于在日常生活中的所有要求和本车配备了四轮驱动和四轮转向系统。,"
牵引总质量(kg):
32000
发动机:

动力方式:

品牌:
戈德霍夫
"
青岛解放 JL01 轻型载货车,JL01轻型载货车JL01轻型载货车中体驾驶室（1895mm）.道依茨4DD发动机，国IV排放。,"
排量(L):

发动机型号:
大柴CA4DDl—11E4R
整车重量(t):

最大输出功率(kw):

"
青岛解放 途威 6×2 牵引（轻量化）,途威6×2三铝轻量化设计。铝合金壳体变速箱、铝合金组合式储气筒、铝合金轮辋，少片簧，有效降低自重。同类车型，轴距最短，缩短挂车与驾驶室间距，降低风阻达到节油；并且转弯半径小，提高机动性。采用865等宽车架结构，280截面，保证承载能力同时降低自重。选用2450内宽的新大威新款驾驶室，提高驾乘舒适性。,"
牵引总质量(kg):

发动机:

动力方式:

品牌:
青岛解放
"
徐工 XGA5250CCYD6NB G5系列6×2国六燃油载货车,徐工 XGA5250CCYD6NB G5系列6×2国六燃油载货车是徐工生产制造的最大马力为G5系列6×2国六燃油载货车，XGA5250CCYD6NB的排量(L)为。,"
排量(L):

发动机型号:
YCS06270-60
整车重量(t):

最大输出功率(kw):

"
