名称,介绍,详情
星马汽车 HN5312GJBB36C5BEV 282kWh充电版新能源搅拌车,"HN5312GJBB36C5BEV纯电动混凝土搅拌运输车零排放、无污染、噪音小,手自一体AMT自动变速箱，操控舒适；动力强劲，最大爬坡度达50%，适应各类城市工地.","
装载容量:
8方以下
底盘:
华菱
驱动方式:
电动
品牌:
星马汽车
"
徐工 G4804BVE（徐汽充换电） 纯电动搅拌车,徐工新一代轻量化混凝土运输车，延续经典，突破创新，注重产品细节及客户体验，产品在节能环保、高效运载、匠心打造、智能管理方面表现突出。新一代混凝土搅拌运输车，全面优化搅拌叶片，进料更快，搅拌更匀、卸料更净；作业系统“防松、防锈、防漏”操控舒适，维护便捷，全新智能化管理平台，搭载多媒体互联网终端，油、料、人、车数字化管理，提高作业安全、降低运营损失。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
徐工
"
雷萨重机 BJ5319GJBEV1A（TL407） 电动搅拌车,雷萨重机 BJ5319GJBEV1A（TL407） 电动搅拌车是雷萨重机生产制造的装载容量为8方以下电动搅拌车。,"
装载容量:
8方以下
底盘:
福田
驱动方式:
电动
品牌:
雷萨重机
"
柳工 TM410F-充换电 充换电搅拌运输车,TM410F-充换电搅拌运输车采用行业黄金动力链、轻量化设计，上装电机+减速机直驱、快速出料+低残余率可靠耐用：拓扑仿真优化、采用行业成熟部件、高强度罐体和叶片。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
柳工
"
中联重科 ZLJ5318GJBJ6 四桥10F解放LNG搅拌车,"ZLJ5318GJBJ6四桥10F解放LNG国六搅拌车采用潍柴专用新能源发动机，更加节油降耗,最大扭矩可达1600 N.m， 290轮减桥、法士特10档变速箱含同步器，换挡更省力。具有舒适的驾驶室，高可靠性，高安全性轻量化的特点。","
装载容量:
8方以下
底盘:
其他
驱动方式:
LNG
品牌:
中联重科
"
三一重工 SYM5310GJB3BEV 410充电版搅拌车,SYM5310GJB3BEV410充电版搅拌车低能耗更高效，更稳定的动力电池，搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
星马汽车 HN5311GJBB36C1BEV 282kWh换电版新能源搅拌车,"HN5311GJBB36C1BEV纯电动混凝土搅拌运输车零排放、无污染、噪音小,手自一体AMT自动变速箱，操控舒适；动力强劲，最大爬坡度达50%，适应各类城市工地.","
装载容量:
8方以下
底盘:
华菱
驱动方式:
电动
品牌:
星马汽车
"
徐工 G4804BVE（徐汽充电） 纯电动搅拌车,徐工新一代轻量化混凝土运输车，延续经典，突破创新，注重产品细节及客户体验，产品在节能环保、高效运载、匠心打造、智能管理方面表现突出。新一代混凝土搅拌运输车，全面优化搅拌叶片，进料更快，搅拌更匀、卸料更净；作业系统“防松、防锈、防漏”操控舒适，维护便捷，全新智能化管理平台，搭载多媒体互联网终端，油、料、人、车数字化管理，提高作业安全、降低运营损失。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
徐工
"
雷萨重机 BJ5319GJB-6D(TL408（LNG） 搅拌运输车,雷萨超级重机国六天然气轻量化搅拌车上牌无忧，动力强劲，环保节气。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
LNG
品牌:
雷萨重机
"
中联重科 ZLJ5312GJBJ6 四桥12F解放LNG搅拌车,"ZLJ5312GJBJ6四桥12F解放LNG国六搅拌车采用潍柴专用新能源发动机，更加节油降耗,最大扭矩可达1600 N.m， 290轮减桥、法士特10档变速箱含同步器，换挡更省力。具有舒适的驾驶室，高可靠性，高安全性轻量化的特点。","
装载容量:
8方以下
底盘:
其他
驱动方式:
LNG
品牌:
中联重科
"
三一重工 SYM5310GJB5BEV 410S+充电版搅拌车,SYM5310GJB5BEV410S+充电版搅拌车搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源，搭载高效永磁同步电驱系统电机反向充电技术优秀的能量回收系纷更适合山区、矿区工况。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
三一重工
"
徐工 G4804BIIVE（徐汽充换电） 纯电动搅拌车,徐工新一代轻量化混凝土运输车，延续经典，突破创新，注重产品细节及客户体验，产品在节能环保、高效运载、匠心打造、智能管理方面表现突出。新一代混凝土搅拌运输车，全面优化搅拌叶片，进料更快，搅拌更匀、卸料更净；作业系统“防松、防锈、防漏”操控舒适，维护便捷，全新智能化管理平台，搭载多媒体互联网终端，油、料、人、车数字化管理，提高作业安全、降低运营损失。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5310GJB6BEV 410S+ 充电版搅拌车,SYM5310GJB3BEV410S+ 充电版搅拌车低能耗 更高效，具有更稳定的动力电池、更高效率的驱动电机，更先进的电控系统。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 G4804BIIVE（徐汽充电） 纯电动搅拌车,徐工新一代轻量化混凝土运输车，延续经典，突破创新，注重产品细节及客户体验，产品在节能环保、高效运载、匠心打造、智能管理方面表现突出。新一代混凝土搅拌运输车，全面优化搅拌叶片，进料更快，搅拌更匀、卸料更净；作业系统“防松、防锈、防漏”操控舒适，维护便捷，全新智能化管理平台，搭载多媒体互联网终端，油、料、人、车数字化管理，提高作业安全、降低运营损失。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5316GJB1BEV 408 充换电一体版搅拌车,408 充换电一体版搅拌车搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源，搭载高效永磁同步电驱系统电机反向充电技术优秀的能量回收系纷更适合山区、矿区工况。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 G4804BIIVE（重汽充电） 纯电动搅拌车,徐工新一代轻量化混凝土运输车，延续经典，突破创新，注重产品细节及客户体验，产品在节能环保、高效运载、匠心打造、智能管理方面表现突出。新一代混凝土搅拌运输车，全面优化搅拌叶片，进料更快，搅拌更匀、卸料更净；作业系统“防松、防锈、防漏”操控舒适，维护便捷，全新智能化管理平台，搭载多媒体互联网终端，油、料、人、车数字化管理，提高作业安全、降低运营损失。,"
装载容量:
8方以下
底盘:
重汽
驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5310GJB5BEV 410充换一体版搅拌车,"SYM5310GJB5BEV410充换一体版搅拌车搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源，搭载高效永磁同步电驱系统,电机反向充电技术优秀的能量回收系统更适合山区、矿区工况。","
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 G4803BVE（重汽充电） 纯电动搅拌车,徐工新一代轻量化混凝土运输车，延续经典，突破创新，注重产品细节及客户体验，产品在节能环保、高效运载、匠心打造、智能管理方面表现突出。新一代混凝土搅拌运输车，全面优化搅拌叶片，进料更快，搅拌更匀、卸料更净；作业系统“防松、防锈、防漏”操控舒适，维护便捷，全新智能化管理平台，搭载多媒体互联网终端，油、料、人、车数字化管理，提高作业安全、降低运营损失。,"
装载容量:
8方以下
底盘:
重汽
驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5310GJB5BEV4 410S+ 充换电一体版搅拌车,410S+ 充换电一体版搅拌车搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源，搭载高效永磁同步电驱系统电机反向充电技术优秀的能量回收系纷更适合山区、矿区工况。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 G4802DVE（重汽充电） 纯电动搅拌车,徐工新一代轻量化混凝土运输车，延续经典，突破创新，注重产品细节及客户体验，产品在节能环保、高效运载、匠心打造、智能管理方面表现突出。新一代混凝土搅拌运输车，全面优化搅拌叶片，进料更快，搅拌更匀、卸料更净；作业系统“防松、防锈、防漏”操控舒适，维护便捷，全新智能化管理平台，搭载多媒体互联网终端，油、料、人、车数字化管理，提高作业安全、降低运营损失。,"
装载容量:
8方以下
底盘:
重汽
驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5311GJB3BEV 412充换电一体版搅拌车,SYM5311GJB3BEV412充换电一体版搅拌车具有更稳定的动力电池，搭载行业一流品牌大容量锂电池或氢燃料电池，为车辆续航提供稳定动力源。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5310GJBBEVNEG 搅拌运输车,徐工 XGA5310GJBBEVNEG 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5312GJB1FCEV 410氢燃料搅拌车,SYM5312GJB1FCEV410氢燃料搅拌车低能耗，更高效，搭载行业一流品牌大容量锂电池或氢燃料电池，为车辆续航提供稳定动力源。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
氢燃料
品牌:
三一重工
"
徐工 XGA5315GJBBEVNE 搅拌运输车,徐工 XGA5315GJBBEVNE 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5311GJB1FCEV 412氢燃料搅拌车,SYM5311GJB1FCEV412氢燃料搅拌车更稳定的动力电池，搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
氢燃料
品牌:
三一重工
"
徐工 XGA5310GJBBEVNEGA 搅拌运输车,徐工 XGA5310GJBBEVNEGA 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5310GJB4BEV1 ISEE2电动搅拌车,基于工程车基本属性，洞察电动工程车场景，打造数智化、电动化、正向开发的智慧三一电动工程车（iSEE）平台。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5310GJBBEVNEGAC 搅拌运输车,徐工 XGA5310GJBBEVNEGAC 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5310GJB5BEV2 ISEE2电动搅拌车,基于工程车基本属性，洞察电动工程车场景，打造数智化、电动化、正向开发的智慧三一电动工程车（iSEE）平台。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5310GJBBEVNEGAB 搅拌运输车,徐工 XGA5310GJBBEVNEGAB 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5310GJB4BEV3 ISEE2电动搅拌车,基于工程车基本属性，洞察电动工程车场景，打造数智化、电动化、正向开发的智慧三一电动工程车（iSEE）平台。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5311GJBBEVNEG 搅拌运输车,徐工 XGA5311GJBBEVNEG 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5310GJB5BEV8 ISEE2电动搅拌车,基于工程车基本属性，洞察电动工程车场景，打造数智化、电动化、正向开发的智慧三一电动工程车（iSEE）平台。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5311GJBBEVNEGC 搅拌运输车,徐工 XGA5311GJBBEVNEGC 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 410 微混搅拌运输车,搭载大容量动力电池，上装纯电驱动超10小时; 标配快、慢充，快充10分钟运转2小时，波谷充电，多充多省;行驶用油上装用电，省油省心。,"
装载容量:
8方及以上
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5311GJBBEVNEGB 搅拌运输车,徐工 XGA5311GJBBEVNEGB 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 412 微混搅拌运输车,搭载大容量动力电池，上装纯电驱动超10小时; 标配快、慢充，快充10分钟运转2小时，波谷充电，多充多省;行驶用油上装用电，省油省心。,"
装载容量:
8方及以上
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5310GJBBEVNEAC 搅拌运输车,徐工 XGA5310GJBBEVNEAC 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5311GJB1BEV 412充电版搅拌车,"SYM5311GJB1BEV412充电版搅拌车具有更稳定的动力电池，
搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源。","
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5310GJBBEVNEA 搅拌运输车,徐工 XGA5310GJBBEVNEA 搅拌运输车是徐工生产制造的装载容量为8方以下搅拌运输车。,"
装载容量:
8方以下
底盘:

驱动方式:
电动
品牌:
徐工
"
三一重工 SYM5310GJB3BEV 410PRO充电版搅拌车,"SYM5310GJB3BEV410PRO充电版搅拌车更稳定的动力电池
，搭载行业一流品牌大容量锂电池或氢燃料电池，为车辆续航提供稳定动力源。","
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
徐工 XGA5313GJBBEVNEA 换电式混凝土搅拌车,徐工 XGA5313GJBBEVNEA 换电式混凝土搅拌车是徐工生产制造的装载容量为8方以下换电式混凝土搅拌车。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
徐工
"
三一重工 SY412C-8H( Ⅵ )LNG 搅拌运输车,"SY412C-8H( Ⅵ )LNG搅拌运输车
整车轻量化，无副车架结构，副车架与底盘一体化设计，以结构优化、新材料应用等措施，降低自重，进料快，油耗低，品质好，档次高，无盲区、可回放、配置高，驾乘更舒适。","
装载容量:
8方及以上
底盘:
其他
驱动方式:
LNG
品牌:
三一重工
"
三一重工 SYM5310GJB5BEV 410S充电版搅拌车,SYM5310GJB5BEV410S充电版搅拌车搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源，搭载高效永磁同步电驱系统电机反向充电技术优秀的能量回收系纷更适合山区、矿区工况。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
三一重工 SYM5310GJB3BEV 410S充电版搅拌车,SYM5310GJB3BEV410充电版搅拌车低能耗更高效，更稳定的动力电池，搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源。,"
装载容量:
8方以下
底盘:
其他
驱动方式:
电动
品牌:
三一重工
"
三一重工 SY410C-10W( Ⅵ )LNG 搅拌运输车,三一重工 SY410C-10W( Ⅵ )LNG 搅拌运输车是三一重工生产制造的装载容量为8方及以上搅拌运输车。,"
装载容量:
8方及以上
底盘:
其他
驱动方式:
LNG
品牌:
三一重工
"
三一重工 SY408C-10W( Ⅵ )LNG 搅拌运输车,三一重工 SY408C-10W( Ⅵ )LNG 搅拌运输车是三一重工生产制造的装载容量为8方及以上搅拌运输车。,"
装载容量:
8方及以上
底盘:
其他
驱动方式:
LNG
品牌:
三一重工
"
三一重工 SY412C-10W(Ⅵ)LNG 混凝土搅拌运输车,SY410C-8W(V)混凝土搅拌运输车具有性能优异、节能环保、可靠省心、安全舒适的特点。,"
装载容量:
8方及以上
底盘:
其他
驱动方式:
LNG
品牌:
三一重工
"
泰信机械 KR220C 卡特底盘全电控旋挖钻机,KR220C高性能全电控旋挖钻机精选动力强劲的原装卡特发动机，配合先进的电控系统和液压系统，更充分发挥其工作能力，全系列产品通过国标GB认证及欧盟EN16228标准认证，更佳的动态及静态稳定性设计，保证施工安全，高品质全新升级卡特彼勒底盘，保证整机最佳性能；,"
最大钻孔直径(m):
1.8/2.2
最大钻孔深度(m):
64/51
设备总重量(kg):
66000
发动机额定功率(kW):
195
"
宇通重装 YTR506HE 增程式电动旋挖钻机,程式电动旋挖钻机，驱动方式采用电机直驱，具有施工效率高、能耗低、可靠性高、低碳环保，使用便捷等优点，工作模式还可实现定制化，更智能。 YTR506HE采用大三角支撑机构，主卷扬放置上平台上部，减小回转半径，施工稳定性高、施工范围广，其适用于山区和桥梁桩等大桩深施工场景.,"
最大钻孔直径(m):
3
最大钻孔深度(m):
128
设备总重量(kg):
175000
发动机额定功率(kW):

"
泰信机械 KR360C 卡特底盘全电控旋挖钻机,KR300C高性能全电控旋挖钻机精选动力强劲的原装卡特发动机，配合先进的电控系统和液压系统，更充分发挥其工作能力，全系列产品通过国标GB认证及欧盟EN16228标准认证，更佳的动态及静态稳定性设计，保证施工安全；,"
最大钻孔直径(m):
2/2.5
最大钻孔深度(m):
83/62/54
设备总重量(kg):
89000
发动机额定功率(kW):
259
"
宇通重装 YTR456HE 增程式电动旋挖钻机,增程式电动旋挖钻机，驱动方式采用电机直驱，具有施工效率高、能耗低、可靠性高、低碳环保，使用便捷等优点，工作模式还可实现定制化，更智能。 YTR456HE采用平行四边形结构，是一款超大型后背旋挖钻机，场地适用范围广，尤其适用于山区和桥梁桩等大桩深施工场景。,"
最大钻孔直径(m):
3
最大钻孔深度(m):
73/92/112
设备总重量(kg):
140000
发动机额定功率(kW):

"
宇通重装 YTR266HE 增程式电动旋挖钻机,YTR266HE是一款适用于高铁、高架、桥梁及工民建基础等多种工况施工的中型旋挖钻机。该款电动旋挖钻机配置了增程式国四发动机，适应范围广，油耗低。另外，动力头和主卷扬采用电机直驱，功率大，动力强。,"
最大钻孔直径(m):
2.2
最大钻孔深度(m):
58/73/87
设备总重量(kg):
85000
发动机额定功率(kW):

"
宇通重装 YTR236HES 增程式电动旋挖钻机,YTR236HES是一款适用于高铁、高架、桥梁及工民建基础等多种工况施工的中型旋挖钻机。该款电动旋挖钻机配置了增程式国四发动机，适应范围广，油耗低。另外，动力头和主卷扬采用电机直驱，功率大，动力强。,"
最大钻孔直径(m):
2
最大钻孔深度(m):
54/68
设备总重量(kg):
81000
发动机额定功率(kW):

"
宇通重装 YTR166AE 纯电动旋挖钻机,YTR166AE是我公司开发的一款面向工民建、市政基础工程的小型旋挖钻机，主泵、主卷扬均采用电机驱动，不仅零排放、低噪音，而且有较高的作业效率和较少的动力成本，具有可靠、高效、低耗、智能、环保、便捷等优点。,"
最大钻孔直径(m):
1.5
最大钻孔深度(m):
44/56
设备总重量(kg):
49000
发动机额定功率(kW):
95
"
徐工 G7系列8×4 国六LNG自卸车,徐工 G7系列8×4 国六LNG自卸车是徐工生产制造的行走方式为轮胎式国六LNG自卸车。,"
行走方式:
轮胎式
动力方式:
LNG
品牌:
徐工
类别:
自卸车
"
中国重汽 豪沃TX纯电动 自卸车(电驱桥),豪沃TX纯电动自卸车是中国重汽完全自主开发的一款新能源自卸车。 中国重汽新能源平台已掌握新能源汽车电控系统全部开发与测试核心技术，以自主软硬件研发为基础，四大板块协同开发。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
中国重汽
类别:
自卸车
"
青岛解放 新大威 LNG 6×4 自卸车（重载型）,新大威LNG6×4采用12升350马力NG发动机，大扭矩、低排放，动力强劲、经济性好。新大威驾驶室，环绕仪表，空气座椅，美观舒适，安全密封性好，环绕外变速操纵机构，操纵灵活，方便。升级版G10底盘，车架采用新型结构、高强度材料，经过市场3年充分验证，稳定可靠。16吨级300轮减桥，承载能力强，可靠性高。,"
行走方式:
轮胎式
动力方式:
LNG
品牌:
青岛解放
类别:
自卸车
"
徐工 EHSL511 纯电动换电自卸车,搭载行业主流的282kwh磷酸铁锂电池，寿命久续航长，电池热管理采用转子压缩机、电子膨胀阀采用徐工创新ATS控制器“回家”模式，为动力系统安全高效运行保驾护航。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
徐工
类别:
自卸车
"
三一重工 SYM3251ZZX1BEV 316充电版自卸车,"SYM3251ZZX1BEV316充电版自卸车零排放更环保，绿色“芯”动力，
无排放升级顾虑,无强制报废风险真正零排放,无污染。","
行走方式:
轮胎式
动力方式:
电动
品牌:
三一重工
类别:
自卸车
"
华菱汽车 HN3312B36C2BEV 422kWh充电版M5新能源自卸车,华菱汽车 HN3312B36C2BEV 422kWh充电版M5新能源自卸车是华菱汽车生产制造的行走方式为轮胎式422kWh充电版M5新能源自卸车。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
华菱汽车
类别:
自卸车
"
青岛解放 新大威 LNG 8×4 自卸车（重载型）,新大威LNG8×4采用潍柴12升380马力NG发动机，动力性好，经济、环保符合节能减排要求。300铸造轮减桥，承载能力更强，采用加强型传动轴，可靠性高。8×4升级版G10底盘，车架采用新型结构、高强度材料，经过市场3年充分验证，稳定可靠。加强前后钢板弹簧，承载能力国内领先。TRW方向机，转向更平稳，灵活可靠。,"
行走方式:
轮胎式
动力方式:
LNG
品牌:
青岛解放
类别:
自卸车
"
徐工 XGA3314FCEVWE 氢燃料渣土车,徐工 XGA3314FCEVWE 氢燃料渣土车是徐工生产制造的行走方式为轮胎式氢燃料渣土车。,"
行走方式:
轮胎式
动力方式:
氢燃料
品牌:
徐工
类别:
自卸车
"
三一重工 SYM3312ZZX2BEV 416充换一体版自卸车,"SYM3312ZZX2BEV416充换一体版自卸车零排放更环保，绿色“芯”动力
，无排放升级顾虑,无强制报废风险真正零排放,无污染。","
行走方式:
轮胎式
动力方式:
电动
品牌:
三一重工
类别:
自卸车
"
华菱汽车 HN3311B36C7BEV 282kWh换电版M5新能源自卸车,华菱汽车 HN3311B36C7BEV 282kWh换电版M5新能源自卸车是华菱汽车生产制造的行走方式为轮胎式282kWh换电版M5新能源自卸车。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
华菱汽车
类别:
自卸车
"
青岛解放 悍威 LNG 8×4 自卸（轻量化）,"悍威LNG8×4潍柴10升280马力NG自卸专用发动机，动力性好,经济性高，使用成本较同类柴油产品节省30%以上。新悍威驾驶室,先进的模块化设计，采取降噪技术，密封性能好，驾乘舒适。标配450L升LNG气瓶，可行驶400-500公里，满足运输需求。双级空滤：空气滤清效率高，有效保护发动机，适应灰尘、粉尘较大工作环境，提高燃油效率。","
行走方式:
轮胎式
动力方式:
LNG
品牌:
青岛解放
类别:
自卸车
"
徐工 XGA3315BEVWE1A 自卸车,徐工 XGA3315BEVWE1A 自卸车是徐工生产制造的行走方式为轮胎式自卸车。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
徐工
类别:
自卸车
"
三一重工 SYM3311ZZX1FCEV 420氢燃料自卸车,"SYM3311ZZX1FCEV420氢燃料自卸车零排放更环保，绿色“芯”动力，
无排放升级顾虑,无强制报废风险真正零排放,无污染。","
行走方式:
轮胎式
动力方式:
氢燃料
品牌:
三一重工
类别:
自卸车
"
华菱汽车 HN3310B36C5BEV 350kWh充电版M5新能源自卸车,华菱汽车 HN3310B36C5BEV 350kWh充电版M5新能源自卸车是华菱汽车生产制造的行走方式为轮胎式350kWh充电版M5新能源自卸车。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
华菱汽车
类别:
自卸车
"
徐工 XGA3310BEVWE1A 自卸车,徐工 XGA3310BEVWE1A 自卸车是徐工生产制造的行走方式为轮胎式自卸车。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
徐工
类别:
自卸车
"
三一重工 SYM3311ZZX7BEV 428重载自卸车,"SYM3311ZZX7BEV428重载自卸车零排放更环保,绿色“芯”动力,无排放升级顾虑,无强制报废风险真正零排放,无污染。","
行走方式:
轮胎式
动力方式:
电动
品牌:
三一重工
类别:
自卸车
"
徐工 XGA3318BEVWE 纯电动自卸车,徐工 XGA3318BEVWE 纯电动自卸车是徐工生产制造的行走方式为轮胎式纯电动自卸车。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
徐工
类别:
自卸车
"
三一重工 SYM3312ZZX2BEV 419充换一体版自卸车,"SYM3312ZZX2BEV419充换一体版自卸车低能耗更高效,更稳定的动力电池,搭载行业一流品牌大容量锂电池或氢燃料电池为车辆续航提供稳定动力源.","
行走方式:
轮胎式
动力方式:
电动
品牌:
三一重工
类别:
自卸车
"
徐工 XGA3312BEVWEA 换电式纯电动自卸车,徐工 XGA3312BEVWEA 换电式纯电动自卸车是徐工生产制造的行走方式为轮胎式换电式纯电动自卸车。,"
行走方式:
轮胎式
动力方式:
电动
品牌:
徐工
类别:
自卸车
"
三一重工 SYM3313ZZX1FCEV 416氢燃料自卸车,"SYM3313ZZX1FCEV416氢燃料自卸车绿色“芯”动力，无排放升级顾虑,无强制报废风险真正零排放,无污染。","
行走方式:
轮胎式
动力方式:
氢燃料
品牌:
三一重工
类别:
自卸车
"
三一重工 SYM3312ZZX2BEV 319充电版自卸车,"SYM3312ZZX2BEV319充电版自卸车零排放更环保,绿色“芯”动力，
无排放升级顾虑,无强制报废风险真正零排放,无污染。","
行走方式:
轮胎式
动力方式:
电动
品牌:
三一重工
类别:
自卸车
"
三一重工 SYM3312ZZX3BEV 426重载换电版自卸车,"SYM3312ZZX3BEV 426重载换电版自卸车绿色“芯""动力，无排放升级顾虑,无强制报废风险真正零排放,无污染。","
行走方式:
轮胎式
动力方式:
电动
品牌:
三一重工
类别:
自卸车
"
三一重工 SYM3312ZZX3BEV 423重载换电版自卸车,"SYM3312ZZX3BEV423重载换电版自卸车绿色“芯""动力，无排放升级顾虑,无强制报废风险真正零排放,无污染。","
行走方式:
轮胎式
动力方式:
电动
品牌:
三一重工
类别:
自卸车
"
三一重工 SYM5310ZLJ2F 1号工程LNG轻量化版 自卸车,"SYM5310ZLJ2F1号工程LNG轻量化版自卸车轻车清排 省钱高效，
科学减重，行业标杆，底盘自重9.4T，整车自重12.6T。","
行走方式:
轮胎式
动力方式:
LNG
品牌:
三一重工
类别:
自卸车
"
三一重工 1号工程LNG轻量化版 自卸车,1号工程LNG轻量化版自卸车科学减重，行业标杆，底盘自重9.4T，整车自重12.6T；绿色动力，多拉快跑，上汽国六LNG发动机，匹配法斯特变速箱，动力输出平稳高效；,"
行走方式:
轮胎式
动力方式:
LNG
品牌:
三一重工
类别:
自卸车
"
三一重工 SDCE90K7E（换电） 集装箱空箱堆高机,"SDCE90K7E（换电）集装箱空箱堆高机采用应用液压系统节能技术、能量回收技术，单箱电耗下降20%，中高负荷工况下续航时可达12h，
高效率，采用电机直驱系统，能量转换率可达95%，新一代控制系统，提升响应性≤400ms,标准测试工况下，作业效率可达45箱/小时。","
额定承载(t):
9
动力方式:
电动
品牌:
三一重工
类别:
堆高机
"
三一重工 SDCE90K7 电动堆高机,SDCE90K7电动堆高机无柴油动力源，避免了发动机运行时机舱内高温环境、管线老化、漏油等引起的火灾隐患。,"
额定承载(t):
9
动力方式:
电动
品牌:
三一重工
类别:
堆高机
"
永恒力 ERC 212/214/216/220 步行式/站驾式电动堆垛机,ERC212/214/216/220智能控制系统与先进的驱动电机ERC212/214/216采用最先进的三相交流电机驱动马达，减少运营成本的同时，提供给你更好的性能。,"
额定承载(t):

动力方式:
电动
品牌:
永恒力
类别:
堆高机
"
永恒力 EJC 212/214/216/220 步行式电动堆垛机,EJC212/214/216/220智能控制及驱动技术我们的马达采用了三相交流电机技术及电子控制器，可最大程度帮助您提高效率降低运营成本。出色的能量控制体系带来更高效能强劲的加速性能快速切换方向三相免维护电机马达安全的堆垛及抓取所有升、降功能均可由多功能手柄直接进行操作，更便于操作者快速准确地进行堆垛及抓取货物。,"
额定承载(t):

动力方式:
电动
品牌:
永恒力
类别:
堆高机
"
