名称,介绍,详情
湖北合力 江淮加油车-HFC1091K2T ,湖北合力 江淮加油车-HFC1091K2T 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
油罐车
型号:
江淮加油车-HFC1091K2T
报价:
暂无
"
东风 ZB5034XLCBDC3F 冷藏车,ZB5034XLCBDC3F冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
ZB5034XLCBDC3F
"
东风 东风小三轴 化工液体运输车,东风小三轴化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
东风小三轴
报价:
暂无
"
楚飞 东风多利卡（4.49立方） 加油车,楚飞 东风多利卡（4.49立方） 加油车是楚飞生产制造的加油车。,"
品牌:
楚飞
类别:
油罐车
型号:
东风多利卡（4.49立方）
报价:
暂无
"
楚飞 东风牌DFL5120XLCBX9A型冷藏车 ,楚飞 东风牌DFL5120XLCBX9A型冷藏车 是楚飞生产制造的动力方式为。,"
动力方式:

品牌:
楚飞
类别:
冷藏车
型号:
东风牌DFL5120XLCBX9A型冷藏车
"
凌宇汽车 CLY9405GRYC 42方不锈钢保温半挂车（易燃液体运输车）,CLY9405GRYC 42方不锈钢保温半挂车罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9405GRYC
报价:
暂无
"
江特 天锦国四加油车 ,江特 天锦国四加油车 是江特生产制造的。,"
品牌:
江特
类别:
油罐车
型号:
天锦国四加油车
报价:
暂无
"
江特 庆铃国四冷藏车 ,江特 庆铃国四冷藏车 是江特生产制造的动力方式为。,"
动力方式:

品牌:
江特
类别:
冷藏车
型号:
庆铃国四冷藏车
"
程力 东风前四后八化工液体运输车 ,程力 东风前四后八化工液体运输车 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
东风前四后八化工液体运输车
报价:
暂无
"
楚胜 国六天锦单桥13方 油罐车,我公司提供整车发票，整车合格证，底盘合格证，罐检报告，罐体密封性证书，探伤报告（X光透视），产品质量证书，海底阀和欧标罐口安装证明，底盘保修手册，随车工具。,"
品牌:
楚胜
类别:
油罐车
型号:
国六天锦单桥13方
报价:
暂无
"
程力 箱长6.8米~7.68米 东风D9冷藏车,程力 箱长6.8米~7.68米 东风D9冷藏车是程力生产制造的动力方式为东风D9冷藏车。,"
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长6.8米~7.68米
"
湖北合力 东风天龙前四后八化工液体运输车-DFL1311A3 ,湖北合力 东风天龙前四后八化工液体运输车-DFL1311A3 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
东风天龙前四后八化工液体运输车-DFL1311A3
报价:
暂无
"
东风 解放单桥CA1083 运油车,解放单桥CA1083运油车产品说明国内先进技术，整车自重轻，采用计算机优化设计，罐体结构合理，受力均匀，罐体各受力部件达到等强度。,"
品牌:
东风
类别:
油罐车
型号:
解放单桥CA1083
报价:
暂无
"
楚胜 福田奥铃6.6米 冷藏车,福田奥铃6.6米冷藏车箱体结构紧凑、牢固可靠、绝热性好，保温性能达到国家A级标准，符合食品运输卫生要求及药品GPS认证。箱温度监视仪、温度调控器。,"
动力方式:

品牌:
楚胜
类别:
冷藏车
型号:
福田奥铃6.6米
"
楚飞 东风天龙小三轴（22.8立方） 化工液体运输车,楚飞 东风天龙小三轴（22.8立方） 化工液体运输车是楚飞生产制造的化工液体运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
东风天龙小三轴（22.8立方）
报价:
暂无
"
凌宇汽车 CLY9407GYYA1 47方运油半挂车,CLY9407GYYA1 47方运油半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。　罐体材料采用国产优质铝合金板材。特别是与国内铝合金厂家合作开发的特殊型号铝合金板材可用于制造铝合金保温罐车、承压罐车，用于部分运输温度较高的介质以及设计要求等级更高的介质（如甲醇等）。,"
品牌:
凌宇汽车
类别:
油罐车
型号:
CLY9407GYYA1
报价:
暂无
"
东风 BJ5089XLC-FB 冷藏车,BJ5089XLC-FB冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
BJ5089XLC-FB
"
东风 东风天龙高顶 化工液体运输车,东风天龙高顶化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
东风天龙高顶
报价:
暂无
"
东正 东风多利卡加油车 ,东风多利卡加油车该厂生产多利卡加油车，采用东风原厂专用底盘，朝柴120匹马力发动机，50轮胎，带方向助力、增压。罐体采用4mm专用板材，整罐电脑切割直焊缝一次成型，内设加强型隔板，抗压抗冲击对接焊封头，大大延长了罐体使用寿命。配有电脑税控加油机，15米绞盘带加油抢，实际容积可做7-10立方。随车工具齐全，发国三上户手续。售后全国联保!。,"
品牌:
东正
类别:
油罐车
型号:
东风多利卡加油车
报价:
暂无
"
楚飞 东风牌DFL5160XLCBX1A型冷藏车 ,楚飞 东风牌DFL5160XLCBX1A型冷藏车 是楚飞生产制造的动力方式为。,"
动力方式:

品牌:
楚飞
类别:
冷藏车
型号:
东风牌DFL5160XLCBX1A型冷藏车
"
凌宇汽车 CLY9408GRYQ1 42方不锈钢保温半挂车（易燃液体运输车）,CLY9408GRYQ142方不锈钢保温半挂车罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9408GRYQ1
报价:
暂无
"
湖北合力 加油车-HFC1071K1T ,湖北合力 加油车-HFC1071K1T 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
油罐车
型号:
加油车-HFC1071K1T
报价:
暂无
"
江特 东风国四冷藏车 ,江特 东风国四冷藏车 是江特生产制造的动力方式为。,"
动力方式:

品牌:
江特
类别:
冷藏车
型号:
东风国四冷藏车
"
程力 解放前四后八化工液体运输车 ,程力 解放前四后八化工液体运输车 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
解放前四后八化工液体运输车
报价:
暂无
"
楚飞 江铃国四（4.2立方） 加油车,楚飞 江铃国四（4.2立方） 加油车是楚飞生产制造的加油车。,"
品牌:
楚飞
类别:
油罐车
型号:
江铃国四（4.2立方）
报价:
暂无
"
程力 箱长6.8米~7.5米 解放J6冷藏车,解放J6驾驶室，大柴180马力，陕齿8档变速箱。,"
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长6.8米~7.5米
"
湖北合力 斯太尔前四后八化工液体运输车-ZZ1316M4669V ,湖北合力 斯太尔前四后八化工液体运输车-ZZ1316M4669V 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
斯太尔前四后八化工液体运输车-ZZ1316M4669V
报价:
暂无
"
江特 久龙牌9.45方加油车{上户无忧} ,江特 久龙牌9.45方加油车{上户无忧} 是江特生产制造的。,"
品牌:
江特
类别:
油罐车
型号:
久龙牌9.45方加油车{上户无忧}
报价:
暂无
"
楚胜 东风天锦6.8米 冷藏车,东风天锦6.8米冷藏车箱体内外选用国内优质的机制2.2mm玻璃钢，中间保温材料选用80mm厚进口聚氨酯，底板上面整体铝花纹板，下面彩钢板。（中间进口聚氨酯采用聚酯湿法制板工艺和玻璃纤维加强全木箱体框架结构，使用国际上最为先进的第五代全封闭聚氨酯板块粘接法）。,"
动力方式:

品牌:
楚胜
类别:
冷藏车
型号:
东风天锦6.8米
"
楚飞 解放小三轴(23立方) 化工液体运输车,楚飞 解放小三轴(23立方) 化工液体运输车是楚飞生产制造的化工液体运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
解放小三轴(23立方)
报价:
暂无
"
楚胜 国六东风多利卡3.5方 油罐车,我公司提供整车发票，整车合格证，底盘合格证，罐检报告，罐体密封性证书，探伤报告（X光透视），产品质量证书，海底阀和欧标罐口安装证明，底盘保修手册，随车工具。,"
品牌:
楚胜
类别:
油罐车
型号:
国六东风多利卡3.5方
报价:
暂无
"
东风 BJ5049XLC-F1 冷藏车,BJ5049XLC-F1冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
BJ5049XLC-F1
"
东风 东风天龙双桥 化工液体运输车,东风天龙双桥化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
东风天龙双桥
报价:
暂无
"
东风 福田小三轴 加油车,福田小三轴加油车产品说明油罐车：专用性能特点：碳钢结构或不锈钢罐体，可内忖滚塑或玻璃钢板。,"
品牌:
东风
类别:
油罐车
型号:
福田小三轴
报价:
暂无
"
楚飞 东风天龙DFL5253XLCAX1B型冷藏车 ,楚飞 东风天龙DFL5253XLCAX1B型冷藏车 是楚飞生产制造的动力方式为。,"
动力方式:

品牌:
楚飞
类别:
冷藏车
型号:
东风天龙DFL5253XLCAX1B型冷藏车
"
凌宇汽车 CLY9408GRYQ 42方不锈钢保温半挂车（易燃液体运输车）,CLY9408GRYQ42方不锈钢保温半挂车罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9408GRYQ
报价:
暂无
"
凌宇汽车 CLY9407GYYC1 47方运油半挂车,CLY9407GYYC1 47方运油半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。　罐体材料采用国产优质铝合金板材。特别是与国内铝合金厂家合作开发的特殊型号铝合金板材可用于制造铝合金保温罐车、承压罐车，用于部分运输温度较高的介质以及设计要求等级更高的介质（如甲醇等）。,"
品牌:
凌宇汽车
类别:
油罐车
型号:
CLY9407GYYC1
报价:
暂无
"
江特 江铃国四冷藏车 ,江特 江铃国四冷藏车 是江特生产制造的动力方式为。,"
动力方式:

品牌:
江特
类别:
冷藏车
型号:
江铃国四冷藏车
"
程力 斯太尔前四后八化工液体运输车-ZZ1317N4667C ,程力 斯太尔前四后八化工液体运输车-ZZ1317N4667C 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
斯太尔前四后八化工液体运输车-ZZ1317N4667C
报价:
暂无
"
东正 东风康霸加油车 ,东正 东风康霸加油车 是东正生产制造的。,"
品牌:
东正
类别:
油罐车
型号:
东风康霸加油车
报价:
暂无
"
程力 箱长6.1米~7.8米 东风天锦冷藏车,东风天锦驾驶室，三款发动机动力、4种货箱长度供选，东风6档变速箱或选装陕齿8档变速箱。,"
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长6.1米~7.8米
"
湖北合力 福田欧曼前四后八化工液体运输车-BJ5313VNCJJ-S ,湖北合力 福田欧曼前四后八化工液体运输车-BJ5313VNCJJ-S 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
福田欧曼前四后八化工液体运输车-BJ5313VNCJJ-S
报价:
暂无
"
湖北合力 欧曼小三轴加油车 ,湖北合力 欧曼小三轴加油车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
油罐车
型号:
欧曼小三轴加油车
报价:
暂无
"
楚胜 SY5020XLC-YC5AP型 冷藏车,楚胜 SY5020XLC-YC5AP型 冷藏车是楚胜生产制造的动力方式为冷藏车。,"
动力方式:

品牌:
楚胜
类别:
冷藏车
型号:
SY5020XLC-YC5AP型
"
楚飞 东风天龙后双桥（23.7立方） 化工液体运输车,楚飞 东风天龙后双桥（23.7立方） 化工液体运输车是楚飞生产制造的化工液体运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
东风天龙后双桥（23.7立方）
报价:
暂无
"
楚飞 福田欧曼前四后八（24立方） 加油车,楚飞 福田欧曼前四后八（24立方） 加油车是楚飞生产制造的加油车。,"
品牌:
楚飞
类别:
油罐车
型号:
福田欧曼前四后八（24立方）
报价:
暂无
"
东风 SY5033XLCL-W1SBH 冷藏车,SY5033XLCL-W1SBH冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
SY5033XLCL-W1SBH
"
东风 东风DFL1140 化工液体运输车,东风DFL1140化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
东风DFL1140
报价:
暂无
"
江特 欧曼15-17方国四加油车 ,江特 欧曼15-17方国四加油车 是江特生产制造的。,"
品牌:
江特
类别:
油罐车
型号:
欧曼15-17方国四加油车
报价:
暂无
"
楚飞 东风牌DFA5040XLC39D6AC型冷藏车 ,楚飞 东风牌DFA5040XLC39D6AC型冷藏车 是楚飞生产制造的动力方式为。,"
动力方式:

品牌:
楚飞
类别:
冷藏车
型号:
东风牌DFA5040XLC39D6AC型冷藏车
"
凌宇汽车 CLY9405GRYB1 48方不锈钢半挂车（易燃液体运输车）,CLY9405GRYB1 48方不锈钢半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9405GRYB1
报价:
暂无
"
楚胜 东风天锦国五13方 油罐车,我公司提供整车发票，整车合格证，底盘合格证，罐检报告，罐体密封性证书，探伤报告（X光透视），产品质量证书，海底阀和欧标罐口安装证明，底盘保修手册，随车工具。,"
品牌:
楚胜
类别:
油罐车
型号:
东风天锦国五13方
报价:
暂无
"
江特 江南天锦国四冷藏车 ,江特 江南天锦国四冷藏车 是江特生产制造的动力方式为。,"
动力方式:

品牌:
江特
类别:
冷藏车
型号:
江南天锦国四冷藏车
"
程力 福田欧曼前四后八化工液体运输车-BJ5313VNCJJ-S ,程力 福田欧曼前四后八化工液体运输车-BJ5313VNCJJ-S 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
福田欧曼前四后八化工液体运输车-BJ5313VNCJJ-S
报价:
暂无
"
东风 福田时代 加油车,福田时代加油车产品说明国内先进技术，整车自重轻，采用计算机优化设计，罐体结构合理，受力均匀，罐体各受力部件达到等强度。,"
品牌:
东风
类别:
油罐车
型号:
福田时代
报价:
暂无
"
程力 箱长6.72米~7.6米 福田瑞沃冷藏车,福田瑞沃或S5新款豪华驾驶室，三款动力，陕齿8档变速箱。,"
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长6.72米~7.6米
"
湖北合力 福田欧曼前四后八化工液体运输车-BJ1317VNPJJ-S5 ,湖北合力 福田欧曼前四后八化工液体运输车-BJ1317VNPJJ-S5 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
福田欧曼前四后八化工液体运输车-BJ1317VNPJJ-S5
报价:
暂无
"
凌宇汽车 CLY9407GYYB1 47方运油半挂车,CLY9407GYYB1 47方运油半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。　罐体材料采用国产优质铝合金板材。特别是与国内铝合金厂家合作开发的特殊型号铝合金板材可用于制造铝合金保温罐车、承压罐车，用于部分运输温度较高的介质以及设计要求等级更高的介质（如甲醇等）。,"
品牌:
凌宇汽车
类别:
油罐车
型号:
CLY9407GYYB1
报价:
暂无
"
楚胜 QL1040A6HWY型 冷藏车,楚胜 QL1040A6HWY型 冷藏车是楚胜生产制造的动力方式为冷藏车。,"
动力方式:

品牌:
楚胜
类别:
冷藏车
型号:
QL1040A6HWY型
"
楚飞 解放（12.7立方） 化工液体运输车,楚飞 解放（12.7立方） 化工液体运输车是楚飞生产制造的化工液体运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
解放（12.7立方）
报价:
暂无
"
东正 东风尖头汽油机加油车 ,东正 东风尖头汽油机加油车 是东正生产制造的。,"
品牌:
东正
类别:
油罐车
型号:
东风尖头汽油机加油车
报价:
暂无
"
东风 HFC5040XLCP73K3B4 冷藏车,HFC5040XLCP73K3B4冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
HFC5040XLCP73K3B4
"
东风 东风天锦 化工液体运输车,东风天锦化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
东风天锦
报价:
暂无
"
湖北合力 运油车 ,湖北合力 运油车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
油罐车
型号:
运油车
报价:
暂无
"
楚飞 东风牌EQ5040XLC9BDDAC型冷藏车 ,楚飞 东风牌EQ5040XLC9BDDAC型冷藏车 是楚飞生产制造的动力方式为。,"
动力方式:

品牌:
楚飞
类别:
冷藏车
型号:
东风牌EQ5040XLC9BDDAC型冷藏车
"
凌宇汽车 CLY9405GRYB 48方不锈钢半挂车（易燃液体运输车）,CLY9405GRYB 48方不锈钢半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9405GRYB
报价:
暂无
"
楚飞 福田奥铃（2.25立方） 加油车,楚飞 福田奥铃（2.25立方） 加油车是楚飞生产制造的加油车。,"
品牌:
楚飞
类别:
油罐车
型号:
福田奥铃（2.25立方）
报价:
暂无
"
江特 江南天锦国四冷藏车 ,江特 江南天锦国四冷藏车 是江特生产制造的动力方式为。,"
动力方式:

品牌:
江特
类别:
冷藏车
型号:
江南天锦国四冷藏车
"
程力 东风金霸化工液体运输车 ,程力 东风金霸化工液体运输车 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
东风金霸化工液体运输车
报价:
暂无
"
江特 天龙前四后八国四运油车 ,江特 天龙前四后八国四运油车 是江特生产制造的。,"
品牌:
江特
类别:
油罐车
型号:
天龙前四后八国四运油车
报价:
暂无
"
程力 箱长5.3米~9.6米 福田欧马可S5冷藏车（货箱最长单桥车）,欧曼S5新款2200排半豪华驾驶室，空调、电动玻璃、动转、断气刹、液压翻转、ABS、中控锁、倒车雷达、定速巡航、大灯调节、刹车自调臂。康明斯发动机：170马力~185马力~210马力，货箱长度：5.3米~5.6米~5.9米~6.6米~7.6米~8.4米~9.6米。,"
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长5.3米~9.6米
"
湖北合力 东风前四后八化工液体运输车 ,湖北合力 东风前四后八化工液体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
东风前四后八化工液体运输车
报价:
暂无
"
楚胜 东风多利卡8.5方 油罐车,我公司提供整车发票，整车合格证，底盘合格证，罐检报告，罐体密封性证书，探伤报告（X光透视），产品质量证书，海底阀和欧标罐口安装证明，底盘保修手册，随车工具。,"
品牌:
楚胜
类别:
油罐车
型号:
东风多利卡8.5方
报价:
暂无
"
楚胜 HFC5043XLCP91K1C2V型 冷藏车,楚胜 HFC5043XLCP91K1C2V型 冷藏车是楚胜生产制造的动力方式为冷藏车。,"
动力方式:

品牌:
楚胜
类别:
冷藏车
型号:
HFC5043XLCP91K1C2V型
"
楚飞 东风145(13.4立方) 化工液体运输车,楚飞 东风145(13.4立方) 化工液体运输车是楚飞生产制造的化工液体运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
东风145(13.4立方)
报价:
暂无
"
东风 福田单桥 油罐车,福田单桥油罐车产品说明油罐车：专用性能特点：碳钢结构或不锈钢罐体，可内忖滚塑或玻璃钢板。,"
品牌:
东风
类别:
油罐车
型号:
福田单桥
报价:
暂无
"
东风 HFC5020XLCPW4E1B1D 冷藏车,HFC5020XLCPW4E1B1D冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
HFC5020XLCPW4E1B1D
"
东风 东风153 化工液体运输车,东风153化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
东风153
报价:
暂无
"
凌宇汽车 CLY9405GYYC2 46方运油半挂车,CLY9405GYYC2 46方运油半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。　罐体材料采用国产优质铝合金板材。特别是与国内铝合金厂家合作开发的特殊型号铝合金板材可用于制造铝合金保温罐车、承压罐车，用于部分运输温度较高的介质以及设计要求等级更高的介质（如甲醇等）。,"
品牌:
凌宇汽车
类别:
油罐车
型号:
CLY9405GYYC2
报价:
暂无
"
楚飞 东风牌DFL5250XLCBX5A型冷藏车（国四） ,楚飞 东风牌DFL5250XLCBX5A型冷藏车（国四） 是楚飞生产制造的动力方式为。,"
动力方式:

品牌:
楚飞
类别:
冷藏车
型号:
东风牌DFL5250XLCBX5A型冷藏车（国四）
"
凌宇汽车 CLY9405GRYA 48方不锈钢半挂车（易燃液体运输车）,CLY9405GRYA 48方不锈钢半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9405GRYA
报价:
暂无
"
东正 东风加油车 ,东正 东风加油车 是东正生产制造的。,"
品牌:
东正
类别:
油罐车
型号:
东风加油车
报价:
暂无
"
程力 箱长5.15米 东风多利卡冷藏车,东风多利卡D7驾驶室，玉柴130马力~朝柴156马力，东风5档变速箱。,"
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长5.15米
"
程力 东风140尖头化工液体运输车 ,程力 东风140尖头化工液体运输车 是程力生产制造的。,"
品牌:
程力
类别:
化工液体运输车
型号:
东风140尖头化工液体运输车
报价:
暂无
"
湖北合力 小金霸加油车 ,湖北合力 小金霸加油车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
油罐车
型号:
小金霸加油车
报价:
暂无
"
楚胜 HFC5043XLCP71K1C2V型 冷藏车,楚胜 HFC5043XLCP71K1C2V型 冷藏车是楚胜生产制造的动力方式为冷藏车。,"
动力方式:

品牌:
楚胜
类别:
冷藏车
型号:
HFC5043XLCP71K1C2V型
"
湖北合力 福田欧曼单桥化工液体运输车 ,湖北合力 福田欧曼单桥化工液体运输车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
化工液体运输车
型号:
福田欧曼单桥化工液体运输车
报价:
暂无
"
楚飞 福田时代（2.24立方） 加油车,楚飞 福田时代（2.24立方） 加油车是楚飞生产制造的加油车。,"
品牌:
楚飞
类别:
油罐车
型号:
福田时代（2.24立方）
报价:
暂无
"
东风 HFC5241XLCP2K1C54F 冷藏车,HFC5241XLCP2K1C54F冷藏车冷藏车是用来运输冷冻或保鲜的货物的封闭式厢式运输车，是装有制冷机组的制冷装置和聚氨酯隔热厢的冷藏专用运输汽车，常用于运输冷冻食品（冷冻车），奶制品（奶品运输车）、蔬菜水果（鲜货运输车）、疫苗药品（疫苗运输车）等。,"
动力方式:

品牌:
东风
类别:
冷藏车
型号:
HFC5241XLCP2K1C54F
"
楚飞 东风天锦（12立方） 化工液体运输车,楚飞 东风天锦（12立方） 化工液体运输车是楚飞生产制造的化工液体运输车。,"
品牌:
楚飞
类别:
化工液体运输车
型号:
东风天锦（12立方）
报价:
暂无
"
江特 小多利卡国四加油车 ,江特 小多利卡国四加油车 是江特生产制造的。,"
品牌:
江特
类别:
油罐车
型号:
小多利卡国四加油车
报价:
暂无
"
楚飞 东风凯普特EQ5050XLC4BDDAC型冷藏车 ,楚飞 东风凯普特EQ5050XLC4BDDAC型冷藏车 是楚飞生产制造的动力方式为。,"
动力方式:

品牌:
楚飞
类别:
冷藏车
型号:
东风凯普特EQ5050XLC4BDDAC型冷藏车
"
东风 东风153 化工液体运输车,东风153化工液体运输车产品说明化工车：专用性能特点：塑料（聚丙烯）罐体，可盛装有一定腐蚀性的化工液体。,"
品牌:
东风
类别:
化工液体运输车
型号:
东风153
报价:
暂无
"
楚胜 东风大多利卡14方加油车 ,楚胜 东风大多利卡14方加油车 是楚胜生产制造的。,"
品牌:
楚胜
类别:
油罐车
型号:
东风大多利卡14方加油车
报价:
暂无
"
程力 箱长4..08米~6.1米 福田奥铃冷藏车（天然气发动机）,福田奥铃系列驾驶室，空调、电动玻璃、动转、断气刹、液压翻转、ABS、中控锁、倒车雷达、定速巡航、大灯调节、刹车自调臂；5吨后桥，5档/6档变速箱。,"
动力方式:

品牌:
程力
类别:
冷藏车
型号:
箱长4..08米~6.1米
"
凌宇汽车 CLY9408GRYP 48方不锈钢半挂车（易燃液体运输车）,CLY9408GRYP 48方不锈钢半挂车　罐体外形借鉴欧、美设计风格，美观大方；多项，保证了产品的优越性能。在有限元分析的基础上设计的罐体，折边蝶形防波结构，能够承受更大的冲击，有效提高罐体强度。罐体材质选用国内品牌厂家生产的板材，材料耐腐蚀性更优，强度更高。,"
品牌:
凌宇汽车
类别:
化工液体运输车
型号:
CLY9408GRYP
报价:
暂无
"
