名称,介绍,详情
泰信机械 DTR-1505 全回转全套管钻机,泰信机械 DTR-1505 全回转全套管钻机是泰信机械生产制造的全回转全套管钻机。,"
品牌:
泰信机械
类别:
全套管钻机
型号:
DTR-1505
报价:
暂无
"
上海金泰 SH32 多功能钻机,SH32是在我公司明星产品SH30基础上的改进升级版，通过优化设计，改善液压系统，提高有效输出功率；通过增加下底盘重量，合理增减配重，达到加压力和起拔力的合理平衡，增加钻机入岩能力。,"
最大钻孔直径(m):

最大钻孔深度(m):

设备总重量(kg):
107000
发动机额定功率(kW):
299
"
力士 CTQ-D100 水平定向钻,力士 CTQ-D100 水平定向钻是力士生产制造的水平定向钻。,"
品牌:
力士
类别:
水平定向钻
型号:
CTQ-D100
报价:
暂无
"
卡萨阁蓝地 B400 KRC 液压抓斗,卡萨阁蓝地 B400 KRC 液压抓斗是卡萨阁蓝地生产制造的液压抓斗。,"
品牌:
卡萨阁蓝地
类别:
连续墙抓斗
型号:
B400 KRC
报价:
暂无
"
土力机械 SM-3 多功能微桩机,"SM-3多功能微桩机2，桅杆采用箱形结构，刚性好，重量轻。桅杆支撑结构为平行四边形结构,其特点是变幅范围大，可整机放倒，折叠，降低运输高度和长度并且节省了转场时的拆装时间；3，桅杆上装有垂直度检测仪，可以检测和现实桅杆的倾斜度,并可通过钻机的微动系统调整桅杆的垂直度;4，动力头带有高速甩土功能，可用于粘土卸土时使用；。","
品牌:
土力机械
类别:
锚杆钻机
型号:
SM-3
报价:
暂无
"
上工机械 H350MF 打桩锤,"H350MF液压打桩锤 利用液压能提升锤芯，继而依靠重力势能锤击桩端而入桩的一种结构形式简单的液压锤。其工作循环为：提锤、落锤、贯入、复位。
H350MF液压打桩锤结构紧凑，应用范围广，适应多种桩型的施工，广泛应用于建筑、桥梁、码头等桩基础施工建设。","
动力方式:
液压锤
品牌:
上工机械
类别:
打桩锤
型号:
H350MF
"
振中 JZB90/JZB200/JZB240 步履式多功能桩机,JZB90/JZB200/JZB240步履式多功能桩机JZB型步履沉拔桩架是我公司和北京建筑机械化研究院共同开发的采用船形轨道步履行走，三点支承的新型沉拔桩架。,"
动力方式:

品牌:
振中
类别:
压桩机
型号:
JZB90/JZB200/JZB240
"
四通重工 KQ200A型 潜孔钻机,四通重工 KQ200A型 潜孔钻机是四通重工生产制造的动力方式为潜孔钻机。,"
动力方式:

品牌:
四通重工
类别:
潜孔钻机
型号:
KQ200A型
"
上海振中 MD系列 中空式多功能钻孔机,MD系列中空式多功能钻孔机产品描述:MD型减速机中空式多功能钻孔机是日本建调株式会社的技术，是我公司与日本建调株式会社共同研制的新型产品。该产品安排在经过改装的履带式挖掘机上，具有体积小、结构紧凑、行动灵活。适应在施工场地狭小的地方。由于该设备工作重心低，具有很好的稳定性。MD型减速机中空式多功能钻孔机是日本建调株式会社的技术，是我公司与日本建调株式会社共同研制的新型产品。,"
动力方式:

品牌:
上海振中
类别:
长螺旋钻孔机
型号:
MD系列
"
德国宝峨 MC 128 BC 40 双轮铣槽机,德国宝峨 MC 128 BC 40 双轮铣槽机是德国宝峨生产制造的双轮铣槽机。,"
品牌:
德国宝峨
类别:
双轮铣
型号:
MC 128 BC 40
报价:
暂无
"
中联重科 ZRT320A 全回转钻机,ZRT320A全回转钻机主夹紧系统抱紧力提升10%，保压能力翻倍，回转、起拔不打滑，可靠性领先；采用新型双油缸辅助夹紧系统，可靠性加强，可夹持重量达200t。,"
品牌:
中联重科
类别:
全套管钻机
型号:
ZRT320A
报价:
暂无
"
恒天九五 JVR280D 旋挖钻机,JVR280D旋挖钻机主卷扬布置在桅杆的最下部，十分便于观察走绳；采用双折线绳槽卷筒，使各层之间的负荷均匀分布，大大延长了钢丝绳的使用寿命，提高施工安全性。液压系统使用先进的负载反馈技术，可使流量按需分配到系统各个工作装置，实现各种工况下的最佳匹配，泵、马达、阀、油管及管接头均采用进口产品，确保高可靠性。,"
最大钻孔直径(m):
2.5
最大钻孔深度(m):
85
设备总重量(kg):
80000
发动机额定功率(kW):
261
"
徐工 XZ960E 水平定向钻机,XZ960E水平定向钻机采用 高低速推拉旋转系统，柱塞变量马达实现动力头推拉高低速，增大钻机工况适应能力，提高施工效率。,"
品牌:
徐工
类别:
水平定向钻
型号:
XZ960E
报价:
暂无
"
泰信机械 KM260 伸缩臂抓斗,KM260伸缩臂抓斗快捷方便的城市垂直立体施工利器，方便城市狭小立体的施工空间:广泛应用于桥梁基坑、地铁基坑、地铁开挖逆作、清淤开挖等工程;简易的维护，低成本高收益，可靠的钢丝绳伸缩结构及成熟的触地保护技术，大大提高了钢丝绳的寿命;严格按照欧盟安全标准EN16228设计，满足动态及静态稳定性要求，保证施工安全。,"
品牌:
泰信机械
类别:
连续墙抓斗
型号:
KM260
报价:
暂无
"
永安 DZJ-400 零启动系列振动锤,DZJ-400零启动系列振动锤我公司生产的各种型号振动锤是引进国外先进技术，根据我国国情而设计的新型产品，其性能指标得到同类产品的国际先进水平。具有灌入力强、沉桩质量好、坚固耐用、故障少、使用维修方便、电源适应强、躁声低等特点；与桩架配套后，可沉混凝土灌注桩、混凝土扩底桩、石灰桩、砂桩、碎石桩；配上夹桩器后，可沉拔混凝土预制桩和各类钢桩。它是公路、桥梁、机场、建筑等基础施工的理想设备。,"
动力方式:

品牌:
永安
类别:
打桩锤
型号:
DZJ-400
"
恒天九五 JVY120A 压桩机,JVY120A压桩机JVY系列液压静力压桩机拥有多项国家，是一种新颖的环保型建筑施工设备，具有无污染、无噪声、无震动、压桩速度快、成桩质量高等显著特点，代表未来桩工机械的发展方向。JVY系列液压静力压桩机有10多个品种，压桩机从60吨-1200吨。采用品质优良的材料与元器件，独特的液压管路设计与加工方法，保证了液压系统的清洁与高可靠性，在源头上保证了产品的高品质。秉承“一切为了客户”的服务理念，提供个性化设计，为客户提供最佳解决方案。。,"
动力方式:

品牌:
恒天九五
类别:
压桩机
型号:
JVY120A
"
宏大钻孔 KQG138液压 潜孔钻机,KQG138液压潜孔钻机KQG138潜孔钻机是一种多用途内燃驱动的履带式液压自行式钻机，它装有大功率柴油发动机，强大的液压动力使您在大孔径钻凿和超深孔钻进中得心应手。KQG138钻机广泛适用于露天开采，道路修建，水电站坝基预裂爆破，挖沟，下水道钻凿中的水平孔，阶梯孔，横向孔的凿岩工序。,"
动力方式:

品牌:
宏大钻孔
类别:
潜孔钻机
型号:
KQG138液压
"
恒天九五 JU90型 多功能钻机（电旋挖/长螺旋）,JU90型多功能钻机（电旋挖/长螺旋）本产品在吸收了国内外同类产品的优点，同时克服了现有国内产品的弱点而设计的新一代桩工机械。整机采用了自行起架;整体运输的方式提高了安装效率，缩短准备时间，减少了人力劳动。整机功能方面也做了扩展，如根据施工需要不须任何改动只需改变顶部滑轮组的组合方式即可分别配置长螺旋和旋挖两种作业装置选购项;同时兼顾了挂各种锤的功能。主要性能特点：-底盘机构。,"
动力方式:

品牌:
恒天九五
类别:
长螺旋钻孔机
型号:
JU90型
"
土力机械 SC135 卷管式铣槽机,土力机械 SC135 卷管式铣槽机是土力机械生产制造的卷管式铣槽机。,"
品牌:
土力机械
类别:
双轮铣
型号:
SC135
报价:
暂无
"
上工机械 DAG1300 钢立柱植入设备,AG系列钢立柱植入设备是一种新型钢立柱施工设备，主要用于深层开挖、软弱地层开挖和靠近建筑物施工的盖挖逆作工法。DAG系列钢立柱植入设备配置两套楔形液压夹紧装置和高精度垂直控制系统，既可以将钢立柱植入到初凝前的混凝土中，也可以先植钢立柱再浇混凝土。一台设备轻松包办两种钢立柱施工工艺，解决了传统钢立柱施工配套设备多、精度低、成本高、效率慢等缺点。,"
品牌:
上工机械
类别:
全套管钻机
型号:
DAG1300
报价:
暂无
"
富岛机械 CD856A全液压 旋挖钻机,CD856A全液压旋挖钻机采用了伸缩桅杆结构，结构简单，便于运输。2动力头采用下导向结构，保证了钻杆和地面的垂直度，使钻杆安装方便，提高了施工效率，增加了安全性。3U型联接臂使重心更稳，驾驶员可以方便地观察到施工时的状况。,"
最大钻孔直径(m):
1.6
最大钻孔深度(m):
56
设备总重量(kg):
38000
发动机额定功率(kW):
108
"
钻通 ZT-600型 非开挖铺管钻机,钻通 ZT-600型 非开挖铺管钻机是钻通生产制造的非开挖铺管钻机。,"
品牌:
钻通
类别:
水平定向钻
型号:
ZT-600型
报价:
暂无
"
三一重工 SH700 连续墙液压抓斗,"泵、阀、发动机等核心部件，采用联合设计，由国际著名制造商制造确保品质优异，满足三一-客户等专业需求，SH700抓斗是一款大型地下连续墙专用施工设备，适用于地铁、机场、旧城改造、水利建设等场
景的地下墙体或深基坑的修建。","
品牌:
三一重工
类别:
连续墙抓斗
型号:
SH700
报价:
暂无
"
上海振中 DZPJ系列 免共振变频振动锤,DZPJ系列免共振变频振动锤DZPJ系列免共振变频振动锤变频变矩电驱振动桩锤是由我公司吸收国内外先进技术自主开发研制的最新一代系列产品，是目前国内外最先进的振动桩锤。该系列振动锤的最大机构特点是利用液压控制偏心力矩变换装置，使振动锤在起动、停机及运行过程中从0至设计最大值的无级调节偏心力矩。DZPJ无级调频调矩电驱振动桩锤的优越性：。,"
动力方式:

品牌:
上海振中
类别:
打桩锤
型号:
DZPJ系列
"
海天路矿 民用庄机 ,海天路矿 民用庄机 是海天路矿生产制造的动力方式为。,"
动力方式:

品牌:
海天路矿
类别:
压桩机
型号:
民用庄机
"
高时 QCDZC-90D 轻型电动液压垂直钻车,高时 QCDZC-90D 轻型电动液压垂直钻车是高时生产制造的动力方式为电动轻型电动液压垂直钻车。,"
动力方式:
电动
品牌:
高时
类别:
潜孔钻机
型号:
QCDZC-90D
"
振中 MD30 MD50/MD55/MD60/MD120 中空式多功能钻孔机,MD30MD50/MD55/MD60/MD120MD型减速机中空式多功能钻孔机是日本建调株式会社的技术，是我公司与日本建调株式会社共同研制的新型产品。该产品安排在经过改装的履带式挖掘机上，具有体积小、结构紧凑、行动灵活。适应在施工场地狭小的地方。由于该设备工作重心低，具有很好的稳定性。该产品有强劲的回转动力，适用于钢管桩、地基改良混凝土桩及长螺旋钻孔桩等多种工法。,"
动力方式:

品牌:
振中
类别:
长螺旋钻孔机
型号:
MD30 MD50/MD55/MD60/MD120
"
徐工 XTC80/85 双轮铣槽机,XTC80/85双轮铣槽机整机性能可靠，稳定性高，全断面铣削、破岩能力强，可满足各种工况施工要求。,"
品牌:
徐工
类别:
双轮铣
型号:
XTC80/85
报价:
暂无
"
泰信机械 DTR-1305 全回转全套管钻机,泰信机械 DTR-1305 全回转全套管钻机是泰信机械生产制造的全回转全套管钻机。,"
品牌:
泰信机械
类别:
全套管钻机
型号:
DTR-1305
报价:
暂无
"
三力机械 SLR360 旋挖钻机,SLR360旋挖钻机钻杆系统采用3-5节全伸缩式的钻杆，不工作时完全收缩;钻孔工作时根据钻孔的不同深度依次伸出;提钻时按从内向外的顺序顺次收回。,"
最大钻孔直径(m):
2.2
最大钻孔深度(m):
82
设备总重量(kg):
70000
发动机额定功率(kW):
232
"
福龙钻 YK-800 水平定向钻,YK-800深基坑钻机主要用于排污管道非开挖铺设，适用于直径2.4米以上排污工作井内作业（可定制直径2米井用深基坑钻机）。,"
品牌:
福龙钻
类别:
水平定向钻
型号:
YK-800
报价:
暂无
"
德国宝峨 GB 80 S 地下连续墙液压抓斗,德国宝峨 GB 80 S 地下连续墙液压抓斗是德国宝峨生产制造的地下连续墙液压抓斗。,"
品牌:
德国宝峨
类别:
连续墙抓斗
型号:
GB 80 S
报价:
暂无
"
振冲机械 BIV150E-426 孔口填料振冲器,"从孔口填入碎石或回填砂；
最常用的振冲施工设备；
通常用于振冲挤密和振冲置换施工；
最经济有效的振冲施工法","
动力方式:

品牌:
振冲机械
类别:
打桩锤
型号:
BIV150E-426
"
三力机械 LGZ35 螺杆桩机,"LGZ35螺杆桩机螺杆桩成桩工法采用同步和非同步技术成孔成桩非同步技术:钻具每旋转两转以上,钻具下钻或上提一个螺距,如Φ400的桩的螺距就为400,Φ500的桩螺距就为500,螺杆桩上部就采用非同步技术挤压形成圆柱形土体洞或圆柱形桩;同步技术:钻具每旋转一转,钻具下降或上提一个螺距,螺杆桩下部就采用同步技术形成螺纹形土体或螺纹形桩。","
动力方式:

品牌:
三力机械
类别:
压桩机
型号:
LGZ35
"
志高 ZEGA UP45 履带式潜孔采矿钻机,ZEGAUP45ZEGAUP45履带式潜孔采矿钻机是一款我司自行研发的新型、高效、专业的地下中深孔钻机。主要用于地下采矿、抢险救灾、水利工程及铁路锚固等工程。该机吸收进口采矿钻机的工作能力、特点，结合国内中深孔钻工艺和行情。一次性购置成本低，使用及维护成本低，耗材资源丰富，上手简单。关键液压、电气元件使用进口品牌。确保产品在地下恶劣环境中使用的可靠性。控制系统已在市场得到充分验证，性能稳定可靠。柴电双动力：柴油发电机负责行走，具备高、低2中行走速度；电动机负责工作，节能，低噪音。使用水雾除尘，改善周边空气环境，水量可按照实际工况调节，缺水时报警提醒。。,"
动力方式:

品牌:
志高
类别:
潜孔钻机
型号:
ZEGA UP45
"
徐工 XR180D CAF 长螺旋钻孔机,XR180DCAF采用旋挖钻机专用液压伸缩式TDP系列履带底盘和大直径回转支承，满足超强的稳定性和运输的便捷性。采用原装进口的康明斯电控涡轮增压发动机，动力强劲，排放满足欧Ⅲ排放标准。,"
动力方式:

品牌:
徐工
类别:
长螺旋钻孔机
型号:
XR180D CAF
"
德国宝峨 MC 96 BC 40 双轮铣槽机,德国宝峨 MC 96 BC 40 双轮铣槽机是德国宝峨生产制造的双轮铣槽机。,"
品牌:
德国宝峨
类别:
双轮铣
型号:
MC 96 BC 40
报价:
暂无
"
中联重科 ZRT320H 全回转钻机,ZRT320H全回转钻机主夹紧系统抱紧力提升10%，系统保压能力提升50%，回转、起拔过程不打滑，高可靠性辅助夹紧系统，大深度、大口径全套管引拔更安全、更可靠。,"
品牌:
中联重科
类别:
全套管钻机
型号:
ZRT320H
报价:
暂无
"
利勃海尔 LB系列 旋挖钻机,基于非常坚固的桩架和平行运动的支撑机构，利勃海尔旋挖钻机具有非常的多用性和理想的工作精度。钢丝绳进给系统提供了非常高的下压力和提拉力，显著地提高了钻机的性能。无级变速的回转动力头可以根据不同的地层自动匹配输出扭矩和转速。动力头扭矩180kNm至510 kNm。,"
最大钻孔直径(m):

最大钻孔深度(m):

设备总重量(kg):

发动机额定功率(kW):

"
谷登机械 GD6000-TT型 水平定向钻,GD6000-TT型水平定向钻动力头旋转与推拉采用闭式回路，其它辅助机构采用开式回路。夹钳采用负载敏感控制，可有效保护系统，延长使用寿命，节约燃料。主机及动力站移动采用拖板式，便于运输。10台推拉马达采用手动离合器操作，可轮流替换使用，以延长马达及减速机使用寿命。动力头推拉传动形式为齿轮/齿条。主轴浮动，方便钻杆卸扣，消除交变应力，避免漏浆。,"
品牌:
谷登机械
类别:
水平定向钻
型号:
GD6000-TT型
报价:
暂无
"
土力机械 GH-15 液压抓斗,GH-15液压抓斗特点：土力公司抓斗设计理念为地连墙开挖领域带来了一项技术创新。各种型号的抓斗可配3导杆导向系统或可旋转的2导杆导向系统。,"
品牌:
土力机械
类别:
连续墙抓斗
型号:
GH-15
报价:
暂无
"
上工机械 D300  (1:3) 筒式柴油打桩锤,"D系列筒式柴油打桩锤强劲有力、打击能量大、油耗低、故障率低、持续施工作业时间长，可选配双燃油泵系统、开式和半开式悬挂装置或新型浮动式桩帽，满足各种施工作业要求。
上工机械系列桩锤适用于各种桩型(混凝土桩、预制桩、钢管桩、钢板桩等)，广泛运用于跨海大桥、海上石油钻井平台、海上风电场、深水港码头和海上人工岛围海等大型工程项目建设。","
动力方式:
柴油锤
品牌:
上工机械
类别:
打桩锤
型号:
D300  (1:3)
"
新天和 ZYC1200B 液压静力压桩机,ZYC1200B液压静力压桩机预制桩的静压施工是利用静压力将预制桩平稳地压入地基的一种新型环保桩基础施工法。到八十年代随着压桩机械的发展和环保意识的增强逐步得到推广。目前静力压桩施工法已经在国内桩基础施工中普遍采用，并且除预制桩使用静力压桩外，H型钢桩和其它的异型钢桩也普遍采用了静力压桩施工法。工作原理：先利用液压静力夹持预制桩或H桩及其他异型刚桩，然后将被夹持的桩通过液压静力压入地基。,"
动力方式:

品牌:
新天和
类别:
压桩机
型号:
ZYC1200B
"
临工重机 SD170 潜孔钻机,孔径覆盖范围广，可配6寸冲击器，最大开孔孔径可达178mm，具有山特维克钻孔技术的世界一流潜孔冲击器和钻头，马达推进，同工况下比同类型产品钻孔效率高15%-20%；,"
动力方式:

品牌:
临工重机
类别:
潜孔钻机
型号:
SD170
"
方圆 JZW90 螺纹桩机,JZW90螺纹桩机动力头减速机采用特制的大减速比、大扭矩的三环减速机。电机采用变频调速，从而实现各种工况下的转速无级调速。卷扬机首次采用了大直径、单层双绕绳卷筒的液压绞车作为主卷扬提升系统。供油液压泵采用变频调速电机驱动，实现无级调速。在绕绳方式上，卷扬机上的一个闭环带动动力头上的闭环绕绳，两个闭环保证了动力头的精确升降，从而保证了精确螺纹的形成。,"
动力方式:

品牌:
方圆
类别:
长螺旋钻孔机
型号:
JZW90
"
德国宝峨 MC 86 BCM 10 双轮铣深搅设备,德国宝峨 MC 86 BCM 10 双轮铣深搅设备是德国宝峨生产制造的双轮铣深搅设备。,"
品牌:
德国宝峨
类别:
双轮铣
型号:
MC 86 BCM 10
报价:
暂无
"
上工机械 CRD3205H 全回转式全套管钻机,"全回转钻机是一种可以驱动套管做360度回转的全套管施工设备，全套管钻机的工作装置由冲抓斗和全套管装置两部分组成。即利用两只摇动液压缸的伸缩使套管绕其中心以一定的角度往复转动，从而使套管最下端的切削齿剪切土壤，降低套管压入阻力；靠另外两只液压油缸将套管压入或从土中拔出。
该设备的应用领域主要涉及地下障碍物（包括旧的混凝土预制桩、灌注桩、钢管桩、钢板桩等）的拔除和置换，城市和沿海地区软基或硬岩地区钻进成孔、复杂破碎的填石填海地层、沿海滩涂和地下水丰富的砂层、卵砾石地层、喀斯特地层的灌注桩施工。该工法技术灵活多样、机械化程度高，具有施工安全、可靠，成孔垂精度高、无泥浆污染等特点。在日本已经形成1000~3200mm的系列产品。","
品牌:
上工机械
类别:
全套管钻机
型号:
CRD3205H
报价:
暂无
"
中车 TR368HW 旋挖钻机,中车 TR368HW 旋挖钻机是中车生产制造的扭矩(kN•m)为旋挖钻机，TR368HW的最大钻孔直径(m)为。,"
最大钻孔直径(m):

最大钻孔深度(m):

设备总重量(kg):

发动机额定功率(kW):

"
恒天九五 JVD-450 水平定向钻,JVD-450水平定向钻电路简单，故障率低；采用高性能合金钢齿轮齿条推拉，效率高，工作平稳；先进的液压系统比传统液压系统提高15-20%的工作效率，减少系统中的发热量50%，可节能15-20%；主要部件选用国际国内一流液压元件生产商配套，大大提高了产品性能的可靠性；适用φ89×5m钻杆；驾驶室线控两用行走系统，确保行走过程的安全。,"
品牌:
恒天九五
类别:
水平定向钻
型号:
JVD-450
报价:
暂无
"
上海金泰 SG50D 液压连续墙抓斗,"SG50D是在我公司明星产品SG50A基础上的升级版，通
过优化上底盘设计，增加发动机功率，优化液压系统，
提高有效输出功率；主机的零部件布局更合理，散热
好，便于维修保养，施工效率高，有效的节省燃油。","
品牌:
上海金泰
类别:
连续墙抓斗
型号:
SG50D
报价:
暂无
"
永安 DZJ-300 零启动系列振动锤,DZJ-300零启动系列振动锤我公司生产的各种型号振动锤是引进国外先进技术，根据我国国情而设计的新型产品，其性能指标得到同类产品的国际先进水平。具有灌入力强、沉桩质量好、坚固耐用、故障少、使用维修方便、电源适应强、躁声低等特点；与桩架配套后，可沉混凝土灌注桩、混凝土扩底桩、石灰桩、砂桩、碎石桩；配上夹桩器后，可沉拔混凝土预制桩和各类钢桩。它是公路、桥梁、机场、建筑等基础施工的理想设备。,"
动力方式:

品牌:
永安
类别:
打桩锤
型号:
DZJ-300
"
东达 YZYP200型抱压式液压静力 压桩机,"YZYP200型抱压式液压静力压桩机该产品是利用液压传动进行静力压桩的一种基础施工机械，适用于新区建设及旧城改造等城市建设的需要,尤其在发达的沿海地区及人口密集地作业时,更能发挥其优势。产品特点：该压桩机为抱压式压桩，可一次压入大长度的预制桩，但对桩的混凝土强度要求较高;施工中振动小、噪音低、无污染;施工质量好、拆装运输方便。","
动力方式:

品牌:
东达
类别:
压桩机
型号:
YZYP200型抱压式液压静力
"
勤牛 QND210 切削钻机,QND210切削钻机QND210切削钻机自动换杆钻机广泛适用于露天矿山、采石场及各种台阶开挖中硬岩层甚至极硬岩层的爆破钻孔。,"
动力方式:

品牌:
勤牛
类别:
潜孔钻机
型号:
QND210
"
上工机械 DRA180/180 多功能套管螺旋钻机,"DRA系列多功能套管螺旋钻机是上工机械在吸收国内外先进技术和经验的基础上， 创新研发的一项拥有自主知识产权的新型钻机产品。
DRA系列多功能套管螺旋钻机主要由可分离式的双动力头和电气控制系统构成，配 置套管螺旋钻杆及潜孔锤等组合钻具，可进行多功能、多用途施工，特别是能在卵 石漂石层及坚硬岩层等复杂地层完成高效率钻孔。具有成桩孔径、孔壁形状规整， 质量好，垂直精度高，施工无泥浆污染等特点，是一种环保型的桩工机械新产品， 符合国家节能减排绿色施工的政策要求，具有良好的经济社会效益和广阔的市场推 广前景。","
动力方式:

品牌:
上工机械
类别:
长螺旋钻孔机
型号:
DRA180/180
"
德国宝峨 MC 64 BC 40 双轮铣槽机,德国宝峨 MC 64 BC 40 双轮铣槽机是德国宝峨生产制造的双轮铣槽机。,"
品牌:
德国宝峨
类别:
双轮铣
型号:
MC 64 BC 40
报价:
暂无
"
上工机械 CRD2605H 全回转式全套管钻机,"全回转钻机是一种可以驱动套管做360度回转的全套管施工设备，全套管钻机的工作装置由冲抓斗和全套管装置两部分组成。即利用两只摇动液压缸的伸缩使套管绕其中心以一定的角度往复转动，从而使套管最下端的切削齿剪切土壤，降低套管压入阻力；靠另外两只液压油缸将套管压入或从土中拔出。
该设备的应用领域主要涉及地下障碍物（包括旧的混凝土预制桩、灌注桩、钢管桩、钢板桩等）的拔除和置换，城市和沿海地区软基或硬岩地区钻进成孔、复杂破碎的填石填海地层、沿海滩涂和地下水丰富的砂层、卵砾石地层、喀斯特地层的灌注桩施工。该工法技术灵活多样、机械化程度高，具有施工安全、可靠，成孔垂精度高、无泥浆污染等特点。在日本已经形成1000~3200mm的系列产品。","
品牌:
上工机械
类别:
全套管钻机
型号:
CRD2605H
报价:
暂无
"
泰信机械 KR125A 整体运输式全液压旋挖钻机,KR125A旋挖钻机性能特点：领先的整体运输式全液压旋挖钻机，实现运输状态与施工状态快速转换；与天津大学数控与液压技术研究所合作研制的高性能液压系统和控制系统，实现钻机的高效施工和实时监控；高安全性，严格按照欧盟安全标准EN16228设计，满足动态与静态稳定性要求，保证施工安全。,"
最大钻孔直径(m):
1.3/1.5
最大钻孔深度(m):
37/43
设备总重量(kg):
35000
发动机额定功率(kW):

"
北方交通 ZDY3200L 坑道钻机,ZDY3200L是北方交通根据我国煤矿地质实际情况和用户需求开发的常规全液压坑道钻机，主要用于煤矿瓦斯抽排放钻孔、探放水钻孔，也可用于勘探钻孔及各种工程钻孔。钻机由履带行走总成、车身回转总成、给进机构总成及液压系统、稳固装置、电气系统及钻具组成。采用模块化设计，具有结构紧凑、体积小，拆装方便的特点。,"
品牌:
北方交通
类别:
水平定向钻
型号:
ZDY3200L
报价:
暂无
"
中联重科 ZDG750 地下连续墙液压抓斗,ZDG750地下连续墙液压抓斗具有超大闭合力，斗体切削能力强，斗体重量提升，配有模块化配重，重量组合方便、多样，单层钢丝绳主卷扬结构，有效提高钢丝绳使用寿命。,"
品牌:
中联重科
类别:
连续墙抓斗
型号:
ZDG750
报价:
暂无
"
上海振中 DZPJ480型 无级可控调频调矩振动桩锤-卧式结构,DZPJ480型无级可控调频调矩振动桩锤-卧式结构卧式结构的DZPJ480振动桩锤，完全能满足当今社会大型基础施工之需求。此产品配备了2台专用的耐振变频电机，具有单台功率大、工作效率高、施工成本低、适用土层广的优点。通过力矩和频率的调节，能使振动锤减幅高速转动：应用水循环散热技术，能使振动锤在满负荷工况下长时间工作；而由立式结构改良为卧式结构，使整机重心降低、提高了产品工作的稳定性，增大了有效作业高度。目前分为横梁式和悬挂式两种。,"
动力方式:

品牌:
上海振中
类别:
打桩锤
型号:
DZPJ480型
"
方圆 JZL120 电动履带式压桩机,JZL120电动履带式压桩机立柱标准高度38m，可根据实际工程要求进行组合，将立柱安装成不同高度。立柱采用三点支撑方式，斜撑调整采用摆线减速机构，调整方便、可靠。整机总长14m，总宽2m，立柱与平台采用十字轴联结形式。行走系统全电力控制，配备重型挖掘机专用链条，800mm宽履带板，履带接地长度5m。主卷扬采用油压式双制动、串电阻调速，运行平稳、可靠。额定起拔力为80t；。,"
动力方式:
电动
品牌:
方圆
类别:
压桩机
型号:
JZL120
"
中联重科 ZDH115S 分体式潜孔钻机,中联重科分体式潜孔钻机性能可靠、造型美观，配备高可靠性的元器件、先进的电气控制、优化的发动机功率匹配等关键成熟技术，整机设计达到国际先进水平，可以广泛用于各种硬度的天然石料的钻孔处理及矿山领域。,"
动力方式:

品牌:
中联重科
类别:
潜孔钻机
型号:
ZDH115S
"
富岛机械 FDL32 长螺旋钻孔机,FDL32长螺旋钻孔机1动力头：液压动力头扭矩大，质量轻，转速高低可调。整机稳定性高，解决了钻机工作容易出现的卡钻、卸土难等问题。2卷扬机：液压卷扬提升力大，提升力大小可调。3加压装置：采用卷扬机加压，解决传统长螺旋旋挖钻机针对复杂地层进尺难问题。4控制系统：采用先导液压手柄控制，操作灵活，动作平稳。5一机多用：通过更换工作装置，可快捷实现一机多用。,"
动力方式:

品牌:
富岛机械
类别:
长螺旋钻孔机
型号:
FDL32
"
德国宝峨 MC 64 BCM 10 双轮铣深搅设备,德国宝峨 MC 64 BCM 10 双轮铣深搅设备是德国宝峨生产制造的双轮铣深搅设备。,"
品牌:
德国宝峨
类别:
双轮铣
型号:
MC 64 BCM 10
报价:
暂无
"
上工机械 DTR2106H 全回转式全套管钻机,"全回转钻机是一种可以驱动套管做360度回转的全套管施工设备，全套管钻机的工作装置由冲抓斗和全套管装置两部分组成。即利用两只摇动液压缸的伸缩使套管绕其中心以一定的角度往复转动，从而使套管最下端的切削齿剪切土壤，降低套管压入阻力；靠另外两只液压油缸将套管压入或从土中拔出。
该设备的应用领域主要涉及地下障碍物（包括旧的混凝土预制桩、灌注桩、钢管桩、钢板桩等）的拔除和置换，城市和沿海地区软基或硬岩地区钻进成孔、复杂破碎的填石填海地层、沿海滩涂和地下水丰富的砂层、卵砾石地层、喀斯特地层的灌注桩施工。该工法技术灵活多样、机械化程度高，具有施工安全、可靠，成孔垂精度高、无泥浆污染等特点。在日本已经形成1000~3200mm的系列产品。","
品牌:
上工机械
类别:
全套管钻机
型号:
DTR2106H
报价:
暂无
"
迪万伦 DR375H 国四 旋挖钻机,DR375H适用于房建、桥梁、市政场馆等中大型桩基础工程，在硬岩等地层施工入岩能力强、施工效率高，整机拆装运输灵活方便。,"
最大钻孔直径(m):
2.5
最大钻孔深度(m):
摩阻杆100m/机锁杆65m
设备总重量(kg):
115000
发动机额定功率(kW):
331
"
德威土行孙 DDW-110 水平定向钻,DDW-110水平定向钻该定向钻机为橡胶履带底盘，体积小，移动灵活。给进、回拖为马达-链条机构，动力头回转采用单马达驱动，配有机载泥浆泵150L/min和开放式控制室。本钻机适应于市区狭小空间管道穿越的施工。,"
品牌:
德威土行孙
类别:
水平定向钻
型号:
DDW-110
报价:
暂无
"
