名称,介绍,详情
恒润高科 HHR5310JQJ20 桥梁检测车,"HHR5310JQJ20桥梁检测车公司采用先进的管理;拥有较强的技术力量,工艺装备完善,生产检验设备齐全,有足够的能力保证产品的生产一致性。","
品牌:
恒润高科
类别:
检测车
型号:
HHR5310JQJ20
报价:
暂无
"
泰沃 MGH双梁龙门起重机 ,MGH双梁龙门起重机双梁龙门起重机适用于公路、桥梁、电厂等建设工厂进行一般的装卸及起重搬运作业，配用吊具可做集装箱作业。本起重机由桥架、大车运行机构、小车、电器设备等组成，全部机构均在操作室内操作。起重机导电分为电缆和滑触线两种，订货时任选一种，选用本起重机时需填写订货规范表，须注明使用时工作环境的最低温度和最高温度以及电源等。双主梁门式起重机承载能力强，跨度大、整体稳定性好，品种多，。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
MGH双梁龙门起重机
报价:
暂无
"
徐工 TJ900 架桥机,徐工 TJ900 架桥机是徐工生产制造的架桥机。,"
品牌:
徐工
类别:
架桥机
型号:
TJ900
报价:
暂无
"
徐工 TY450 运梁车,TY450运梁车“机-电-液-气”相结合的高技术产品。采用静液压闭环驱动、全液压悬挂系统、全液压独立转向以及整车液压升降自动调平。采用工业级微机来控制驱动、转向、升降和调平，同时能够实现直行、斜行、八字转向、半八字转向等多种运行模式。整机运行非常灵活，可实现无滑移或少滑移行驶，可以在较小的场地完成工作任务。,"
品牌:
徐工
类别:
运梁车
型号:
TY450
报价:
暂无
"
徐工 14米臂架式 桥梁检测车,14米臂架式桥梁检测车底盘选用原装瑞典VOLVO或国产东风解放底盘，动力十足，驾驶室豪华舒适，特别适合长途工作。,"
品牌:
徐工
类别:
检测车
型号:
14米臂架式
报价:
暂无
"
华中建机 MGh系列 桁架梁龙门吊,MGh系列桁架梁龙门吊MGh系列桁架梁龙门吊桁架梁龙门吊是华中建机研制的一种传统梁型的龙门吊，凝聚了华中建机20年机械设计经验，该系列龙门吊具有重量轻，抗风性好，价格低等优点，适合小型梁场及小吨位货物的起吊。采用桁架梁做为主结构，自重轻。抗风性能好。整机提升速度快，移动速度快。,"
品牌:
华中建机
类别:
桥梁式门式起重机
型号:
MGh系列
报价:
暂无
"
大方 DF50/150型 架桥机,大方 DF50/150型 架桥机是大方生产制造的架桥机。,"
品牌:
大方
类别:
架桥机
型号:
DF50/150型
报价:
暂无
"
大方 DCY250 型动力平板运输车,大方 DCY250 型动力平板运输车是大方生产制造的型动力平板运输车。,"
品牌:
大方
类别:
运梁车
型号:
DCY250
报价:
暂无
"
宇通重装 ZYM5262JQJ12D622HZ 跨越款3桥22米PLUS 桥梁检测车,宇通桥梁检测车具备安全、可靠、轻量化等主要特点，致力于成为中国路、桥、隧检测、养护一揽子方案专业供应商。,"
品牌:
宇通重装
类别:
检测车
型号:
ZYM5262JQJ12D622HZ
报价:
暂无
"
泰沃 MH 型电动葫芦门式起重机（单边外悬） ,MH型电动葫芦门式起重机（单边外悬）主要用于室外的货场、料场货、散货的装卸作业。它的金属结构像门形框架，承载主梁下安装两条支脚，可以直接在地面的轨道上行走，主梁两端可以具有外伸悬臂梁.MH型电动葫芦门式起重机与CDMD等型号的电动葫芦配套使用，是一种有轨运行的中小型起重机。其适用起重量1-30吨，适用跨度为8-30米，工作环境在广泛用于工厂、仓库、料场等不同场合吊运货物，。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
MH 型电动葫芦门式起重机（单边外悬）
报价:
暂无
"
华中建机 THQ900 过隧道架桥机,THQ900过隧道架桥机THQ系列过隧道架桥机是华中建机针对高铁建设中遇到的多隧道工程而研制的一种新型高铁架桥机，整机可以由运梁车直接拖运过隧道，既减少了架桥机和运梁车的多次拆装费用，又保证了施工安全，适合隧桥连续施工的工地架桥使用。可以架设桥梁和隧道相连和工程，减少了多次拆装费用，提高施工效率。,"
品牌:
华中建机
类别:
架桥机
型号:
THQ900
报价:
暂无
"
徐工 TY200 运梁车,TY200运梁车“机-电-液-气”相结合的高技术产品。采用静液压闭环驱动、全液压悬挂系统、全液压独立转向以及整车液压升降自动调平。采用工业级微机来控制驱动、转向、升降和调平，同时能够实现直行、斜行、八字转向、半八字转向等多种运行模式。整机运行非常灵活，可实现无滑移或少滑移行驶，可以在较小的场地完成工作任务。,"
品牌:
徐工
类别:
运梁车
型号:
TY200
报价:
暂无
"
恒润高科 HHR5250JQJ12型 桥梁检测车,恒润高科 HHR5250JQJ12型 桥梁检测车是恒润高科生产制造的桥梁检测车。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5250JQJ12型
报价:
暂无
"
华中建机 电动单梁桥式起重机 ,电动单梁桥式起重机单梁桥式起重机其结构特点是电动葫芦或手动单轨小车沿主梁工字钢下翼缘运行，进行物料搬运作业，通常用于车间、仓库等物料搬运作业，其中手动单梁起重机用于不允许用电或无电源场合。配合马达抓斗或单轨抓斗还可用于散装物料搬运作业。起重机结构紧凑，操作灵活，既可用于地面操作，也可用于司机室操作。特殊要求情况下，还可以进行遥控操作。是工业生产或贮运不可缺少的装备。,"
品牌:
华中建机
类别:
桥梁式门式起重机
型号:
电动单梁桥式起重机
报价:
暂无
"
徐工 TJ900S 架桥机,徐工 TJ900S 架桥机是徐工生产制造的架桥机。,"
品牌:
徐工
类别:
架桥机
型号:
TJ900S
报价:
暂无
"
大方 DCY125 型动力平板运输车,大方 DCY125 型动力平板运输车是大方生产制造的型动力平板运输车。,"
品牌:
大方
类别:
运梁车
型号:
DCY125
报价:
暂无
"
徐工 18米臂架式 桥梁作业车,18米臂架式桥梁作业车双动力系统液压系统部分进口进口原装遥控器比例式操作工作平台液压伺服调平桥下检修状态全程监控工作平台负载实时监控臂架式桥梁检测作业车特点控制阀进口电液比例控制阀，抗污染能力强，反应灵敏，比例性能卓越。,"
品牌:
徐工
类别:
检测车
型号:
18米臂架式
报价:
暂无
"
泰沃 MG双梁龙门起重机（不带外悬） ,MG双梁龙门起重机（不带外悬）双梁龙门起重机适用于公路、桥梁、电厂等建设工厂进行一般的装卸及起重搬运作业，配用吊具可做集装箱作业。本起重机由桥架、大车运行机构、小车、电器设备等组成，全部机构均在操作室内操作。起重机导电分为电缆和滑触线两种，订货时任选一种，选用本起重机时需填写订货规范表，须注明使用时工作环境的最低温度和最高温度以及电源等。双主梁门式起重机承载能力强，跨度大、整体稳定性好，品种多，。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
MG双梁龙门起重机（不带外悬）
报价:
暂无
"
大方 P600 阶段拼装型架桥机,大方 P600 阶段拼装型架桥机是大方生产制造的阶段拼装型架桥机。,"
品牌:
大方
类别:
架桥机
型号:
P600
报价:
暂无
"
徐工 TY180运梁车 运梁车,徐工 TY180运梁车 运梁车是徐工生产制造的运梁车。,"
品牌:
徐工
类别:
运梁车
型号:
TY180运梁车
报价:
暂无
"
宇通重装 ZYM5252JQJ12D620HZ 经典款3桥20米PLUS桥梁检测车,宇通桥梁检测车具备安全、可靠、轻量化等主要特点，致力于成为中国路、桥、隧检测、养护一揽子方案专业供应商。,"
品牌:
宇通重装
类别:
检测车
型号:
ZYM5252JQJ12D620HZ
报价:
暂无
"
华中建机 电动双梁桥式起重机 ,电动双梁桥式起重机双梁桥式起重机其结构特点是具有起升及运行机构的小车位于桥架上运行，金属结构为箱形双主梁形式。按照取物装置特点分类为吊钩、抓斗、电磁以及多用途桥式起重机，主要用于矿山、工厂、码头及仓库等作业频繁的物料搬运场站。淬火起重机作为热处理工艺装备具有高速下降特性。冶金铸造起重机适用于运钢水包，是冶炼工业必不可少的设备。采用现代科技手段，可使起重机的任何一个机构具备调速性能。还可配用旋转吊钩用于高层堆放作业。该设备结构采用双箱形主梁门架结构，能适应大吨位门式起重机强度、刚度及稳定的要求。大车运行速度快，生产效率高。可以配备不同吊具，满足不同场合的吊装要求。。,"
品牌:
华中建机
类别:
桥梁式门式起重机
型号:
电动双梁桥式起重机
报价:
暂无
"
华中建机 HZQ系列 公铁两用架桥机,HZQ系列公铁两用架桥机HZQ系列公铁两用架桥机公铁两用架桥机是一种箱形双梁架桥机，它吸取借鉴中外各类架桥机的特点和我厂公路架桥机的成功经验，根据部分铁路建设路基少、桥隧多、桥隧紧密相连的特点，依据《起重机设计手册》《起重机安全规程手册》《铁路架桥机架梁手册》等有关技术资料的标准规范及要求。我公司与施工单位经过多方认真研究反复探讨，多次修改设计方案，设计制造了这种新型架桥机。高度较低，而且整机能穿过隧道，能在隧道内喂梁。,"
品牌:
华中建机
类别:
架桥机
型号:
HZQ系列
报价:
暂无
"
大方 DCY180 型动力平板运输车,大方 DCY180 型动力平板运输车是大方生产制造的型动力平板运输车。,"
品牌:
大方
类别:
运梁车
型号:
DCY180
报价:
暂无
"
恒润高科 HHR5253JQJ08 桥梁检测车,恒润高科 HHR5253JQJ08 桥梁检测车是恒润高科生产制造的桥梁检测车。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5253JQJ08
报价:
暂无
"
泰沃 QDY双梁桥式起重机 ,QDY双梁桥式起重机QDY型铸造起重机是指起重量在75t含75t及以下用于吊运钢水包或其它熔融金属液体的专用起重设备。QDY型铸造起重机一般采用梁单小车型式，主梁为箱型结构、正轨、桥架有主梁和端梁以及走台、走台栏杆。采用空操时，从司机室到主梁上有斜梯相通，主梁底部设隔热层（若有司机室，在司机室底部也设隔热层）。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
QDY双梁桥式起重机
报价:
暂无
"
徐工 TT180 架桥机,徐工 TT180 架桥机是徐工生产制造的架桥机。,"
品牌:
徐工
类别:
架桥机
型号:
TT180
报价:
暂无
"
徐工 TY900运梁车(16轴) 运梁车,TY900运梁车16轴运梁车“机-电-液-气”相结合的高技术产品。采用静液压闭环驱动、全液压悬挂系统、全液压独立转向以及整车液压升降自动调平。采用工业级微机来控制驱动、转向、升降和调平，同时能够实现直行、斜行、八字转向、半八字转向等多种运行模式。整机运行非常灵活，可实现无滑移或少滑移行驶，可以在较小的场地完成工作任务。,"
品牌:
徐工
类别:
运梁车
型号:
TY900运梁车(16轴)
报价:
暂无
"
徐工 XZJ5316JQJD4(16米) 折臂式桥梁检测车,XZJ5316JQJD416米折臂式桥梁检测车控制阀：进口的电液化比例控制阀，抗污染能力强，反应灵敏，比例性能卓越；双动力系统：独有的双动力设计，更安全更健康。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5316JQJD4(16米)
报价:
暂无
"
泰沃 QD双梁桥式起重机 ,QD双梁桥式起重机QD吊钩双梁桥式起重机最为普遍地用于车间内和仓库中吊运工件和货物之用。它是依靠沿厂房轨道方向的纵向移动、小车的横向移动和吊钩的升降运动来进行工作的。主要适用于机械加工与装配车间、金属结构车间、机械维修车间、各类仓库、冶金和铸造车间的辅助吊运工作等。整台起重机是由桥架、小车（装有起升机构和运行机构）、起重机运行机构和电气设备四大部分组成。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
QD双梁桥式起重机
报价:
暂无
"
大方 DF900D型 导梁式定点起吊架桥机,DF900D型导梁式定点起吊架桥机主要特点:架梁时提梁机和导梁机均为一跨简支，结构简单，受力明确。待架箱梁由驮梁小车上导梁机进入提梁机腹内，定点起吊，作业安全可靠。过孔时提梁机和导梁机相互配合，简支过孔，纵向稳定性好，安全性高。吊梁云车卷筒为双级制动，单层缠缆和四点起吊三点平衡，确保起吊安全。导梁机高位设置，方便首未跨架设。变换前支腿位置，可方便实现变跨架设。,"
品牌:
大方
类别:
架桥机
型号:
DF900D型
报价:
暂无
"
大方 DCY100 型动力平板运输车,大方 DCY100 型动力平板运输车是大方生产制造的型动力平板运输车。,"
品牌:
大方
类别:
运梁车
型号:
DCY100
报价:
暂无
"
宇通重装 YTZ5321JQJ12D622HP 双高款4桥22米（四连杆）桥梁检测车,宇通桥梁检测车具备安全、可靠、轻量化等主要特点，致力于成为中国路、桥、隧检测、养护一揽子方案专业供应商。,"
品牌:
宇通重装
类别:
检测车
型号:
YTZ5321JQJ12D622HP
报价:
暂无
"
泰沃 LD单梁桥式起重机 ,LD单梁桥式起重机LD型电动单梁桥式起重机与CDMDHC型电动葫芦配套使用，成为一种有轨运行的轻小型起重机。具有结构合理，整机刚性强的特点。本产品设有地面和操纵室两种操作形式。本产品为一般用途的起重机，多用于机械制造，装配车间及仓库等场所。起升机构及葫芦运行机构采用CD1型电动葫芦，提升速度为8m/min，运行速度为20m/min。大车运行机构。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
LD单梁桥式起重机
报价:
暂无
"
华中建机 HZQ系列 步履式架桥机,HZQ系列步履式架桥机步履式架桥机是依托市场需要、根据现场实际工况要求、结合我公司现有的成功经验、博众家之长、经过细心设计和精心制造而产生的一种新型架桥机。,"
品牌:
华中建机
类别:
架桥机
型号:
HZQ系列
报价:
暂无
"
徐工 TY900S运梁车(过隧型) 运梁车,TY900S运梁车过隧型运梁车“机-电-液-气”相结合的高技术产品。采用静液压闭环驱动、全液压悬挂系统、全液压独立转向以及整车液压升降自动调平。采用工业级微机来控制驱动、转向、升降和调平，同时能够实现直行、斜行、八字转向、半八字转向等多种运行模式。整机运行非常灵活，可实现无滑移或少滑移行驶，可以在较小的场地完成工作任务。,"
品牌:
徐工
类别:
运梁车
型号:
TY900S运梁车(过隧型)
报价:
暂无
"
恒润高科 HHR5251JQJ08(8m)型 桥梁检测作业车,HHR5251JQJ088m型桥梁检测作业车性能特点及优势：HHR5251JQJ08桥梁检测车底盘采用欧曼货车底盘。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5251JQJ08(8m)型
报价:
暂无
"
泰沃 LH双梁桥式起重机 ,"LH双梁桥式起重机LH型电动葫芦桥式起重机是电动葫芦配置成葫芦小车,桥架采用中轨箱型梁,大小车运行机构采用”三合一”传动方式,具有外型尺寸紧凑、建筑净空高度低、自重轻、体积小,结构简单等优点。适用于机械加工车间、冶金厂辅助车间、仓库、料场、电站等的转运、装配、检修和装卸作业；它也用于轻纺工业和食品工业的生产车间。其工作类型为轻级和中级，工作环境温度为-25℃-40℃。","
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
LH双梁桥式起重机
报价:
暂无
"
徐工 TJ180 架桥机,徐工 TJ180 架桥机是徐工生产制造的架桥机。,"
品牌:
徐工
类别:
架桥机
型号:
TJ180
报价:
暂无
"
大方 DCY450 型动力平板运输车,大方 DCY450 型动力平板运输车是大方生产制造的型动力平板运输车。,"
品牌:
大方
类别:
运梁车
型号:
DCY450
报价:
暂无
"
徐工 XZJ5130JQJ(8米) 折臂式桥梁检测车,XZJ5130JQJ8米折臂式桥梁检测车控制阀：进口的电液化比例控制阀，抗污染能力强，反应灵敏，比例性能卓越；双动力系统：独有的双动力设计，更安全更健康。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5130JQJ(8米)
报价:
暂无
"
泰沃 欧式单梁桥式起重机20吨 ,欧式单梁桥式起重机20吨欧式优化设计，自重轻，轮压小，尺寸矮，多种模式满足所有用户的各种使用，优秀的驱动性能，变频调速，运行平稳。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
欧式单梁桥式起重机20吨
报价:
暂无
"
大方 DFⅢ型 系列架桥机,大方 DFⅢ型 系列架桥机是大方生产制造的系列架桥机。,"
品牌:
大方
类别:
架桥机
型号:
DFⅢ型
报价:
暂无
"
恒润高科 HHR5250JQJ16 (16m五十铃)型桥梁检测作业车,HHR5250JQJ1616m五十铃型桥梁检测作业车HHR5250JQJ1616m五十铃型桥梁检测作业车桥梁检测作业车技术特点：HHR5250JQJ1616m五十铃型桥梁检测作业车桥梁检车底盘采用知名品牌，五十铃CXA34T（国产II）型号底盘。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5250JQJ16
报价:
暂无
"
泰沃 低净空单梁桥式起重机 ,低净空单梁桥式起重机LDC型低净空单梁在LD单梁基础上改进，最大限度提高提升重物的净起升高度，节约厂房高度造价成本，深受广大客户信赖，整机由钢板组焊成的箱型主梁、端梁、电动葫芦及运行机构组成，主梁下翼缘板材质16Mn作为电动葫芦运行轨道，完成物品的吊运工作。电动葫芦为低净空结构，可有效提升起升高度，适用于厂房低、起升高度要求高的场所。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
低净空单梁桥式起重机
报价:
暂无
"
华中建机 HZQY900B型 轮胎式运架一体机,HZQY900B型轮胎式运架一体机此型架桥机采用提梁、运梁、架设三合一的设计模式。与传统的流动式架桥机相比，本机无需下导梁及整机以外的任何辅助机具即可以顺利架梁，自重轻，形式简单，作业程序简便，作业安全易于保证；架桥机运梁作业时，可提运双线整孔箱梁顺利通过时速250公里和时速350公里隧道，并且可在隧道口和隧道内架梁。,"
品牌:
华中建机
类别:
架桥机
型号:
HZQY900B型
报价:
暂无
"
徐工 XZJ5250JQJ14(14米) 桁架式桥梁检测车,XZJ5250JQJ1414米桁架式桥梁检测车液压系统：全部采用原装进口国际知名品牌，液压系统效率高，发热低，可在-10℃～40℃环境下正常工作；电气系统：采用整套原装进口智能总线控制系统，实时显示整车各项参数；电气系统故障诊断功能；位置分析和危险操作提示；安全限位与安全互锁；控制系统：每个动作均可在手动及电控间自由切换；上下车互锁功能，绝对保障人员及设备安全；。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5250JQJ14(14米)
报价:
暂无
"
泰沃 LX型电动单梁悬挂起重机 ,LX型电动单梁悬挂起重机LX型电动单梁悬挂起重机与CDMD1型电动葫芦配套使用，成为一种有轨运行的轻小型起重机。一般起重量在0.5吨~5吨，跨度3~16米，运行速度20m/min及30m/min，如果有特殊要求的可另外设计制造。LX型电动单梁起重机是按照标准JB/T2603设计制造的，电动葫芦悬挂在工字钢轨道下翼缘行走，适用于厂矿、电站、仓库及车间在固定跨距间作起重装卸及搬运重物之用。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
LX型电动单梁悬挂起重机
报价:
暂无
"
徐工 TJ900S 架桥机,TJ900S架桥机架桥机是起重机的一种特殊形式，不仅能对起吊物进行上下、左右、前后的三维运动，还能够在桥墩上自行移动。整机能够实现零拆卸过隧及隧前隧后各6米空间架设，架设时整体结构和柔性前支腿、刚性后支腿两支点支撑主梁，成简支状态，受力明确稳定；定点吊装，作业安全可靠，效率更高。导梁吊机、辅助天车及辅助支腿相互配合实现导梁机过孔，使架桥机过孔状态为一跨简支状态，整机纵向稳定性较大，安全性高。,"
品牌:
徐工
类别:
架桥机
型号:
TJ900S
报价:
暂无
"
恒润高科 HHR5251JQJ16 桥梁检测车,恒润高科 HHR5251JQJ16 桥梁检测车是恒润高科生产制造的桥梁检测车。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5251JQJ16
报价:
暂无
"
泰沃 欧式单梁桥式起重机 ,欧式单梁桥式起重机欧式单梁桥式起重机欧式优化设计，自重轻，轮压小，尺寸矮起重量达到20t多种模式满足所有用户的各种使用优秀的驱动性能，变频调速，运行平稳机械单主梁，焊接箱形，拱度符合国家标准钢板材料为Fe37或Fe52（相近国内钢材Q235B或Q345B）腹板由40m数控切割整幅下料，确保拱度曲线的光滑成型和精度主焊缝采用埋弧自动焊、无损探伤。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
欧式单梁桥式起重机
报价:
暂无
"
大方 DF450 型架桥机,大方 DF450 型架桥机是大方生产制造的型架桥机。,"
品牌:
大方
类别:
架桥机
型号:
DF450
报价:
暂无
"
徐工 XZJ5320JQJ 桁架式桥梁检测车,XZJ5320JQJ桁架式桥梁检测车底盘选用原装瑞典VOLVO或国产东风解放底盘，动力十足，驾驶室豪华舒适，特别适合长途工作。车辆液压系统主要采用进口部件，桁架结构钢管德国进口高强度钢管。工作时占用一个车道，不影响其他车辆的行驶。自行走功能，提高工作效率。配备液压驱动行走支腿。桁架式桥梁检测作业车特点一回转机构油缸90度自动限位功能确保动作安全可靠。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5320JQJ
报价:
暂无
"
泰沃 LB防爆单梁桥式起重机 ,LB防爆单梁桥式起重机LB型防爆电动单梁起重机是在“LDA”的基础上，根据GB3831-2000《爆炸性环境用防爆电气设备》及GB3832-2000《爆炸性环境用电气设备隔型电气设备“d”》设计而成，具有结构合理、外形美观、防爆性强等特点。整机与HBBCD、HBSBMD型防爆电动葫芦配套使用，起重量1-16吨，跨度5-25米，工作级别中级，工作环境-25℃～+40℃。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
LB防爆单梁桥式起重机
报价:
暂无
"
徐工 TJ180公铁两用 架桥机,"TJ180公铁两用架桥机TJ180公铁两用架桥机架桥设备由架桥机、运梁车和倒装龙门架三部分组成，可完成铁路梁片倒装、运送和架设的功能，是铁路架梁作业的成套设备。本机组可用于架设新建和旧线改造时速200公里及以下客货共线T型箱梁,铁路桥32米及以下跨度的预应力钢筋混凝土梁片。该机属单臂简支型，能实现全幅机械横移梁片，达到一次落梁到位。在同行业中，具有结构简单、重量轻、安全可靠、一机多用、自动化程度高、运输方便等特点。","
品牌:
徐工
类别:
架桥机
型号:
TJ180公铁两用
报价:
暂无
"
恒润高科 HHR5310JQJ20 桥梁检测车,恒润高科 HHR5310JQJ20 桥梁检测车是恒润高科生产制造的桥梁检测车。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5310JQJ20
报价:
暂无
"
泰沃 欧式双梁桥式起重机 ,欧式双梁桥式起重机欧式优化设计，自重轻，轮压小，尺寸矮，多种模式满足所有用户的各种使用，优秀的驱动性能，变频调速，运行平稳。,"
品牌:
泰沃
类别:
桥梁式门式起重机
型号:
欧式双梁桥式起重机
报价:
暂无
"
徐工 公铁两用系列 架桥机,公铁两用系列架桥机架桥机是起重机的一种特殊形式，不仅能对起吊物进行上下、左右、前后的三维运动，还能够在桥墩上自行移动。整机能够实现零拆卸过隧及隧前隧后各6米空间架设，架设时整体结构和柔性前支腿、刚性后支腿两支点支撑主梁，成简支状态，受力明确稳定;定点吊装，作业安全可靠，效率更高。导梁吊机、辅助天车及辅助支腿相互配合实现导梁机过孔，使架桥机过孔状态为一跨简支状态，整机纵向稳定性较大，安全性高。,"
品牌:
徐工
类别:
架桥机
型号:
公铁两用系列
报价:
暂无
"
徐工 XZJ5315JQJ 桁架式桥梁检测车,XZJ5315JQJ桁架式桥梁检测车底盘选用原装瑞典VOLVO或国产东风解放底盘，动力十足，驾驶室豪华舒适，特别适合长途工作。车辆液压系统主要采用进口部件，桁架结构钢管德国进口高强度钢管。工作时占用一个车道，不影响其他车辆的行驶。自行走功能，提高工作效率。配备液压驱动行走支腿。桁架式桥梁检测作业车特点一回转机构油缸90度自动限位功能确保动作安全可靠。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5315JQJ
报价:
暂无
"
徐工 TJ450型 架桥机,TJ450型架桥机架桥机是起重机的一种特殊形式，不仅能对起吊物进行上下、左右、前后的三维运动，还能够在桥墩上自行移动。整机能够实现零拆卸过隧及隧前隧后各6米空间架设，架设时整体结构和柔性前支腿、刚性后支腿两支点支撑主梁，成简支状态，受力明确稳定;定点吊装，作业安全可靠，效率更高。导梁吊机、辅助天车及辅助支腿相互配合实现导梁机过孔，使架桥机过孔状态为一跨简支状态，整机纵向稳定性较大，安全性高。,"
品牌:
徐工
类别:
架桥机
型号:
TJ450型
报价:
暂无
"
恒润高科 HHR5312JQJ20 桥梁检测车,恒润高科 HHR5312JQJ20 桥梁检测车是恒润高科生产制造的桥梁检测车。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5312JQJ20
报价:
暂无
"
徐工 TJ700型(无导梁式) 架桥机,TJ700型无导梁式架桥机架桥机是起重机的一种特殊形式，不仅能对起吊物进行上下、左右、前后的三维运动，还能够在桥墩上自行移动。整机能够实现零拆卸过隧及隧前隧后各6米空间架设，架设时整体结构和柔性前支腿、刚性后支腿两支点支撑主梁，成简支状态，受力明确稳定;定点吊装，作业安全可靠，效率更高。导梁吊机、辅助天车及辅助支腿相互配合实现导梁机过孔，使架桥机过孔状态为一跨简支状态，整机纵向稳定性较大，安全性高。,"
品牌:
徐工
类别:
架桥机
型号:
TJ700型(无导梁式)
报价:
暂无
"
徐工 XZJ5312JQJ18 桁架式桥梁检测车,XZJ5312JQJ18桁架式桥梁检测车底盘选用原装瑞典VOLVO或国产东风解放底盘，动力十足，驾驶室豪华舒适，特别适合长途工作。车辆液压系统主要采用进口部件，桁架结构钢管德国进口高强度钢管。工作时占用一个车道，不影响其他车辆的行驶。自行走功能，提高工作效率。配备液压驱动行走支腿。桁架式桥梁检测作业车特点一回转机构油缸90度自动限位功能确保动作安全可靠。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5312JQJ18
报价:
暂无
"
徐工 TJ700下导梁式定点起吊 架桥机,TJ700下导梁式定点起吊架桥机架桥机是起重机的一种特殊形式，不仅能对起吊物进行上下、左右、前后的三维运动，还能够在桥墩上自行移动。整机能够实现零拆卸过隧及隧前隧后各6米空间架设，架设时整体结构和柔性前支腿、刚性后支腿两支点支撑主梁，成简支状态，受力明确稳定;定点吊装，作业安全可靠，效率更高。导梁吊机、辅助天车及辅助支腿相互配合实现导梁机过孔，使架桥机过孔状态为一跨简支状态，整机纵向稳定性较大，安全性高。,"
品牌:
徐工
类别:
架桥机
型号:
TJ700下导梁式定点起吊
报价:
暂无
"
恒润高科 HHR5310JQJ24 桥梁检测车,恒润高科 HHR5310JQJ24 桥梁检测车是恒润高科生产制造的桥梁检测车。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5310JQJ24
报价:
暂无
"
徐工 TJ900S过隧型定点起吊 架桥机,TJ900S过隧型定点起吊架桥机架桥机是起重机的一种特殊形式，不仅能对起吊物进行上下、左右、前后的三维运动，还能够在桥墩上自行移动。整机能够实现零拆卸过隧及隧前隧后各6米空间架设，架设时整体结构和柔性前支腿、刚性后支腿两支点支撑主梁，成简支状态，受力明确稳定;定点吊装，作业安全可靠，效率更高。导梁吊机、辅助天车及辅助支腿相互配合实现导梁机过孔，使架桥机过孔状态为一跨简支状态，整机纵向稳定性较大，安全性高。,"
品牌:
徐工
类别:
架桥机
型号:
TJ900S过隧型定点起吊
报价:
暂无
"
徐工 XZJ5311JQJ18 桁架式桥梁检测车,XZJ5311JQJ18桁架式桥梁检测车底盘选用原装瑞典VOLVO或国产东风解放底盘，动力十足，驾驶室豪华舒适，特别适合长途工作。车辆液压系统主要采用进口部件，桁架结构钢管德国进口高强度钢管。工作时占用一个车道，不影响其他车辆的行驶。自行走功能，提高工作效率。配备液压驱动行走支腿。桁架式桥梁检测作业车特点一回转机构油缸90度自动限位功能确保动作安全可靠。,"
品牌:
徐工
类别:
检测车
型号:
XZJ5311JQJ18
报价:
暂无
"
徐工 TJ1200节段拼装型 架桥机,TJ1200节段拼装型架桥机架桥机是起重机的一种特殊形式，不仅能对起吊物进行上下、左右、前后的三维运动，还能够在桥墩上自行移动。整机能够实现零拆卸过隧及隧前隧后各6米空间架设，架设时整体结构和柔性前支腿、刚性后支腿两支点支撑主梁，成简支状态，受力明确稳定;定点吊装，作业安全可靠，效率更高。导梁吊机、辅助天车及辅助支腿相互配合实现导梁机过孔，使架桥机过孔状态为一跨简支状态，整机纵向稳定性较大，安全性高。,"
品牌:
徐工
类别:
架桥机
型号:
TJ1200节段拼装型
报价:
暂无
"
恒润高科 HHR5252JQJ08 桥梁检测车,恒润高科 HHR5252JQJ08 桥梁检测车是恒润高科生产制造的桥梁检测车。,"
品牌:
恒润高科
类别:
检测车
型号:
HHR5252JQJ08
报价:
暂无
"
