名称,介绍,详情
安徽合叉 12吨石材专用叉车 ,安徽合叉 12吨石材专用叉车 是安徽合叉生产制造的。,"
品牌:
安徽合叉
类别:
其它种类叉车
型号:
12吨石材专用叉车
报价:
暂无
"
金茂 CBYD 液压搬运车,CBYD液压搬运车液压缸体为优质钢焊接而成，柱塞杆、泵芯镀硬铬，耐磨、耐腐蚀。分油阀为整体结构，便于维修。脚踏开关板具备空载快速下降功能。,"
动力方式:

品牌:
金茂
类别:
搬运车
型号:
CBYD
"
丰田 SPE125 SPE160 电动堆高机,丰田 SPE125 SPE160 电动堆高机是丰田生产制造的电动堆高机。,"
品牌:
丰田
类别:
堆垛机
型号:
SPE125 SPE160
报价:
暂无
"
东风 运油 半挂车,运油半挂车产品说明液罐车：国内先进技术，整车自重轻，采用计算机优化设计，罐体结构合理，受力均匀，罐体各受力部件达到等强度。,"
品牌:
东风
类别:
半挂车
型号:
运油
报价:
暂无
"
台励福 FGC15~35 电动叉车,FGC15~35电动叉车符合人体工学的冷峻外在，配合研究创新的优越性能体现稳健自若，从容不迫的个性特征台励福在全体员工的努力下，不断提升研发与制造的技术层次与水准，在国际间深获好评。为了提升欧美国际市场的占有率，我们推出塑身型堆高机系列。造型简洁有力，大幅减少回转半径，是您在狭窄工作场所的最佳搬运帮手。,"
品牌:
台励福
类别:
电动叉车
型号:
FGC15~35
报价:
暂无
"
虎力 CPCD 内燃叉车,CPCD内燃叉车•外观造型线条圆滑流畅，呈现饱满的时尚动感•采用人机工程学，各操纵部件实现了最佳组合提供了舒适的操作环境，降低操作人员的疲劳度•具有强劲的功率、良好的工作性能，低温启动性能卓越•采用新型全液压式动力转向装置，提供了灵敏、精确的转向性能，在狭窄的工作场所中发挥最大的限度的敏捷灵活性。,"
品牌:
虎力
类别:
内燃叉车
型号:
CPCD
报价:
暂无
"
杭叉 CPD15-Ex-C1 J系列1-3.5吨电动防爆叉车,CPD15-Ex-C1J系列1-5吨电动防爆叉车首家完全采用气体和粉尘的防爆国家标准，防爆等级达到ExsdembibIIBT4/DlPA21TA，T4，能够应用在1区，2区的气体环境和21区，22区的粉尘环境单独或并存的危险场所。采用多重防爆措施，整机防爆处理更加安全可靠，操作更加舒适，方便。增加了独立的智能自控系统，对各电机温度，制动器温度和整机绝缘实时监控保护，进一步提高了整机的防爆性能。,"
品牌:
杭叉
类别:
其它种类叉车
型号:
CPD15-Ex-C1
报价:
暂无
"
三菱物捷仕 EJE 116/120 步行式电动托盘车,"EJE116/120适用场合：适合平整地面上的短距离的托盘水平搬运,结构小巧紧凑，特别适于在类似货车内部这样的狭小空间内作业。产品特点：免维护三相交流电机保证了车辆的高效性，结构小巧同时配备有龟速按钮，适用于多种工况，是首选装卸货物车型。","
动力方式:
电动
品牌:
三菱物捷仕
类别:
搬运车
型号:
EJE 116/120
"
三菱 SBD16K(1.6T) 平台式双层堆高机,三菱 SBD16K(1.6T) 平台式双层堆高机是三菱生产制造的平台式双层堆高机。,"
品牌:
三菱
类别:
堆垛机
型号:
SBD16K(1.6T)
报价:
暂无
"
湖北合力 平板运输半挂车 ,湖北合力 平板运输半挂车 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
半挂车
型号:
平板运输半挂车
报价:
暂无
"
依格曼 ECPD20A 电动叉车,依格曼 ECPD20A 电动叉车是依格曼生产制造的电动叉车。,"
品牌:
依格曼
类别:
电动叉车
型号:
ECPD20A
报价:
暂无
"
杭叉 CPCD160-W25-12 16吨内燃叉车,"采用多项新技术设计而成的叉车，关键件采用国际厂家产品配套，整机性能先进，可靠性高。外观造型简洁明快、稳重大方，符合国际潮流。适用于港口、铁路、钢铁等繁重工况的工作环境，用途广泛。
动力系统。","
品牌:
杭叉
类别:
内燃叉车
型号:
CPCD160-W25-12
报价:
暂无
"
三一重工 SCP460C1 叉车,SCP460C1叉车优化结构设计，更轻更强，快速切换属具，实现不同工况的高效运作，选用VOLVO、CUMMINS等世界品牌发动机，质量可靠，动力强劲。,"
品牌:
三一重工
类别:
其它种类叉车
型号:
SCP460C1
报价:
暂无
"
海斯特 RP2.0 乘驾式托盘车,RP0乘驾式托盘车双承载轮设计允许叉车搬运更广范围的货物，能够适应不同的工作地面，使运搬作业更加流畅。SEM电机技术提供出色的速度控制、良好的加速性能和高启动扭矩。标准配置“防溜车”装置，能够有效防止滑坡现象，提高在斜坡上进行装卸操作的安全。驱动轮采用与汽车类似的安装方式，轮毂便于更换，降低维护成本。,"
动力方式:

品牌:
海斯特
类别:
搬运车
型号:
RP2.0
"
宏力 CDD系列 电升堆垛叉车,宏力 CDD系列 电升堆垛叉车是宏力生产制造的电升堆垛叉车。,"
品牌:
宏力
类别:
堆垛机
型号:
CDD系列
报价:
暂无
"
楚飞 三轴易燃液体/50.9立方 罐式运输半挂车,楚飞 三轴易燃液体/50.9立方 罐式运输半挂车是楚飞生产制造的罐式运输半挂车。,"
品牌:
楚飞
类别:
半挂车
型号:
三轴易燃液体/50.9立方
报价:
暂无
"
远东 CPDS 平衡重蓄电池叉车,CPDS平衡重蓄电池叉车CPDS平衡重蓄电池叉车平衡重电瓶叉车，体积小，重量轻，操作灵活简易，不污染环境，并能适应通道狭隘，进入电梯及楼面使用。适用于各类车间、仓库、码头、商店、宾馆等货物的堆垛及搬运、装卸。,"
品牌:
远东
类别:
电动叉车
型号:
CPDS
报价:
暂无
"
"林德 H12,H18,H20 内燃叉车","H12,H18,H20内燃叉车-人机功效，集中操纵杆，独有的双踏板系统给操作者提供了一个无疲劳的工作环境，操作者效率更高。-林德静压传动，无需离合器，变速箱，所有部件无机械磨损。-林德静压传动，可实现无级变速，松开行使踏板叉车自动制动，控制更精确。","
品牌:
林德
类别:
内燃叉车
型号:
H12,H18,H20
报价:
暂无
"
林德 P60Z 其它种类叉车,P60Z其它种类叉车-林德数字控制LDC提供精确的控制。-三套独立的制动系统，使操作更安全。,"
品牌:
林德
类别:
其它种类叉车
型号:
P60Z
报价:
暂无
"
中方机械 ZHB-ED系列 电动托盘车,ZHB-ED系列电动托盘车1）清洁环保：具有现代工业产品设计感和流畅感的独特外观造型；高效节能的电液控制系统，无污染；采用再生制动，减少机械磨损；液压产品低噪音化2）舒适性：仪表操纵台明快设计使叉车尽显高贵舒适之感；人性化的人机接口设计，使得操纵更轻松自如，更加舒适；轻松自如的方向角度调整装置，能使司机达到最佳舒适状态；人体工程学抗疲劳座椅，大大改善作业疲劳强度；速度模式选择功能。,"
动力方式:
电动
品牌:
中方机械
类别:
搬运车
型号:
ZHB-ED系列
"
英轩重工 CDD10/CDD15 全自动托盘堆垛车,高效节能，使用时间长；大功率泵站，提升效率高，长手柄，安全舒适，可满足大多数工况的堆垛要求。,"
品牌:
英轩重工
类别:
堆垛机
型号:
CDD10/CDD15
报价:
暂无
"
唐鸿重工 XT9360TJZG骨架式集装箱 半挂车,唐鸿重工 XT9360TJZG骨架式集装箱 半挂车是唐鸿重工生产制造的半挂车。,"
品牌:
唐鸿重工
类别:
半挂车
型号:
XT9360TJZG骨架式集装箱
报价:
暂无
"
利洲 CQD系列 电动前移式叉车,利洲 CQD系列 电动前移式叉车是利洲生产制造的电动前移式叉车。,"
品牌:
利洲
类别:
电动叉车
型号:
CQD系列
报价:
暂无
"
合力叉车 特种车辆系列H3系列0.6-1.2吨 前驱三支点蓄电池叉车,"特种车辆系列 H3系列0.6-1.2吨前驱三支点蓄电池叉车外形小巧，整机重心位置低，机动灵活,适应多种工作场合。","
品牌:
合力叉车
类别:
内燃叉车
型号:
特种车辆系列H3系列0.6-1.2吨
报价:
暂无
"
合力叉车 G系列2-2.5吨 小轴距氢燃料叉车,"G系列2-2.5吨小轴距氢燃料叉车稳定输出，纯净绿色，快速氢，低温无惧，转弯半径小，转向方便,机动灵活。","
品牌:
合力叉车
类别:
其它种类叉车
型号:
G系列2-2.5吨
报价:
暂无
"
英轩重工 CBD20 全电动托盘搬运车,该产品是一款适用于货物中长距离输送的车辆，作业能力强，可选配折叠踏板，是满足大多数应用场合使用， 坚固且符合人体工学的设计 交流驱动系统提供充足动力 钢制的蓄电池和驱动车架外罩，适合室内重工况长时间工作。,"
动力方式:
电动
品牌:
英轩重工
类别:
搬运车
型号:
CBD20
"
三菱物捷仕 EJC 110/112 步行式电动堆垛车,EJC110/112适用场合：适合平整地面上的短途搬运及6米提升范围内的堆垛。产品特点：适用于室内狭小通道堆垛货物，高效、经济的免维护三相交流驱动电机，结构紧凑且行驶灵活，当垛柄处于竖直时，使用独特的慢速开关可在极其狭小的空间内安全运行。,"
品牌:
三菱物捷仕
类别:
堆垛机
型号:
EJC 110/112
报价:
暂无
"
东风 三桥运油 半挂车,三桥运油半挂车产品说明液罐车：国内先进技术，整车自重轻，采用计算机优化设计，罐体结构合理，受力均匀，罐体各受力部件达到等强度。,"
品牌:
东风
类别:
半挂车
型号:
三桥运油
报价:
暂无
"
虎力 CPD20 四支点电动叉车,"CPD20四支点电动叉车•驱动系统选用德国ZF公司生产的全套配置含电机•电控系统选用意大利ZAPI公司MOSFET,DAVLSEM48x700,HP48x350控制器•安全棚为全悬浮结构，提高舒适性•所有电器配件都按欧洲标准进行选配•三级门架具有级门架相同的视野效果。","
品牌:
虎力
类别:
电动叉车
型号:
CPD20
报价:
暂无
"
大连叉车 CPCD80 平衡重式内燃叉车(8-10吨),大连叉车 CPCD80 平衡重式内燃叉车(8-10吨)是大连叉车生产制造的平衡重式内燃叉车(8-10吨)。,"
品牌:
大连叉车
类别:
内燃叉车
型号:
CPCD80
报价:
暂无
"
曼尼通 M-X 30-4 门架式叉车,曼尼通 M-X 30-4 门架式叉车是曼尼通生产制造的门架式叉车。,"
品牌:
曼尼通
类别:
其它种类叉车
型号:
M-X 30-4
报价:
暂无
"
比亚迪 蓝蚁20 Plus 1.5T微型搬运车,蓝蚁20 Plus 2T微型搬运车结构设计小巧、灵活，整车总宽550mm，最小转弯半径1290mm，在狭窄空间也能灵活作业，闪转腾挪，游刃有余。,"
动力方式:

品牌:
比亚迪
类别:
搬运车
型号:
蓝蚁20 Plus
"
中联重科 DB12E 电动堆高车,DB12电动堆高车步行式堆高机是中型多层仓库以及托盘短途运输的较佳选择。,"
品牌:
中联重科
类别:
堆垛机
型号:
DB12E
报价:
暂无
"
湖北合力 化工液体运输半挂车32600kg ,湖北合力 化工液体运输半挂车32600kg 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
半挂车
型号:
化工液体运输半挂车32600kg
报价:
暂无
"
梅狮 CQD15S 全电动前移式叉车,梅狮 CQD15S 全电动前移式叉车是梅狮生产制造的全电动前移式叉车。,"
品牌:
梅狮
类别:
电动叉车
型号:
CQD15S
报价:
暂无
"
柳工 CPC(D)40-45EL(NEW) 内燃平衡重式叉车,使用 1880mm 短轴距、低重心、宽车体设计，并搭配 510mm 超短前悬距门架，稳定性更好，门架 ､ 车架在关键受力点增加加强筋板，强度更高，刚性更好。,"
品牌:
柳工
类别:
内燃叉车
型号:
CPC(D)40-45EL(NEW)
报价:
暂无
"
厦工众力兴 XG550S-DT2 侧面叉车,XG550S-DT2侧面叉车优越的整机性能，高效的作业效率新颖的外观造型，宽敞的驾驶操作空间，良好的视野标配朝柴CY6102BG发动机，排放好，噪音低，油耗省多种动力配置可供选择，满足不同用户的需求优化设计的车架，结构刚性好，经久耐用优化设计的传动、散热系统，保证整机散热高效、节能双泵合分流、转向优先液压系统，高效节能，动力性更佳。,"
品牌:
厦工众力兴
类别:
其它种类叉车
型号:
XG550S-DT2
报价:
暂无
"
明宇重工 CBD15电动搬运叉车 搬运车,明宇重工 CBD15电动搬运叉车 搬运车是明宇重工生产制造的动力方式为电动搬运车。,"
动力方式:
电动
品牌:
明宇重工
类别:
搬运车
型号:
CBD15电动搬运叉车
"
恒叉 ES312 电动托盘堆垛车,恒叉 ES312 电动托盘堆垛车是恒叉生产制造的电动托盘堆垛车。,"
品牌:
恒叉
类别:
堆垛机
型号:
ES312
报价:
暂无
"
楚飞 三轴/33.5吨 仓栅式运输半挂车,楚飞 三轴/33.5吨 仓栅式运输半挂车是楚飞生产制造的仓栅式运输半挂车。,"
品牌:
楚飞
类别:
半挂车
型号:
三轴/33.5吨
报价:
暂无
"
诺力 FE3D20AC 电瓶叉车,诺力 FE3D20AC 电瓶叉车是诺力生产制造的电瓶叉车。,"
品牌:
诺力
类别:
电动叉车
型号:
FE3D20AC
报价:
暂无
"
龙工 LG60DT 内燃叉车,LG60DT内燃叉车整车外形沿用龙工叉车统一的脸谱造型，外观新颖、整车线型简洁流畅、赏心悦目；采用国际领先人机工程和CAE技术，加大了操作空间，驾驶员更加舒适，有效提高作业效率和安全；机罩开启角度加大到80°，维修更方便；机罩锁开启轻便灵活，气弹簧自锁功能，保证维护的安全性；整车标配智能换挡系统，防止档起步，提高变速箱寿命，大大减轻驾驶室的劳动强度；。,"
品牌:
龙工
类别:
内燃叉车
型号:
LG60DT
报价:
暂无
"
丰田 RRE140 前移式叉车,丰田 RRE140 前移式叉车是丰田生产制造的前移式叉车。,"
品牌:
丰田
类别:
其它种类叉车
型号:
RRE140
报价:
暂无
"
科朗 PC 4500 系列 中置站驾式托盘搬运车,PC4500系列电动站驾式托盘搬运车适用于各种工况应用。WT3000站驾式托盘搬运车承载重量可高达5吨。,"
动力方式:

品牌:
科朗
类别:
搬运车
型号:
PC 4500 系列
"
比亚迪 S14PS 1.4T步行式托盘堆垛车,S14PS1.4T步行式托盘堆垛车采用交流驱动系统，效率高，维护成本低；多功能仪表可显示电量、小时数、故障代码、警示灯、速度等，配备超载保护、整车断电保护等功能，安全护栏和防震脚垫，有效保护驾驶员。,"
品牌:
比亚迪
类别:
堆垛机
型号:
S14PS
报价:
暂无
"
唐鸿重工 XT9400GWJJ混凝土外加剂运输 半挂车,唐鸿重工 XT9400GWJJ混凝土外加剂运输 半挂车是唐鸿重工生产制造的半挂车。,"
品牌:
唐鸿重工
类别:
半挂车
型号:
XT9400GWJJ混凝土外加剂运输
报价:
暂无
"
威肯 3吨 电动平衡重式叉车,3吨电动平衡重式叉车采用人体工程学优化设计，国际潮流造型结构，操控轻便、舒适。采用双起升油缸，宽视野门架和全液压转向，机电全能制动系统。国际流行他励电机行走控制器和双速泵电机控制器，倾斜变流控制系统，无级调速。完善的整机保护自检系统，安全可靠的节能再生制动系统。,"
品牌:
威肯
类别:
电动叉车
型号:
3吨
报价:
暂无
"
丰田 7FG35-45 内燃平衡重式叉车,丰田 7FG35-45 内燃平衡重式叉车是丰田生产制造的内燃平衡重式叉车。,"
品牌:
丰田
类别:
内燃叉车
型号:
7FG35-45
报价:
暂无
"
杭叉 CPD10-Ex-C1 J系列1-3.5吨电动防爆叉车,CPD10-Ex-C1J系列1-5吨电动防爆叉车首家完全采用气体和粉尘的防爆国家标准，防爆等级达到ExsdembibIIBT4/DlPA21TA，T4，能够应用在1区，2区的气体环境和21区，22区的粉尘环境单独或并存的危险场所。采用多重防爆措施，整机防爆处理更加安全可靠，操作更加舒适，方便。增加了独立的智能自控系统，对各电机温度，制动器温度和整机绝缘实时监控保护，进一步提高了整机的防爆性能。,"
品牌:
杭叉
类别:
其它种类叉车
型号:
CPD10-Ex-C1
报价:
暂无
"
永恒力 ERE 120n 步行式/站驾式电动托盘搬运车,ERE120n高效的驱动电机与智能的控制系统先进的驱动技术与电子控制系统（速度控制）保证了叉车能在各种工况下安全运作：在任何情况下，即时是在斜坡上也可通过行使开关保持设定的速度在坡面上发生意外下滑时ERE可自动刹车通过再生式制动在行使减速时进行能量回充驱动电机2年质保多种多样的选择配置两种不同类型的站驾平台可满足各种工况类型1：折叠式站驾平台与护栏。,"
动力方式:
电动
品牌:
永恒力
类别:
搬运车
型号:
ERE 120n
"
杭叉 CDD10-AMC1-B/SZ 1吨迷你型双柱托盘堆垛车,A系列迷你型双柱托盘堆垛车是杭叉针对仓储物流应用全新开发的新一代产品，采用永磁驱动技术，性能先进，操作舒适，安全可靠，使用维护成本低，是仓库、超市、车间、家庭内装卸和搬运托盘化货物的理想工具。,"
品牌:
杭叉
类别:
堆垛机
型号:
CDD10-AMC1-B/SZ
报价:
暂无
"
东风 门杠式仓栅式运输 半挂车,门杠式仓栅式运输半挂车产品说明仓栅半挂：主要适用于轻抛货物、煤炭、农副产品及其他散装货物的运输，运输货物类型广泛。,"
品牌:
东风
类别:
半挂车
型号:
门杠式仓栅式运输
报价:
暂无
"
奥津 CPD型 电动叉车,奥津 CPD型 电动叉车是奥津生产制造的电动叉车。,"
品牌:
奥津
类别:
电动叉车
型号:
CPD型
报价:
暂无
"
中联重科 FD20Z 内燃平衡重式叉车,FD20Z 内燃平衡重式叉车产品性价比高， 可操作性更强、经济实用、维护成本低。液压系统高效节能，降低整车的燃油消耗。,"
品牌:
中联重科
类别:
内燃叉车
型号:
FD20Z
报价:
暂无
"
三一重工 SCP350C2 叉车,SCP350C2叉车结合先进的动力匹配和控制技术，动力性能得到极大的优化，对发动机的启停、运行及变速箱换挡进行科学保护，延长其使用寿命，管网式强力喷雾型自动灭火装置，能实现防火报警、阻燃、灭火功能，防火性能稳定可靠。,"
品牌:
三一重工
类别:
其它种类叉车
型号:
SCP350C2
报价:
暂无
"
三菱 PB20(2.0T) 座驾式电动托盘搬运车,三菱 PB20(2.0T) 座驾式电动托盘搬运车是三菱生产制造的动力方式为电动座驾式电动托盘搬运车。,"
动力方式:
电动
品牌:
三菱
类别:
搬运车
型号:
PB20(2.0T)
"
龙工 LG10-20EDⅠ 托盘堆垛车,LG10-20EDⅠ托盘堆垛车配置高端可靠原装进口的CURTIS交流控制器，大功率MOSFETS驱动，高频、高效、安静，具有无级调速及反接制动功能。完善的温度保护和补偿功能实现热保护和稳定输出。最先进的立式交流驱动系统，电动机能得到更多的能量及更大的制动扭力，动力更强劲高效、加速性能更好，具有效率高、体积小、质量小、免维护、易于冷却和寿命长等优点。,"
品牌:
龙工
类别:
堆垛机
型号:
LG10-20EDⅠ
报价:
暂无
"
湖北合力 集装箱运输半挂车30500kg ,湖北合力 集装箱运输半挂车30500kg 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
半挂车
型号:
集装箱运输半挂车30500kg
报价:
暂无
"
杭叉 A系列4.0吨 蓄电池叉车,沿用A系列整体外观造型，车身侧面具有清晰的线条，光滑过渡至配重，线条之间一气呵成，具有强大的视觉张力。,"
品牌:
杭叉
类别:
电动叉车
型号:
A系列4.0吨
报价:
暂无
"
靖江 2-3吨M系列 内燃叉车,靖江 2-3吨M系列 内燃叉车是靖江生产制造的内燃叉车。,"
品牌:
靖江
类别:
内燃叉车
型号:
2-3吨M系列
报价:
暂无
"
林德 P30 其它种类叉车,P30其它种类叉车-根据人机工程原理设计的工作平台。司机靠背高度可调-林德数字控制LAC提供精确的控制。-防潮，防尘保护的电机完全免维护。-电子转行，可自动对中，操作简便，转弯自动减速。,"
品牌:
林德
类别:
其它种类叉车
型号:
P30
报价:
暂无
"
依格曼 E65 手动液压搬运车,依格曼 E65 手动液压搬运车是依格曼生产制造的动力方式为手动液压搬运车。,"
动力方式:

品牌:
依格曼
类别:
搬运车
型号:
E65
"
海斯特 RS1.5 乘驾式堆垛机,RS5乘驾式堆垛机采用焊接货叉结构，使其具有很高的耐扭力。配有加速控制和动力转向系统，在提升叉车性能的同时也提高了操作人员的工作效率。采用Mosfet控制使工作效率和效能达到最大化。交流驱动电机在提供强劲的动力性能的同时也能够降低运营成本。程序诊断接口（DDI）允许使用者根据具体的使用需求选择相应的性能设置。,"
品牌:
海斯特
类别:
堆垛机
型号:
RS1.5
报价:
暂无
"
楚飞 三轴腐蚀性物品/25.3立方 罐式运输半挂车,楚飞 三轴腐蚀性物品/25.3立方 罐式运输半挂车是楚飞生产制造的罐式运输半挂车。,"
品牌:
楚飞
类别:
半挂车
型号:
三轴腐蚀性物品/25.3立方
报价:
暂无
"
比亚迪 CPD35 3.5吨平衡重式叉车,CPD35 3.5吨平衡重式叉车实行业内高标准质保：电池五年12000小时，真正让客户无后顾之忧。整车配置驻坡保护、超载保护、高位倾角保护、整车断电保护、转弯限速、门架低位缓冲等功能，确保叉车始终处于安全工作状态；倒车警示灯、倒车语音提醒等设置，提高人员安全保障。,"
品牌:
比亚迪
类别:
电动叉车
型号:
CPD35
报价:
暂无
"
厦工众力兴 XG5160-DT1 内燃平衡重式叉车,XG5160-DT1内燃平衡重式叉车标准配备上柴SC8D170柴油机，具有功率大，扭矩大、工作可靠、耗油低等显著特点转向采用横置油缸式转向桥，全液压转向、具有转向灵活轻便，可靠性强等特点双变（变速箱和变矩器）采用引进技术生产的产品，质量好，性能稳定，传动方式为液力传动，相对于自动拨，柔性传动，传动平稳，操作方便行车制动系统采用专业厂家成熟产品，制动器为双蹄内涨式，制动性能可靠。,"
品牌:
厦工众力兴
类别:
内燃叉车
型号:
XG5160-DT1
报价:
暂无
"
曼尼通 M-X 50-4 门架式叉车,曼尼通 M-X 50-4 门架式叉车是曼尼通生产制造的门架式叉车。,"
品牌:
曼尼通
类别:
其它种类叉车
型号:
M-X 50-4
报价:
暂无
"
远东 CBY 手动搬运车,远东 CBY 手动搬运车是远东生产制造的动力方式为手动搬运车。,"
动力方式:

品牌:
远东
类别:
搬运车
型号:
CBY
"
柳工 CLG2S015-RF2/D 托盘堆垛车,CLG2S015-RF2/D托盘堆垛车采用高压泵站，低噪音，震动小，密封性能好，升降速度自动调整，提升货物平稳有力，限位装置。,"
品牌:
柳工
类别:
堆垛机
型号:
CLG2S015-RF2/D
报价:
暂无
"
唐鸿重工 XT9400GYY运油 半挂车,唐鸿重工 XT9400GYY运油 半挂车是唐鸿重工生产制造的半挂车。,"
品牌:
唐鸿重工
类别:
半挂车
型号:
XT9400GYY运油
报价:
暂无
"
合力叉车 G系列1.5-2吨 站式三支点蓄电池平衡重式叉车,"G系列1.5-2吨站式三支点蓄电池平衡重式叉车具有安全、操作舒适、节能降耗、提升操作者视野,作业效率高等特点。","
品牌:
合力叉车
类别:
电动叉车
型号:
G系列1.5-2吨
报价:
暂无
"
宝骊 CPCD40 内燃叉车,宝骊 CPCD40 内燃叉车是宝骊生产制造的内燃叉车。,"
品牌:
宝骊
类别:
内燃叉车
型号:
CPCD40
报价:
暂无
"
厦工众力兴 XG560S-DT2 侧面叉车,XG560S-DT2侧面叉车优越的整机性能，高效的作业效率新颖的外观造型，宽敞的驾驶操作空间，良好的视野标配朝柴CY6102BG发动机，排放好，噪音低，油耗省多种动力配置可供选择，满足不同用户的需求优化设计的车架，结构刚性好，经久耐用优化设计的传动、散热系统，保证整机散热高效、节能双泵合分流、转向优先液压系统，高效节能，动力性更佳。,"
品牌:
厦工众力兴
类别:
其它种类叉车
型号:
XG560S-DT2
报价:
暂无
"
徐工 小螳螂XXCC-LW15 电动搬运车,徐工 小螳螂XXCC-LW15 电动搬运车是徐工生产制造的动力方式为电动电动搬运车。,"
动力方式:
电动
品牌:
徐工
类别:
搬运车
型号:
小螳螂XXCC-LW15
"
诺力 RSS1555 全电动堆高车,诺力 RSS1555 全电动堆高车是诺力生产制造的全电动堆高车。,"
品牌:
诺力
类别:
堆垛机
型号:
RSS1555
报价:
暂无
"
东风 仓栅式运输 半挂车,仓栅式运输半挂车产品说明仓栅半挂：主要适用于轻抛货物、煤炭、农副产品及其他散装货物的运输，运输货物类型广泛。,"
品牌:
东风
类别:
半挂车
型号:
仓栅式运输
报价:
暂无
"
龙工 LG35B 蓄电池叉车,LG35B蓄电池叉车整车采用进口电控系统、仪表，重要部件经过严格可靠性试验，保证了整机性能的稳定性配置先进的转弯速度减速系统，无需转弯时使用脚制动减速合理化车身结构，电瓶下沉设计，大大降低了整车的重心，提高叉车的稳定性交流电机，免除直流电机更换碳刷的烦恼更快的搬运效率和更快的行驶速度高效率的油泵电机，起升速度更快，配合高效率油泵，使整车噪音更低。,"
品牌:
龙工
类别:
电动叉车
型号:
LG35B
报价:
暂无
"
三菱 Grendia EX FD40N 内燃平衡重式叉车,三菱 Grendia EX FD40N 内燃平衡重式叉车是三菱生产制造的内燃平衡重式叉车。,"
品牌:
三菱
类别:
内燃叉车
型号:
Grendia EX FD40N
报价:
暂无
"
丰田 RR E 160M 前移式叉车,丰田 RR E 160M 前移式叉车是丰田生产制造的前移式叉车。,"
品牌:
丰田
类别:
其它种类叉车
型号:
RR E 160M
报价:
暂无
"
虎力 HB型 剪式升高型手动液压搬运车,"HB型剪式升高型手动液压搬运车•是搬运车和平台车的有机结合•当起升高度大于420mm时,叉腿稳定的撑住地面,防止滑动,达到刹车的效果•快起升油缸和按照人体工学设计的塑胶手柄、隔热舒适、省时省力•符合欧洲EN1757-4标准。","
动力方式:

品牌:
虎力
类别:
搬运车
型号:
HB型
"
合力叉车 CDD16FB 1.6吨防爆蓄电池托盘堆垛车,1.6吨防爆蓄电池托盘堆垛车采用意大利萨牌控制系统，性能可靠，驱动轮附着力自动补偿，车辆在重载状态下驱动轮不打滑，车辆动力更强劲。,"
品牌:
合力叉车
类别:
堆垛机
型号:
CDD16FB
报价:
暂无
"
湖北合力 粉粒物料运输半挂车39800kg ,湖北合力 粉粒物料运输半挂车39800kg 是湖北合力生产制造的。,"
品牌:
湖北合力
类别:
半挂车
型号:
粉粒物料运输半挂车39800kg
报价:
暂无
"
"林德 E35,E40,E45,E50 电动叉车","E35,E40,E45,E50电动叉车-先进的根据人机工程学原理布置的驾驶室使操作者集中精力在手头的工作中。","
品牌:
林德
类别:
电动叉车
型号:
E35,E40,E45,E50
报价:
暂无
"
华南重工 HNF160G 内燃叉车,HNF160G内燃叉车采用动力强劲的柴油发动机，工作可靠，经济性好。液力传动，行星式轮边减速器、无级变速，操作简单。采用进口重卡式高放大比制动系统确保重载制动，制动可靠。全液压转向系统，实现转向轻便，转弯半径小，转向灵活，便于操作。采用双泵合流工作液压系统，大幅度降低油耗、能耗。宽视野门架，视野宽广便于驾驶员观察。,"
品牌:
华南重工
类别:
内燃叉车
型号:
HNF160G
报价:
暂无
"
杭叉 CPCD35N-RW10（M）-Ex R系列2-3.5吨内燃防爆叉车,CPCD35N-RW10（M）-ExR系列2-5吨内燃防爆叉车杭叉2-5t防爆内燃叉车综合了国内外同类产品设计之大成，拥有完全自主知识产权和多项。该产品是在我公司R系列叉车的基础上，严格按照最新国家相关防爆电气标准总体防爆设计、整机制造而成。该系列产品可适用于1区、2区ⅡA、ⅡB级，T1～T4组别的爆炸性气体环境和21区、22区T1～T4组别的爆炸性粉尘环境单独或并存的危险场所，是具有潜在危险场所的石油、化工、纺织、制药、油漆、国防系统内从事物料搬运的理想设备。。,"
品牌:
杭叉
类别:
其它种类叉车
型号:
CPCD35N-RW10（M）-Ex
报价:
暂无
"
梅狮 CBDS 半电动液压托盘搬运车,CBDS半电动液压托盘搬运车高品质电控系统反应灵敏，操控自如重型设计，结构紧凑，适用于狭小空间进口液压泵站，使货物起升平稳有力低电压保护功能，保护电池，延长使用寿命大容量蓄电池，确保长时间工作可选配进口手把，踏板扶手，交流电机。,"
动力方式:
电动
品牌:
梅狮
类别:
搬运车
型号:
CBDS
"
虎力 NS型 脚踏式堆高车,NS型脚踏式堆高车•结构新颖独特．操作灵活•快起升高品质油缸，提升自由•符合欧洲ＥＮ１７５７标准。,"
品牌:
虎力
类别:
堆垛机
型号:
NS型
报价:
暂无
"
楚飞 化工液体（三轴/40-45立方） 运输半挂车,楚飞 化工液体（三轴/40-45立方） 运输半挂车是楚飞生产制造的运输半挂车。,"
品牌:
楚飞
类别:
半挂车
型号:
化工液体（三轴/40-45立方）
报价:
暂无
"
