名称,介绍,详情
凯斯纽荷兰 4406F型 割台,4406F型割台可选配灭茬底刀7140收割机不推荐使用4406F-6行75厘米行距。,"
品牌:
凯斯纽荷兰
类别:
割台
型号:
4406F型
报价:
暂无
"
洋马农机 YT704 动力机械,洋马农机 YT704 动力机械是洋马农机生产制造的马力为25-100马力拖拉机动力机械。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
洋马农机
类别:
拖拉机
"
中联重机 谷王CC30 玉米收获机,谷王CC30玉米收获机产品特点性能优越，效率高采用胶辊＋铸铁辊槽型排列剥皮装置，果穗剥皮效果好、效率高；新型振动排除苞叶装置，结构合理，排出苞叶位于切碎器正前方，便于切碎还田，提高土地肥力；3片甩刀式切碎装置，切碎宽度与割幅吻合，切碎效果好，甩刀刃口焊接耐磨合金材料，提高切碎器使用寿命；采用四片对刀拉茎辊、摘穗板组合式摘穗装置，拉茎效率高、断茎杆少、可靠性高；。,"
收割产品:

品牌:
中联重机
类别:
收割机
型号:
谷王CC30
"
凯斯纽荷兰 4077 联合收割机,4077联合收割机凯斯AF4088轴流滚筒联合收割机产品特点专为中国农民设计凯斯新型轴流滚筒4000系列联合收割机是专门根据中国农业的需求来设计的。凭借丰富的生产经验并结合当地的收割经验，凯斯研发生产了新型的中型联合收割机，该收割机拥有当今农民所需要的先进功能。这款专为中国用户设计的收割机，操作非常舒适、效率高并可以保证谷物卓越的品质，这一点只有轴流滚筒技术才能确保实现。舒适的驾驶室。,"
品牌:
凯斯纽荷兰
类别:
联合收割机
型号:
4077
报价:
暂无
"
振兴机械 小麦免耕 种植施肥机械,产品特点：采取宽窄行播种，种间施肥规范，利用长短刀、平茬刀完成破茬、碎土、平茬（宽行）作业，利用甩刀清理种管间壅堵，采用平垄装置降低垄背高度。该机适用于小麦、玉米一年两茬平作地区的小麦免耕播种。一次进地即可完成破茬、碎土、播种、施肥、平垄、覆土、镇压等作业程序，减少机组的进地次数，作业效率高，播种质量好，作业成本低，降低劳动强度，实现保护性耕作。,"
播种行数:

品牌:
振兴机械
类别:
播种机
型号:
小麦免耕
"
中联重机 DE50 烘干机,中联重机 DE50 烘干机是中联重机生产制造的烘干机。,"
品牌:
中联重机
类别:
烘干机
型号:
DE50
报价:
暂无
"
东方红（一拖） 1GQN-180G/200G/230G/250G 旋耕机,1GQN-180G/200G/230G/250G旋耕机产品特点：。,"
耕幅:
1500-2000mm
刀轴数量:
双轴
品牌:
东方红（一拖）
类别:
旋耕机
"
爱科 麦赛福格森MF 1840XD 小方捆打捆机,作为中置式小方捆的鼻祖之一，我们的探索从未停止，MF 1800系列小方捆在 国内不断的升级换代以满足各地用户的各类作业需求，XD意味着更高的密度和更高的效率，在保留了原MF 1800系列小方捆产 品特性的同时，又融合了更高一级平台的设计和技术，使其形成代差级优 势，带给您的将是那久违的从容。,"
捡拾宽度:
1.7m-2.2m
品牌:
爱科
类别:
打捆机
型号:
麦赛福格森MF 1840XD
"
沃得农机 DC50C 谷物收割机,DC50C谷物收割机产品特点：整机体积小，结构简单，机动性强，跨区作业首选。、脱粒切流与加长横轴流（150mm）组合式脱粒分离系统，满足不同作物收割，损失少。清选筛：加大清选筛面积，（加宽60mm）双层往复运动的可调鱼鳞筛，粮食干净损失少。发动机：配置品牌大马力配置（100马力），动力强劲。粮仓：加高、加宽2立方大粮仓，卸粮次数少，效率高。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
4kg/s-6kg/s
收获幅宽:
2.2m-2.8m
"
润源 4YZ-8(D80) 玉米收获机,4YZ-8D80玉米收获机产品介绍:D80型联合收割机是润源公司消化吸收国内外收割机新技术，研制开发的新型产品。该机型通过更换零部件，可收获荞麦、小麦、水稻、玉米、大豆、粟谷、油菜等多种作物，用户可根据所需购置。本机具有以下特点：操作简便，机动灵活，结构简洁，维修方便；收获效率高，故障率低；动力充足，喂入量大。,"
收获行数:
五行及以上
收获方式:
自走式
收获幅宽:
2.8m及以上
品牌:
润源
"
巨明 4QSJZ-3 青贮饲料收获机,4QSJZ-3青贮饲料收获机产品介绍:该机可一次性完成摘穗、剥除苞叶、果穗收集并装车、秸秆切碎回收等作业。割台位于机器的前方，用以摘穗、输送玉米果穗和粉碎玉米秸秆，采用玉米植株先行切碎再摘穗的方式，可实现不对行收获。前置秸秆切碎，摘穗后秸秆直接进入切碎滚筒切碎，切碎均匀。180度旋转秸秆抛送桶，可方便地将切碎秸秆抛入伴随车辆，配有自备高位侧翻秸秆箱、果穗箱，作业方便、高效。,"
行走方式:

收割幅度:

品牌:
巨明
类别:
青贮饲料收获机
"
奥龙农机 1S-230A 深松机,1S-230A深松机产品特点：公司生产的系列全方位深松机是在引进吸收国内外先进技术的基础上研制成功的最新产品。深松能够打破犁底层，有利于作物根系的生长，提高土壤通透性和蓄水保墒能力，使土壤形成虚实并存的良好状态，促进农业的可持续发展。应用进口全方位深松铲，采用特殊热处理工艺，耐磨性能好，使用寿命长。深松铲曲面经过科学优化设计，深松阻力小。,"
工作铲数:
4-5铲
品牌:
奥龙农机
类别:
深松机
型号:
1S-230A
"
雷肯 Zirkon 7 整地机,Zirkon7产品特点：创新设计的动力驱动耙，作业幅宽250到450厘米一体式的齿轮箱，寿命长，作业稳定转动轴和耙齿经过特殊处理，具有超强的强度和耐磨性能可选配不同类型的镇压辊可与各种播种机联合作业。,"
耕幅:

刀轴数量:

品牌:
雷肯
类别:
整地机
"
常发 2ZS-4H/2ZS-4HD 水稻插秧机,2ZS-4H/2ZS-4HD水稻插秧机产品特点：配备国际名牌雅马哈发动机，油耗低、马力足，质量稳定，可靠性高；采用国内领先的锥齿轮传递动力，动力传递更加平稳可靠；采用高性能金属材料，实现左右车轮自动平衡，保证在凹凸不平的秧田中实现插深一致，提高插秧质量；采用国内领先的特制V形传动皮带，传递平稳、可靠，使用寿命长；采用国内一流的660mm大直径车轮，充分满足湿田、烂田作业要求；。,"
插秧方式:

插秧行数:

品牌:
常发
类别:
水稻插秧机
"
宜迅 3吨 座驾式履带车,YX-300履带运输车半自动化操控，上手容易，操作简单，多档位调节控制，满足多种操作需要。,"
行走方式:
履带
品牌:
宜迅
类别:
农用运输车
型号:
3吨
"
凯斯纽荷兰 4408F型 割台,4408F型割台折叠两行可选配灭茬底刀4408F-8行75厘米行距。,"
品牌:
凯斯纽荷兰
类别:
割台
型号:
4408F型
报价:
暂无
"
东风农机 754/804 轮式拖拉机,754/804轮式拖拉机产品特点：动力分别采用YTR4A2-2YT482-23LR4833-23YC4A85-T21YC4885型直喷水冷发动机，扭矩储备大；离合器采用联动操纵双作用式离合器；变速箱采用4×3+组成式结构，啮合套换档，速度范围0.3-38公里／小时，有12个前进档．4个后退档，可选装爬行档，梭行档；。,"
马力:
25-100马力拖拉机
驱动方式:
两轮驱动
品牌:
东风农机
类别:
拖拉机
"
勇猛 4LY-6(ZL2130) 自走式玉米联合收获机,4LY-6ZL2130自走式玉米联合收获机收割速度快割台技术，对刀式拉茎，拉茎速度快；专用扶持器，强制喂入，更加适合收割倒伏玉米，收获效率更高。剥皮效率高剥皮机技术，采用橡胶辊与铸铁辊组合剥皮机构，剥皮速度更快、剥净率更高，不磕粒。节油效果好发动机采用双动力输出设计，动力分配合理、传递简单，发动机负荷轻，节省动力、油耗更低。行走性能好。,"
收割产品:

品牌:
勇猛
类别:
收割机
型号:
4LY-6(ZL2130)
"
久保田农机 4LZ-5D8(G4)(宣传型号:CX108Q) 联合收割机,久保田农机 4LZ-5D8(G4)(宣传型号:CX108Q) 联合收割机是久保田农机生产制造的联合收割机。,"
品牌:
久保田农机
类别:
联合收割机
型号:
4LZ-5D8(G4)(宣传型号:CX108Q)
报价:
暂无
"
东方红（一拖） 2BMYJ-4 播种机,2BMYJ-4播种机产品特点：该机型配套动力100-130马力，整机特点为：采用灭茬刀与旋耕刀组合原理实现灭茬和埋茬，有效的解决了现有国内外同类机具普遍存在的高留茬作物秸秆缠绕、雍堵、裸露在地表不容易腐烂等难题，使得地表处的秸秆根茬和杂草粉碎后与土壤混合，加速腐烂，有利于种子着床和出苗，提高了播种质量。采用勺轮式玉米精量播种装置和侧深位施肥新技术，可实现玉米精量施肥播种，不需要人工间苗和次中耕，提高了工效，节约了种子、化肥，保证苗全、苗壮，提高产量。拆除开沟播种装置并加装拖板后可用于旋耕灭茬和整地作业，实现一机多用。采用刚性框架式结构，设计紧凑，美观耐用，调整使用方便。。,"
播种行数:
4-5行
品牌:
东方红（一拖）
类别:
播种机
型号:
2BMYJ-4
"
久保田农机 5HX-21 烘干机,"5HX-21烘干机采用高速高效，节本增益，久保田依托强大的技术底蕴,给广大用户带来了高品质快烘干的体验以及更高的收益。","
品牌:
久保田农机
类别:
烘干机
型号:
5HX-21
报价:
暂无
"
五征 1G-120V1F 旋耕机,1G-120V1F旋耕机产品特点：集旋耕、施肥、起垄为一体，采用旋耕破土的方式，双圆盘式成型结构配合型标准垄型成型器有效保证烟草高垄要求；施肥系统采用摩擦式同步驱动装置，由驱动轮与拖拉机后轮摩擦驱动，保证排肥量与拖拉机的前进速度同步，下肥均匀，并可随时断开动力；双搅龙式肥箱配合搅龙式新型结构排肥器保证了烟草施肥的准确性；。,"
耕幅:
1000-1500mm
刀轴数量:
双轴
品牌:
五征
类别:
旋耕机
"
雷沃阿波斯 MF5040 打捆机,MF5040打捆机性能可靠、作业高效采用德国进口重型打结器，性能更稳定、可靠性更高；6根弹齿梁大滚筒捡拾器，捡拾干净、工作高效；侧置牵引，草条不被碾压，营养保存好；拨叉式喂入机构，草条不缠绕、不堵塞，更适合牧草等长秸秆作物打捆；铸造一体式活塞连杆，强度高，压缩更有力；开式齿轮打捆机构传动装置，传动可靠，效率高；。,"
捡拾宽度:

品牌:
雷沃阿波斯
类别:
打捆机
型号:
MF5040
"
农哈哈 4QZ-2620 收割机,产品特点：4QZ-2620型自走式青贮机完全由本公司自主研发，它的传动简单可靠，结构紧凑，转弯半径小，操作灵活，效率高，每小时可作业10亩以上。它的割幅2.7米，配套动力240马力，可一次完成对作物的喂入、压扁、铡切、抛送装车等工作。且铡草机底部的破碎装置可以在铡切作物的同时对作物籽粒进行有效的破碎，效果得到了广大用户和牧场的认可。割台下方的仿形机构让其可以适应不同的地形和作物。且通过简单换挡可实现铡切长度10、20、30mm自由调节。。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
8kg/s及以上
收获幅宽:
2.2m-2.8m
"
雷沃阿波斯 CB03(4YZ-3H) 玉米收获机,CB034YZ-3H玉米收获机主要技术特点:适应性强短车身设计，转弯灵活，操作方便采用辊式摘穗台，摘穗效果好，断茎少，并且有一定的剥皮功能，非常适合中原区域作业；600mm摘穗间距设计，适应大部分区域的农艺要求，适应范围广。作业效果好采用新型复合式剥皮机，剥皮效果好，籽粒损失少，橡胶辊采用行业最优材质，耐磨性好，将苞叶直接输送到还田机前端与秸秆一并还田，提高还田作业效果。,"
收获行数:
三行
收获方式:
自走式
收获幅宽:
1.6m-2.2m
品牌:
雷沃阿波斯
"
美迪 9QZ-2900 青贮饲料收获机,9QZ-2900青贮饲料收获机产品特点：美迪9QZ系列自走式青饲料收获机人性化操作、全液压控制、驾驶舒适、性能可靠。动力强劲的发动机和锋利的刀片保证了高效率的收获。流畅的切割和带压扁的喂入装置、割台随地势高低仿行辅助装置以及多处装有防过载安全离合器可以让收获机适应更多的收获作业环境。本机主要适用于玉米的青贮收获，也可兼收燕麦、棉花杆等作物。,"
行走方式:
自走式
收割幅度:

品牌:
美迪
类别:
青贮饲料收获机
"
大华机械 1S-520Z 深松机,1S-520Z深松机产品特点：为适应200马力以上拖拉机配套完成深松整地作业，山东大华在原有产品技术基础上自主研发新型折叠式深松机具，率先在行业内推出幅宽在27米折叠深松机，工作行数在814行，可配套200500马力。填补国内市场空白与国际高端机具形成竞争，引领国内深松机行业健康发展。其系列产品具有以下特点：。,"
工作铲数:

品牌:
大华机械
类别:
深松机
型号:
1S-520Z
"
格兰 CTC 整地机,产品特点：格兰CTC系列保护性耕作联合整地机；设计独特的中空深松齿背，经国际顶级热处理工艺加工，具有结构先进，强度大，韧性好，可靠性高等一系列亮点；齿臂在外力作用下，可横向移动15-20厘米，不变形；整机运输宽度可折叠为3米，可满足世界各个国家的交通法规要求；镇压辊合墒器可完成最适合作物种子生长的种床；主要性能：。,"
耕幅:

刀轴数量:

品牌:
格兰
类别:
整地机
"
洋马农机 AP4 水稻插秧机,AP4水稻插秧机产品特点：新一代步行式插秧机登场人体工程学原理设计实现了轻便、稳定、高效、节能的完美组合先进的OHV汽油发动机，稳定可靠的行走系统。简洁的操作系统，便捷的维护保养结构，高精度的载插系统。,"
插秧方式:

插秧行数:

品牌:
洋马农机
类别:
水稻插秧机
"
时风 锋锐排半 三轮运输车,锋锐排半三轮运输车产品特点：锋锐系列包括锋锐Ⅰ、锋锐Ⅱ号系列车型。密封性和车型配置全面升级。锋锐Ⅰ号延续巨星Ⅰ号的优良底盘，通过实用型“精简”配置，优化结构。巨星1号和2号车型的所有品种都可以选装锋锐车型。,"
行走方式:
三轮
品牌:
时风
类别:
农用运输车
型号:
锋锐排半
"
凯斯纽荷兰 2010型 割台,2010型割台适用于收获小麦、大麦、水稻和小籽粒作物6140和7140收割机推荐选用割幅为6米或者1米。,"
品牌:
凯斯纽荷兰
类别:
割台
型号:
2010型
报价:
暂无
"
潍坊百利 TE304 拖拉机,潍坊百利 TE304 拖拉机是潍坊百利生产制造的马力为25-100马力拖拉机拖拉机。,"
马力:
25-100马力拖拉机
驱动方式:
四轮驱动
品牌:
潍坊百利
类别:
拖拉机
"
爱科 麦赛福格森　MF4213型 联合整地机,麦赛福格森MF4213型联合整地机麦赛福格森整地设备专为打破土壤压实和板结层而设计，有效调整耕作的深度范围，为植物提供最大的伸展空间；一次性完成耙地、作物残茬切碎、掩埋、深松、平整土地等联合整地作业，达到了保护性耕作的目的。对作物残茬进行切碎和掩埋，可有效地提高土壤机质土壤和残茬更好的混合，可使雨水更快地下渗到土壤的底层改善土壤的透气性和排涝能力，减少对土壤的侵蚀。,"
收割产品:

品牌:
爱科
类别:
收割机
型号:
麦赛福格森　MF4213型
"
久保田农机 4LZ-5F8(G4)(宣传型号:EX118M) 联合收割机,久保田农机 4LZ-5F8(G4)(宣传型号:EX118M) 联合收割机是久保田农机生产制造的联合收割机。,"
品牌:
久保田农机
类别:
联合收割机
型号:
4LZ-5F8(G4)(宣传型号:EX118M)
报价:
暂无
"
新研所 2BMF-20 种植施肥机械,2BMF-20种植施肥机械产品特点:独立涡轮圆盘破茬装置。独特的中央枢轴式悬挂设计，即使在转弯时也能播种双圆盘开沟器的轨迹与前置涡轮圆盘开沟器的轨迹重合。涡轮圆盘开沟器预加200kg载荷，保证涡轮圆盘开沟器破茬入土深度。可播种小麦、大麦、大豆、油葵、苜蓿等条播作物。该机还带有小种箱，专播种牧草作物。当单独使用后部悬挂播种机时，它适用于传统耕作土壤条件下的播种。,"
播种行数:
19-24行
品牌:
新研所
类别:
播种机
型号:
2BMF-20
"
丁博重工 Φ1.8*14 转筒烘干机,"转筒烘干机是一种处理大量物料的干燥器。由于运转可靠、操作弹性大、适应性强、处理量大，广泛使用于冶金、建材、食品、轻工、化工、煤炭、医药矿产业中。转筒烘干机一般适应于粉粒状物料，也可用于部分掺入物料的办法干燥粘状膏状物料或含水量较高的物料。它的优点是生产能力大、适用范围光、流量阻力小、操作上允许波动范围较大、操作方便等。
【进料粒度】：<400mm
【生产能力】：0.5-40T/h
【应用领域】：广泛使用于冶金、建材、食品、轻工、化工、煤炭、医药矿产业中。 （更多应用领域请点击“免费咨询”）
【适应物料】：转筒烘干机一般适应于粉粒状物料，也可用于部分掺入物料的办法干燥粘状膏状物料或含水量较高的物料。","
品牌:
丁博重工
类别:
烘干机
型号:
Φ1.8*14
报价:
暂无
"
农哈哈 1GQN-200B 旋耕机,产品特点：1GQN-200230和1GQN-200B230B系列旋耕机是由拖拉机后动力输出轴驱动的三点悬挂式耕整地机具，可与多种型号的55-75kW的拖拉机配套。该机用于未耕或已耕地上的旋耕或整地作业，具有旱耕土块细碎，耕后地表平整，杂草、留茬覆盖良好，作业效率高等特点，是一种深受广大农民欢迎的机具。,"
耕幅:
2000-2500mm
刀轴数量:

品牌:
农哈哈
类别:
旋耕机
"
爱科 麦赛福格森MF 1840SXD 小方捆打捆机,作为中置式小方捆的鼻祖之一，我们的探索从未停止。MF 1800系列小方捆在 国内不断的升级换代以满足各地用户的各类作业需求，XD意味着更高的密度和更高的效率，在保留了原MF 1800系列小方捆产 品特性的同时，又融合了更高一级平台的设计和技术，使其形成代差级优 势，带给您的将是那久违的从容。,"
捡拾宽度:
1.7m-2.2m
品牌:
爱科
类别:
打捆机
型号:
麦赛福格森MF 1840SXD
"
星光 4LZ-4.2Z 谷物收割机,星光 4LZ-4.2Z 谷物收割机是星光生产制造的行走方式为自走履带式谷物收割机。,"
行走方式:
自走履带式
喂入方式:
全喂入
喂入量:
4kg/s-6kg/s
收获幅宽:
2.2m-2.8m
"
金亿 4YZ-4 玉米收获机,"4YZ-4玉米收获机产品特点：全新外观设计的现代化驾驶室；可选装四行，四行大小行，五行,七行和八行摘穗台；加宽升运器；两种转速剥皮机；加大型柴油箱；新式剥皮辊结构；抖动筛、风机、籽粒槽组合的籽粒回收装置；低倾角摘穗台和分禾器扶禾；工作效率6-21亩/小时；浮动式排杂辊；5立方米大容积果穗箱；柴油机双重防火；春雨专用大风量清杂风机；。","
收获行数:
四行
收获方式:
自走式
收获幅宽:
2.2m-2.8m
品牌:
金亿
"
新研所 4QSD-180 青贮饲料收获机,4QSD-180青贮饲料收获机产品特点:立式圆筒齿缘喂入装置，能适应玉米、高粱等高杆作物的不对行收获。强制顺序喂入装置，能很好地将切断后的物料，顺序均匀的喂入物料切碎装置中。物料切碎装置，能实现物料切碎长度可调，以满足不同饲草饲料收获的需求。切断装置采用圆盘锯片式，物料切断准确、平稳、留割茬均匀、一致。抛送装置能将以切碎的物料迅速准确地抛入随行的料箱中，抛送方向、角度和位置可调。,"
行走方式:
自走式
收割幅度:
1.6m-2.2m
品牌:
新研所
类别:
青贮饲料收获机
"
博远 1S-264 深松机,1S-264深松机产品特点：能打破长期旋耕或浅耕形成的犁底层，改善土壤的透水、透气性和土壤的团粒结构；不打乱耕作层，保持土壤上下土层不乱，对地表覆盖破坏小；增强作物抗旱抗涝能力，提高作物产量。,"
工作铲数:

品牌:
博远
类别:
深松机
型号:
1S-264
"
神耕机械 1SZL-200 整地机,1SZL-200整地机产品特点：本公司生产的1SZL系列深松整地联合作业机，采用后置式深松方式，能减轻深松部件作业中深松部件对土壤的阻力，节约能耗。后置深松后的土壤，蓬松度好，与其它前置式深松作业相比较，其阻力小，工作效率高，作业成本低的特点。对农田进行旋耕或灭茬、深松联合作业，并能有效的防止深松部件挂草、堆积，影响深松作业，达到农艺要求。,"
耕幅:
2000-2500mm
刀轴数量:

品牌:
神耕机械
类别:
整地机
"
东风农机 2ZG-630 水稻插秧机,2ZG-630水稻插秧机产品特点：配套大功率、低油耗、电子调速双缸柴油机；大排量HST配功能机械变速箱传动，产品适应能力强；液压系统采用双联组合油泵加机油散热器配置，工作稳定可靠；液压助力转向系统、最小转弯半径小于30cm，操作轻松、对行容易、作业效率高。整体式主车架、方梁式插植台架、系统刚性好、使用维修方便。,"
插秧方式:
四轮乘坐式
插秧行数:
6-8行
品牌:
东风农机
类别:
水稻插秧机
"
宜迅 YX-200 履带运输车,YX-200履带运输车半自动化操控，上手容易，操作简单，多档位调节控制，满足多种操作需要。,"
行走方式:
履带
品牌:
宜迅
类别:
农用运输车
型号:
YX-200
"
凯斯纽荷兰 3162型 割台,3162型割台TerraFlexTM割刀浮动装置拥有更好的仿形性能选配驾驶室内割刀调整功能选配引导轮割刀拥有±76毫米的浮动范围独特的扭力模块能够帮助液压系统更大范围的压力调节。,"
品牌:
凯斯纽荷兰
类别:
割台
型号:
3162型
报价:
暂无
"
山东常林 DF1554 拖拉机,DF1554拖拉机特点介绍：配备六缸增压中冷发动机，性价比高；变速箱采用同步器换挡，档位适中，可选装爬行档；全新设计驾驶室，具备采暖、通风、空调，美观舒适；采用国外知名品牌前桥，性能稳定、可靠性高；采用快速挂接三点悬挂系统，方便快捷；标配2路液压输出，选装3路；采用国内名优轮胎，多种配置供选择。,"
马力:
100-160马力拖拉机
驱动方式:
四轮驱动
品牌:
山东常林
类别:
拖拉机
"
约翰迪尔农机 Y215 玉米果穗收割机,Y215玉米果穗收割机Y215玉米果穗收割机玉米收获机适合中国国情的玉米收获机械。,"
收割产品:

品牌:
约翰迪尔农机
类别:
收割机
型号:
Y215
"
久保田农机 4LZ-6C8(G4)(宣传型号:EX108Q-S) 联合收割机,久保田农机 4LZ-6C8(G4)(宣传型号:EX108Q-S) 联合收割机是久保田农机生产制造的联合收割机。,"
品牌:
久保田农机
类别:
联合收割机
型号:
4LZ-6C8(G4)(宣传型号:EX108Q-S)
报价:
暂无
"
格兰  种植施肥机械,产品特点：先进的轴承种盘密封结构，替代传统的橡胶密封，使用免维护。种盘强度高，使用寿命长久；免耕播种单元配装压力可调节强压入土装置，免耕播种开沟盘加压最大100公斤/行；播种单体独立仿形.无级可调限深轮浮动仿形.确保垄作或地表起伏不平时播种深度均匀一致。压种轮独立可调.确保株距均匀一致.同时保证种子与土壤充分接触.利于种子萌发。,"
播种行数:
7-11行
品牌:
格兰
类别:
播种机
型号:

"
中联重机 DC300 烘干机,"DC300烘干机提升机系统增加防破损装置,降低谷物破碎率;储量系统拉杆全新设计，可靠性更高;干燥采用横流方式，进风罩独特设计，烘干效率高;一层增加挡风装置，提高烘干效率;采用自动调整装置自动配风，实时调节热风温度,保证谷物品质;上搅龙采用内嵌式，降低整机高度;可选用多种供热方式及燃料，烘干成本低。","
品牌:
中联重机
类别:
烘干机
型号:
DC300
报价:
暂无
"
雷沃阿波斯 GA3040 旋耕机,GA3040旋耕机产品特点:性能可靠传动箱采用优质的材料和先进的金属热处理工艺，使它拥有坚固耐用特点。可调的限深板可以很好的控制耕深，对于机手以往用液压控制耕作深度深度的劳动强度大大降低。作业高效根据流体力学原理设计的土流系统，能更好的达到碎土效果并方便出土，降低拖拉机功耗的同时，达到更好的作业效果。适应性好。,"
耕幅:
2000-2500mm
刀轴数量:

品牌:
雷沃阿波斯
类别:
旋耕机
"
雷沃阿波斯 MF3030 打捆机,MF3030打捆机性能可靠、作业高效采用德国进口D型打结器，性能稳定、可靠性高；打结时间0.6秒以内完成，打结时间短，成捆率可达99%。整机采用纵轴线对称结构设计，中置牵引，行驶稳定性好，转弯半径小，更适合小地块和不规则地块作业。独家采用双凸轮盘技术，保证了弹齿梁和滚轮等零部件受力均匀，大大提高捡拾器使用寿命。系统优化弹齿强度和线速度，使作物喂入更流畅、不堆积、不漏捡。,"
捡拾宽度:
1.2m-1.7m
品牌:
雷沃阿波斯
类别:
打捆机
型号:
MF3030
"
约翰迪尔农机 L60 谷物收割机,L60谷物收割机L60谷物收割机联合收割机以收获水稻为主，喂入量可达5千克／秒，配备相应功能部件后还可收获小麦、大豆、玉米、油菜籽、牧草籽等作物，更大程度地发挥了收割机的效率。,"
行走方式:
自走轮式
喂入方式:
全喂入
喂入量:
2kg/s-4kg/s
收获幅宽:
2.2m-2.8m
"
徐工 XCA430 玉米收获机,作业质量高、操作更舒适、可靠性更高，高速收割稳定性更好，作业速度更快。,"
收获行数:
四行
收获方式:
自走式
收获幅宽:

品牌:
徐工
"
顶呱呱 4QZ-3000 青贮饲料收获机,4QZ-3000青贮饲料收获机特点介绍：国际领先的小圆盘、多圆盘割台设计，可实现不对行作业，喂入顺畅，收获率高;采用四小圆盘式割台设计，使秸秆全部顺茬喂入铡草机，铡草为片状，既切断了秸秆的角质层，有保留了养分;割刀选用欧洲优质的进口碳化钨图层刀具，耐用性强;前割台及喂入结构采用国际先进的静液压传动装置，结构简单，性能稳定可靠，可实现出草长度无极调节，反转回吐功能;。,"
行走方式:
自走式
收割幅度:

品牌:
顶呱呱
类别:
青贮饲料收获机
"
农哈哈 1S-220 深松机,1S-220深松机产品特点：1S系列深松机由拖拉机牵引驱动，采用三点式悬挂联结的深松机具，可与多种型号的拖拉机配套。该机用于未耕或已耕地上的深松作业，其作业特点是深松部分在土层25-35厘米深处形成一定间隙的鼠道，打破土壤犁底层，有效改善土壤的通透性，提高了土壤蓄水能力。,"
工作铲数:
4-5铲
品牌:
农哈哈
类别:
深松机
型号:
1S-220
"
奥龙农机 1SZL-230 整地机,1SZL-230整地机产品特点:公司生产的系列全方位深松整地联合作业机是在引进吸收国内外先进技术的基础上研制成功的最新产品。深松能够打破犁底层，有利于作物根系的生长，提高土壤通透性和蓄水保墒能力，使土壤形成虚实并存的良好状态，促进农业的可持续发展。应用进口全方位深松铲，采用特殊热处理工艺，耐磨性能好，使用寿命长。深松铲曲面经过科学优化设计，深松阻力小。,"
耕幅:
2000-2500mm
刀轴数量:

品牌:
奥龙农机
类别:
整地机
"
久保田农机 2ZGQ-6D1(SPV-6CMD)(G4) 水稻插秧机,久保田农机 2ZGQ-6D1(SPV-6CMD)(G4) 水稻插秧机是久保田农机生产制造的插秧方式为四轮乘坐式水稻插秧机。,"
插秧方式:
四轮乘坐式
插秧行数:
4-6行
品牌:
久保田农机
类别:
水稻插秧机
"
时风 风云2号排半 三轮运输车,风云2号排半三轮运输车产品特点：l.汽车造型仪表板，豪华大气;仪表台、中控台、副仪表台与变速护罩采用无缝插接技术，使整个室内空间形成一个整体;三格栅中网设计，彰显豪华气派;行车灯采用LED照明，更加美观和节能;驾驶室空间更加宽敞，内部空间加大;座椅结构简洁，乘坐舒适;具体参数配置请咨询当地经销商;。,"
行走方式:
三轮
品牌:
时风
类别:
农用运输车
型号:
风云2号排半
"
凯斯纽荷兰 2030型 割台,2030型割台产品介绍:适用于收获小麦、大麦、水稻和小籽粒作物6140和7140收割机推荐选用割幅为3米或者1米拨禾轮液压驱动6根拨禾轮横梁安装钢制弹齿标配短型分禾器可选配折叠式长型分禾器高强度铸造张紧轮重型摆环箱标配自行刃磨齿形割刀。,"
品牌:
凯斯纽荷兰
类别:
割台
型号:
2030型
报价:
暂无
"
哈克农装 HT1204 拖拉机,哈克农装 HT1204 拖拉机是哈克农装生产制造的马力为100-160马力拖拉机拖拉机。,"
马力:
100-160马力拖拉机
驱动方式:
四轮驱动
品牌:
哈克农装
类别:
拖拉机
"
雷沃阿波斯 GE60(4LZ-6E2) 小麦机,GE604LZ-6E2小麦机作业高效配装133马力名优发动机，动力更强劲；加长复合式滚筒，动力消耗低，脱离分离能力强；配装封闭式高位液压卸粮，卸粮更快捷；上进气式水箱散热除尘罩，减少清理次数，节省保养时间。,"
收割产品:
稻麦收割机
品牌:
雷沃阿波斯
类别:
收割机
型号:
GE60(4LZ-6E2)
"
久保田农机 4LZ-6.5B8(G4)(宣传型号:EX118) 联合收割机,久保田农机 4LZ-6.5B8(G4)(宣传型号:EX118) 联合收割机是久保田农机生产制造的联合收割机。,"
品牌:
久保田农机
类别:
联合收割机
型号:
4LZ-6.5B8(G4)(宣传型号:EX118)
报价:
暂无
"
雷沃阿波斯 MS8100 种植施肥机械,MS8100种植施肥机械快速调节EASY-SET系统，通过插拨调节插销，即可快速精准调节播种行距；根据不同作物及肥料施肥要求，可通过肥量手柄快速调节施肥量；肥箱和种箱剩余肥料与种子，可通过快速卸载，方便回收；调节变速箱塔轮，可快速调节株距；播种单体仿形深度可快速调节，满足不同区域的播种需要。,"
播种行数:
2-3行
品牌:
雷沃阿波斯
类别:
播种机
型号:
MS8100
"
