名称,介绍,详情
悍马 HD 148i VO 国四双钢轮压路机,悍马新一代重型双钢轮HD系列振荡压路机，满足国四排放标准，搭载HAMMTRONIC 智能压实操控系统，具有优异的压实品质、高压实效率、低油耗和维护保养成本、轻松胜任各等级公路常规沥青材料，高速公路桥面等新型改性沥青材料、水稳层等不同材料、不同工艺的压实施工。,"
工作质量（kg）:
14880
振动频率（Hz）:
43/60
发动机型号:
康明斯 F4.5CS4168
额定功率（KW）:
125
"
厦工 XG626MH 机械式单钢轮压路机,XG626MH机械式单钢轮压路机美观大方的外观设计前框架采用平直造型，机罩采用流线型设计，整机造型美观大方，性能可靠的传动系统:采用上柴SC7H高压共轨柴油机，符合环保要求，储备功率大  配套知名品牌电控液力换挡变速箱和大扭矩驱动桥、大直径轮胎，动力传动平稳可  靠，驱动能力强。,"
工作质量（kg）:
26000
振动频率（Hz）:
28/32
发动机型号:
SC7H190.1G3
额定功率（KW）:
140
"
科泰重工 KP166 轮胎压路机,科泰重工 KP166 轮胎压路机是科泰重工生产制造的吨位(t)为16~20吨轮胎压路机，KP166的工作质量（kg）为16000。,"
工作质量（kg）:
16000
发动机型号:
潍柴
额定功率（kw）:
105
压实宽度（mm）:
2270
"
徐工 XD135TCIV 双钢轮压路机,XD135TCIV双钢轮压路机具有先进的操控系统，操纵台可前后调节倾斜角度，提高驾驶舒适性，高效压实，最快速度12km/h左右。,"
工作质量（kg）:
13000
振动频率（Hz）:
55/42 (Z101)
发动机型号:

额定功率（KW）:
125
"
宜迅 YX- 4000 4吨单钢轮压路机,"YX- 4000 4吨单钢轮压路机动力强劲性能优越，前单钢轮振动，后双胶轮驱动，性能好安全,动力强劲,成本低、维修方便。","
工作质量（kg）:
4000
振动频率（Hz）:
60
发动机型号:
C490
额定功率（KW）:

"
骏马 JM903H 轮胎压路机,适用于高等级公路和城市道路、城际及县乡公路、水利工程、体育和其它工业场地等一般沥青面层的压实和修补。,"
工作质量（kg）:
3000
发动机型号:
ZN390B
额定功率（kw）:
28.5
压实宽度（mm）:
1200
"
宝马格 BW 138 AD-5CC 国四双钢轮压路机,宝马格 BW 138 AD-5CC 国四双钢轮压路机是宝马格生产制造的驱动方式为液压式国四双钢轮压路机，BW 138 AD-5CC的工作质量（kg）为4450。,"
工作质量（kg）:
4450
振动频率（Hz）:
50/56
发动机型号:
Kubota久保田 V 2403
额定功率（KW）:
33.6
"
山东临工 RS7260H 全液压双驱单钢轮压路机,RS7260H压路机是由山东临工工程机械有限公司自主研发的一款高效节能超重型全液压双驱单钢轮振动式压路机，整车采用全新外观设计，硬朗大气、动感有力；配置大功率发动机，动力强劲；采用国际知名品牌行走马达，起停平稳，驱动力强，爬坡能力强。压实性能、驱动性能、操纵性能、可靠性、维护保养等方面都处于行业*水平，是公路、矿山、堤坝、机场、港口、工业场及建筑基础工程不可缺少的压实设备。,"
工作质量（kg）:
26000
振动频率（Hz）:

发动机型号:

额定功率（KW）:
162
"
宝马格 BW 120 AC-5CC 国四轮胎压路机,宝马格 BW 120 AC-5CC 国四轮胎压路机是宝马格生产制造的吨位(t)为16吨以下国四轮胎压路机，BW 120 AC-5CC的工作质量（kg）为2450。,"
工作质量（kg）:
2450
发动机型号:
Kubota 久保田 D 1703
额定功率（kw）:
18.2
压实宽度（mm）:
1200
"
戴纳派克 Dynapac CC1000 双钢轮压路机,DynapacCC1000Dynapac的小型双钢轮沥青压路机系列主要用于小型压实作业，例如路面、自行车道、小公路和小型停车场等。大型压路机难以进入的区域。这种小型双轮压路机的工作重量约为6吨，钢轮宽度为800、900和1000mm。功能和特点低噪音，高功率爬坡能力强操作人性化水系统性能可靠保养间隔长。,"
工作质量（kg）:
1685
振动频率（Hz）:
70
发动机型号:
Perkins 403D-11, T4i
额定功率（KW）:
17 kW (23 hp) at 2600 rpm
"
龙工 LG523A6 机械驱动单钢轮压路机,LG523A6机械驱动单钢轮压路机龙工6系列全新产品，龙工造型，行业全新独特外观，流线型设计，美观大方，整机中心底，稳定性好；配增压水中冷发动机，功率储备系数大，国排放，电熄火功能，更加人性化；双频双幅液压振动系统，知名品牌液压元件，起振延时控制保护；知名品牌变速箱，三档变速，具有强大的施工、转场效率和爬坡能力；具有手刹和脚刹两套制动系统和手脚油门联动系统；。,"
工作质量（kg）:
23000
振动频率（Hz）:
28/33
发动机型号:
SC8D185G2B1
额定功率（KW）:
136
"
洛阳路通 LTP1016 轮胎压路机,轮胎压路机系列依靠自身的重量压实建筑和道路工程中的粘性和非粘性材料如：沥青混凝土、砂砾混合料、各种稳定土和碾压水泥凝土（PCC材料）等，尤其适宜于高等级公路的路面处理。,"
工作质量（kg）:
10000/16000
发动机型号:
QSB3.9
额定功率（kw）:
74
压实宽度（mm）:
2280
"
洛阳路通 LTC214 全液压双钢轮液压振动压路机,LTC214采用国外先进技术及进口关键零部件而生产的全液压振动压路机。该机为重型双钢轮串联式振动压路机，适合于压实道路沥青混凝土，砂石混合料和干硬性水泥混凝土，是公路、市政道路、停车场和工业场碾压平的通用施工设备。,"
工作质量（kg）:
14000
振动频率（Hz）:
40/46
发动机型号:
QSB3.9
额定功率（KW）:
94
"
科泰重工 KS105S 单钢轮压路机（单驱）,科泰重工 KS105S 单钢轮压路机（单驱）是科泰重工生产制造的驱动方式为液压式单钢轮压路机（单驱），KS105S的工作质量（kg）为10000。,"
工作质量（kg）:
10000
振动频率（Hz）:
30/34
发动机型号:

额定功率（KW）:
105
"
厦工 XG6301P 轮胎压路机,XG6301P轮胎压路机采用带液力变矩器的动力换档变速箱。液力变矩器使启动、换档和制动平稳，无冲击，不仅减少对压实路面的剪切冲击，提高路面的压实质量，而且避免了发动机和传动系统受到冲击，延长使用寿命。具有前进后退各两档无级调速的速度，操作轻便，能适应不同工况的需要。,"
工作质量（kg）:
29500
发动机型号:
6BTA5.9
额定功率（kw）:
128
压实宽度（mm）:
2750
"
国机洛建 LDD312H-2 全液压双钢轮振动压路机,LDD312H-2全液压双钢轮振动压路机特点及优势：计算机PLC及CAN总线技术，整机全智能控制。道依茨电喷发动机，独立参数控制散热系统和冷热风隔离系统。自动作业巡航功能和软加、减速控制，保证了整机在工作过程中运行更平衡，压实质量更高。配置手动、用户定制、自动三种振动控制模式、洒水控制模式，中位自动振运停止功能，洒水参数由用户随意设定。双铰接转向和电控蟹行机构。,"
工作质量（kg）:
12000
振动频率（Hz）:
150×2/95×2
发动机型号:
Deutz BF4M20112C
额定功率（KW）:
98
"
国机重工常林 8208T 单钢轮机械式压路机,8208T单钢轮机械式压路机柴油机选用上柴SC7H190.1G3增压中冷电喷柴油机，2000rpm，140kW，油耗低，噪音小（排放符合国3标准），功率储备大，性能可靠，维修性能好。,"
工作质量（kg）:
20000
振动频率（Hz）:
28/32
发动机型号:

额定功率（KW）:

"
鼎盛重工 LRS1626 轮胎压路机,LRS1626轮胎压路机本系列是光面轮胎压路机，主要适合于路面工程中各种粘性和非粘性材料，如沙土、碎石、稳定土、沥青混凝土等材料的压实，尤其适宜于高等级公路的沥青面层的最终处理，是建设高等级公路、机场、市政工程及工业场地的高性能压实设备。,"
工作质量（kg）:
26000
发动机型号:
Cummins6BT5.9
额定功率（kw）:
110
压实宽度（mm）:
2790
"
山推 SR14D-3 国Ⅲ双钢轮压路机,SR14D-3双钢轮压路机主要适用于压实沥青、混凝土路面铺层，尤其是与摊铺机配合作业，能充分发挥成套设备的生产效率和作业质量，是高等级公路、现代化机场、码头和大型停车场等工程的理想压实设备。,"
工作质量（kg）:
14000
振动频率（Hz）:
51/67
发动机型号:
QSB4.5
额定功率（KW）:
119
"
国机洛建 GYS362 单钢轮振动压路机,"GYS362单钢轮振动压路机国三排放发动机，配置有低温启动和三级过滤装置，高效节能。配置发动机功率自适应系统,节能、环保。闭式电液联控振动系统，快速起停振，迅速躲开共振区，舒适度高。电液联控4档无级变速,爬坡能力可达45%。行车制动除液压中位自锁外，还标配有轮边辅助制动装置，使整车制动更可靠。前轮分配重量大,压实影响深度大,穿透性强。","
工作质量（kg）:
36000
振动频率（Hz）:
26/31
发动机型号:
QSL8.9-C32
额定功率（KW）:
242
"
酒井 GW750 轮胎式压路机,GW750轮胎式压路机轮胎的捏合倍增效应和振动可以很好的改进路面的压紧和缝隙填充效果。所有的轮驱和牵引转向机械装置第一次配备有气动轮胎滚筒，允许在较差工作环境使用。无共振振动方式配置四阶段振动，可以适应选择最优化的压紧方案。全部的机械设计可以提供操纵者极好的全方位视野。,"
工作质量（kg）:
9,100
发动机型号:
铃木DD-4BG1T柴油引擎
额定功率（kw）:
77
压实宽度（mm）:

"
骏马 YZC3 双钢轮振动压路机,YZC3双钢轮振动压路机适用范围适用于城市道路、城际及县乡公路、水利工程、体育和其它工业场地等一般路面沥青面层的压实和修补。,"
工作质量（kg）:
3000
振动频率（Hz）:
50
发动机型号:
ZN390B
额定功率（KW）:
26.5KW
"
路得威 RWYL92N 单钢轮压路机,RWYL92单钢轮压路机采用国产柴油发动机，光面钢轮可包覆凸块，以增加压实效果，采用进口Danfoss变量泵，驱动机器变速行走。,"
工作质量（kg）:
6500
振动频率（Hz）:
31/41
发动机型号:
国产
额定功率（KW）:
57
"
徐工 XP303K 轮胎压路机,XP303K型大吨位轮胎压路机适用于沥青、水泥稳定土等材料的压实作业，是建设高等级公路、机场、港口及工业建筑工地的理想压实设备。,"
工作质量（kg）:
30300
发动机型号:

额定功率（kw）:
132
压实宽度（mm）:
2750
"
科泰重工 KD136HF 双钢轮压路机,科泰重工 KD136HF 双钢轮压路机是科泰重工生产制造的驱动方式为液压式双钢轮压路机，KD136HF的工作质量（kg）为13000。,"
工作质量（kg）:
13000
振动频率（Hz）:
42/50
发动机型号:
Cummins(国Ⅲ)
额定功率（KW）:
119
"
洛阳晟路 LSS208 8吨单钢轮压路机,LSS2088吨单钢轮压路机前钢轮液压振动；后桥式轮胎驱动；抓地爬坡能力强。前后机身铰接，液压助力转向，采用增强型换挡变速箱，操控轻松自如；主离合器采用液力变矩器，能有效保护柴油机、变速箱、驱动桥等传动部件，延长整机使用寿命，车棚式和驾驶室式自由选配。行走刹车采用气推油盘钳式刹车，驻车制动采用盘钳式手制动。,"
工作质量（kg）:
8000
振动频率（Hz）:
50
发动机型号:

额定功率（KW）:
40.4
"
山推 SR30YT 轮胎压路机,SR30YT轮胎压路机是山推开发的国三液压型压路机，技术达到国内先进水平。该机配置闭式重载液压系统，传动效率高，运行平稳，单杆操纵，简单便捷。主机架框架式结构，搭配腔体式混合配重，实现主机架模块化。整机动力性强，压实宽度大，可持续洒水时间长。满足多种工况，适用于沥青层揉搓压实、二灰土及土基层压实。,"
工作质量（kg）:
30000
发动机型号:
SC7H
额定功率（kw）:
132
压实宽度（mm）:
2750
"
厦工 XG6141D 双钢轮压路机,"XG6141D双钢轮压路机行驶速度实现无级变速驱动液压系统由1个手动伺服双向变量柱塞泵和2个定量柱塞马达等组成的闭式回路,柴油机通过分动箱驱动手动伺服双向变量柱塞泵,2个定量柱塞马达通过行星减速器分别驱动前后振动轮行走。推动驱动泵上手动伺服阀的手柄,压路机可实现无级变速和前进、倒退的功能。驱动与制动互锁靠的三级制动功能。","
工作质量（kg）:
14000
振动频率（Hz）:
30/35/45
发动机型号:
6BT5.9
额定功率（KW）:
112
"
酒井 SV700D 单钢轮压路机,SV700D单钢轮压路机优秀的机械性能平衡性良好的前后重量分配，具备强有力的牵引力和登坡作业能力。液压油变速系统提供可变速度档，可以方便的选择施工速度档和转场速度档。在软弱地基的走坡能力由于液压油流量阀操控而得到提高。操作上的便利性和乘坐的舒适性由于使用了酒井独自研发的防振（已经获得权）装置。即使有强烈的振动，但是对于框架和操作人员，可以将振动传播控制到最小。,"
工作质量（kg）:
7000
振动频率（Hz）:

发动机型号:

额定功率（KW）:

"
科泰重工 KP306HS 轮胎压路机,科泰重工 KP306HS 轮胎压路机是科泰重工生产制造的吨位(t)为30吨及以上轮胎压路机，KP306HS的工作质量（kg）为30000。,"
工作质量（kg）:
30000
发动机型号:
上柴7H(国Ⅲ)
额定功率（kw）:
132
压实宽度（mm）:
2515
"
宜迅 YX-303 双钢轮压路机,YX-303双钢轮压路机本产品是小型双钢轮振动压路机，主要适用于各种道路修补和高速公路路肩、人行道、操场和花园草坪的压实工作。尤其在适合路面收边、管道回填和排水管沟槽等各种沟槽回填的压实作业。,"
工作质量（kg）:
3300
振动频率（Hz）:
50
发动机型号:

额定功率（KW）:
21
"
临工重机 RS20 单钢轮压路机,配备专用驱动桥、振动泵、振动马达，性能可靠。散热器单排并列布置，散热效果好，适用于公路、矿山、机场、港口、铁路多种工况。,"
工作质量（kg）:
20000
振动频率（Hz）:
30
发动机型号:
WP6G175E201
额定功率（KW）:

"
洛阳路通 LTP2030 轮胎压路机,轮胎压路机系列依靠自身的重量压实建筑和道路工程中的粘性和非粘性材料如：沥青混凝土、砂砾混合料、各种稳定土和碾压水泥凝土（PCC材料）等，尤其适宜于高等级公路的路面处理。,"
工作质量（kg）:
20000/30000
发动机型号:
QSB5.9
额定功率（kw）:
125
压实宽度（mm）:
2790
"
路得威 RWYL51 双钢轮压路机,RWYL51双钢轮压路机采用Honda汽油机动力，具有前轮液压振动等特点。,"
工作质量（kg）:
1480
振动频率（Hz）:
65
发动机型号:
HONDA, GX630
额定功率（KW）:

"
信德机械 XDJX-4.0A 单钢轮轮胎压路机,XDJX-0A单钢轮轮胎压路机XDJX-0振动压路机适用于不同的作业环境和场地，性能卓越，性价比高，便于短途转场。是施工场地狭窄区域、小高层建筑、人行道、乡村道路沟槽回填，河堤水坝基础压实的理想产品。配备知名品牌新柴C490BPG柴油机总成，效率高，经济省油，功率可达36KW。该车型后桥可装配轮胎，也可选装钢轮，形成三钢轮，一机两用。,"
工作质量（kg）:
4500
振动频率（Hz）:
60
发动机型号:
常柴 N490
额定功率（KW）:
35/2400
"
厦工 XG6262P 轮胎压路机,XG6262P轮胎压路机采用特制的充气轮胎对铺层进行压实，由于轮胎的弹性所产生的揉压作用，使压实材料能各方向产生位移，形成均匀而密实的表面而无裂纹，可延长表层使用寿命。可以调整工作质量和充气轮胎的气压来改变其压实性能，扩大其使用范围。前轮采用摇摆机构，压路机在不平整地面作业时，保证轮胎接地均匀，使被压实材料的高低不平部分都能得到均匀压实。,"
工作质量（kg）:
26000
发动机型号:
6BT5.9
额定功率（kw）:
100
压实宽度（mm）:
2750
"
鼎盛重工 LDD212H 双钢轮振动压路机,LDD212H双钢轮振动压路机本系列是采用国外先进技术并进口关键零部件的全液压双钢轮振动压路机，主要适合于基础层、次基础层及填方的砾石、碎石、砂石混合料，沙性土壤和岩石填方等非粘性材料的压实，是建设高等级公路、铁路、机场、港口、堤坝及大型工业场地的理想压实设备。,"
工作质量（kg）:
12000
振动频率（Hz）:
40/55
发动机型号:
Cummins4BAT3.9
额定功率（KW）:
82
"
国机重工 GYS332 全液压单钢轮振动压路机,本系列产品适用于公路、铁路、机场、水坝等大型工程项目的填方压实作业，可以碾压沙性、半粘性及粘性土壤，激振力大，渗透性强、影响深度达1米以上。工作效率高，压实效果好，是大型基础工程的理想施工设备。,"
工作质量（kg）:
33000
振动频率（Hz）:
26/31
发动机型号:
QSL8.9-C325
额定功率（KW）:
242
"
鼎盛重工 LRS230 轮胎压路机,鼎盛重工 LRS230 轮胎压路机是鼎盛重工生产制造的吨位(t)为16~20吨轮胎压路机，LRS230的工作质量（kg）为。,"
工作质量（kg）:

发动机型号:

额定功率（kw）:

压实宽度（mm）:

"
路维 YZJ3 振动压路机,YZJ3振动压路机采用常柴N385Q型柴油发动机，合理的空间布置是维修保养十分方便。中心铰接，液压转向，征集机动灵活，具有可靠的性能和最佳的功能价格比。后轮系驱动轮，通过链条与变速箱相连，振动系统由液压马达、液压泵、电磁阀组成，操纵灵活方便。由于功率选配的合理性和全液压的高效性，使得本机运营成本及其低廉。,"
工作质量（kg）:
3000
振动频率（Hz）:
50
发动机型号:
常柴N385Q
额定功率（KW）:
21
"
隆瑞机械 LRY40 驾驶式单钢轮压路机,LRY40驾驶式单钢轮压路机液压振动，液压转向，后轮机械驱动。单钢轮更适用于土方活儿，后双轮胎驱动强劲，爬坡能力强。叉脚式结构可以压到边缘，拥有同级别中最小尺寸。国内知名4缸水冷柴油机，动力强劲性能高效稳定。轴传动更直接高效。拥有玻璃钢耐腐蚀水箱，便于加湿。软轴可调高速度模式，转场方便。,"
工作质量（kg）:
4000
振动频率（Hz）:
50
发动机型号:
CN 490
额定功率（KW）:
35
"
酒井 TS650C 轮胎式压路机,TS650C轮胎式压路机结构坚固，底盘重心低，无自旋差动齿轮防止轮胎滑动和陷入松软地域的危险，实现安全有效的碾压效果。机器侧面直到后外轮胎面与地面留有一定的空间，这样碾压工作可以直达道路边沿石、桥墩以及其他障碍物。发动机底座安装有橡胶减震器，而末级驱动链采用油浴润滑，可以相当程度地降低噪音。发动机盖的特殊设计也有利于降低噪音。新设计的宽面大直径轮胎，最大限度地减少碾压材料被推挤起来的可能，增加碾压深度。,"
工作质量（kg）:

发动机型号:
ISUZU
额定功率（kw）:
110
压实宽度（mm）:

"
福瑞得 FYL-880 双钢轮压路机,福瑞得 FYL-880 双钢轮压路机是福瑞得生产制造的驱动方式为机械式双钢轮压路机，FYL-880的工作质量（kg）为。,"
工作质量（kg）:

振动频率（Hz）:

发动机型号:

额定功率（KW）:

"
路捷 YZD-3.5 单钢轮振动压路机-带驾驶室,YZD-5单钢轮振动压路机-带驾驶室是目前首创小型基础压实机械，适用于各种沟槽沙土回填压实、高层建筑地下室土方压实、小区道路基础压实、各种草坪压实、修修补补及各种小型工程的使用，解决了其他工程机械不能完成的必备设备；投资小、回报快，在正常的使用下快者六个月，慢者十个月及能回收成本，在同等时间、同等费用下他是3吨双钢轮压路机压实效果的三倍；转场方便、快捷。,"
工作质量（kg）:
3500
振动频率（Hz）:
45
发动机型号:
ZN390Q
额定功率（KW）:
22
"
徐工 XP303 轮胎压路机,XP303型大吨位轮胎压路机适用于沥青、水泥稳定土等材料的压实作业，是建设高等级公路、机场、港口及工业建筑工地的理想压实设备。,"
工作质量（kg）:
30300
发动机型号:

额定功率（kw）:
132
压实宽度（mm）:
2360
"
酒井 SW900 振动压路机,"高效三种频率、两种幅设定使SW800、SW850和SW900具有非常广通用性的压路机，可用于沥青铺设以及底层压实。4,000vpm高频对于铺设路面的压实特别有效，在这种高频模式下，压实工作大大加速，由于冲击距离更接近，可以形成光滑的表面。大直径压磙使道路表面光滑避免出现毛细裂纹。","
工作质量（kg）:
13000
振动频率（Hz）:

发动机型号:
ISUZU
额定功率（KW）:
118
"
筑邦 ZR220 单钢轮压路机,筑邦建机ZR220手扶单钢轮压路机是一款全液压，最轻便的手扶压路机！前进，后退以及起振都是液压马达驱动，装配美国科勒7HP汽油发动机，自重仅220kg，而激振力可达到5吨！操作灵活，转场快速，特别适合在缺乏起吊设备和工具的施工场合。,"
工作质量（kg）:

振动频率（Hz）:
5200/vpm
发动机型号:

额定功率（KW）:

"
山推 SRT30-C5 轮胎压路机,SRT30-C5轮胎压路机是山推开发的国Ⅲ液力型压路机，技术达到国内先进水平。该机配置低转速大扭矩发动机，高效匹配传动系统，运行平稳。全轮制动，制动距离短，安全性高。主机架框架式结构，搭配腔体式混合配重，实现主机架模块化。整机动力性强，压实宽度大，可持续洒水时间长。满足多种工况，适用于沥青层揉搓压实、二灰土及土基层压实。,"
工作质量（kg）:
30000
发动机型号:
SC7H
额定功率（kw）:
132
压实宽度（mm）:
2750
"
三一重工 STR140C-8S 14吨双钢轮压路机,STR140C-8S双钢轮压路机适用于高速、机场、薄层、桥梁等省道、市政、小区、工业园等全方位施工环境。,"
工作质量（kg）:
14000
振动频率（Hz）:
60/61
发动机型号:
WP4G154E331
额定功率（KW）:
113
"
鼎盛重工 LSD212H 单钢轮振动压路机,LSD212H单钢轮振动压路机本系列是重型全液压振动压路机，主要适合于基础层、次基础层及填方的砾石、碎石、砂石混合料，沙性土壤和岩石填方等非粘性材料的压实，是建设高等级公路、铁路、机场、港口、堤坝及大型工业场地的理想压实设备。,"
工作质量（kg）:
12000
振动频率（Hz）:
30/36
发动机型号:
Cummins6BT5.9
额定功率（KW）:
110
"
洛阳路通 LTP20H 全液压轮胎压路机,轮胎压路机系列依靠自身的重量压实建筑和道路工程中的粘性和非粘性材料如：沥青混凝土、砂砾混合料、各种稳定土和碾压水泥凝土（PCC材料）等，尤其适宜于高等级公路的路面处理。,"
工作质量（kg）:
20000
发动机型号:
WP6G190
额定功率（kw）:
140
压实宽度（mm）:
2850
"
柳工 CLG6033E 双钢轮压路机,CLG6033E压路机采用全液压驱动振动，无级变速，操纵便捷，高可靠，寿命长；高频低幅技术，保证沥青面层压实高平整度。,"
工作质量（kg）:
3200,3500,3560
振动频率（Hz）:
60
发动机型号:

额定功率（KW）:
28
"
骏马 YZ6C/YZD6C 单钢轮振动/振动振荡压路机,适用于城市道路、城际及县乡公路、体育运动和其它工业场地等一般路面基础和沥青面层的压实和修补；振动振荡机更适用于桥面等不宜采用振动压实场地的沥青面层压实和修补。,"
工作质量（kg）:
6000 / 6100
振动频率（Hz）:
45
发动机型号:
4D32G31
额定功率（KW）:
36.8
"
厦工 XG6201P 轮胎压路机,XG6201P轮胎压路机采用特制的充气轮胎对铺层进行压实，由于轮胎的弹性所产生的揉压作用，使压实材料能各方向产生位移，形成均匀而密实的表面而无裂纹，可延长表层使用寿命。可以调整工作质量和充气轮胎的气压来改变其压实性能，扩大其使用范围。前轮采用摇摆机构，压路机在不平整地面作业时，保证轮胎接地均匀，使被压实材料的高低不平部分都能得到均匀压实。,"
工作质量（kg）:
20000
发动机型号:
YC6B125-T20
额定功率（kw）:
92
压实宽度（mm）:
2260
"
徐工 XD133S 双钢轮压路机,XD133双钢轮压路机配备119kw康明斯发动机，符合国三/欧三排放标准。,"
工作质量（kg）:
13200
振动频率（Hz）:
50/67
发动机型号:

额定功率（KW）:
119
"
徐工 XS225H 全液压单钢轮压路机,XS225H全液压单钢轮压路机采用上柴SC7H发动机匹配在最佳油耗工作区作业，综合油耗降低10%；合理匹配的传动系统，实现最佳的压实作业速度，作业效率提升8%。,"
工作质量（kg）:
22000
振动频率（Hz）:
28/33
发动机型号:

额定功率（KW）:
147
"
鼎盛重工 LRS2030 轮胎压路机,LRS2030轮胎压路机本系列是光面轮胎压路机，主要适合于路面工程中各种粘性和非粘性材料，如沙土、碎石、稳定土、沥青混凝土等材料的压实，尤其适宜于高等级公路的沥青面层的最终处理，是建设高等级公路、机场、市政工程及工业场地的高性能压实设备。,"
工作质量（kg）:
30000
发动机型号:
Cummins6BTA5.9
额定功率（kw）:
125
压实宽度（mm）:
2790
"
宝马格 BW 161 AD-4 CC 国四双钢轮振动压路机,BW 161 AD-4 CC双钢轮振动压路机操作简单方便，视野良好，设计先进，安全性能高，多样的选购装置提高了压路机的工作效率。,"
工作质量（kg）:
11650
振动频率（Hz）:
40/50
发动机型号:
Deutz 道依茨 TCD 36 L4
额定功率（KW）:
95
"
柳工 CLG6126E 机械振动单钢轮压路机,CLG6126E机械振动单钢轮压路机采用柳工无冲击激振器，柔性起停振，避免甩块激振器起停振的冲击，杜绝偏心块断裂的风险，有效延长振动轴承和偏心轴使用寿命，确保振动系统高可靠。,"
工作质量（kg）:
26000
振动频率（Hz）:
28\32
发动机型号:

额定功率（KW）:
140
"
徐工 XP263S 轮胎压路机,XP263S型大吨位轮胎压路机适用于沥青、水泥稳定土等材料的压实作业，是建设高等级公路、机场、港口及工业建筑工地的理想压实设备。,"
工作质量（kg）:
26300
发动机型号:

额定功率（kw）:
132
压实宽度（mm）:
2360
"
戴纳派克 Dynapac CC1100 双钢轮压路机,DynapacCC1100Dynapac的铰接式紧凑型双轮压路机系列（CC1100、CC1200和CC1300）适合在尺寸和噪音控制最为严格的城市街道上执行压实作业。该系列压路机工作重量为2400千克至3900千克，有两种机型：一种配有双钢制振动钢轮，另一种配有一个振动钢轮和四个静压橡胶轮胎。所有型号均采用了改进设计，并配备一台静音效果更佳的新发动机。,"
工作质量（kg）:
2350
振动频率（Hz）:
57
发动机型号:
Kubota D1703-M, T4i
额定功率（KW）:
26 kW (35 hp) at 2800 rpm
"
悍马 HC 228i P 国四单钢轮压路机,悍马全液压单钢轮HC系列， 装备了强劲的 154 kW 国四排放发动机以及 HAMMTRONIC 智能压实控制系统，可广泛应用于土壤稳定、土方工程以及 CTB 大厚度水稳层等不同材料的压实施工。多种配置可选，因其优异的压实质量、直观安全的操作以及简单的维护保养备受机手喜爱。超高的性价比、更低的油耗和维护保养成本使得用户收益颇多。,"
工作质量（kg）:
22710
振动频率（Hz）:
27/30
发动机型号:
康明斯 B5.9CS4 210C
额定功率（KW）:
154
"
山推 SR30T-3 轮胎压路机,山推 SR30T-3 轮胎压路机是山推生产制造的吨位(t)为轮胎压路机，SR30T-3的工作质量（kg）为16150-30000。,"
工作质量（kg）:
16150-30000
发动机型号:
上柴SC7H
额定功率（kw）:
132
压实宽度（mm）:
2350
"
洛阳路通 LTC3H 全液压双驱双钢轮振动压路机,LTC3H全液压双驱双钢轮振动压路机采用全柴3B2-36V32发动机、美国知名品牌行走泵和行走马达，动力强劲，稳定可靠，使用寿命长，排放标准符合国标要求。,"
工作质量（kg）:
2900
振动频率（Hz）:
50
发动机型号:
全柴3B2-36V32
额定功率（KW）:
26.5
"
三一重工 SSR220AC-10H 22吨C10国四全液压单驱单钢轮压路机,全“芯”一代C10全液压单钢轮，压的快，吃的少，皮实耐用，关键还不贵，特别适合水稳，土方等大部分的工况压实作业。,"
工作质量（kg）:
22000
振动频率（Hz）:
28/33
发动机型号:
上柴SC7HG4
额定功率（KW）:
155
"
洛阳路通 LTP1826H 轮胎压路机,LTP1826H轮胎压路机轮胎压路机系列依靠自身的重量压实建筑和道路工程中的粘性和非粘性材料如：沥青混凝土、砂砾混合料、各种稳定土和碾压水泥凝土（PCC材料）等，尤其适宜于高等级公路的路面处理。LTP2030、LTP1016为大吨位低重心设计，操作安全舒适。LTP2030选用康明斯QSB9A柴油机，动力强劲有力，可适应于各种工况。,"
工作质量（kg）:
10000/16000
发动机型号:
4BT3.9
额定功率（kw）:
75
压实宽度（mm）:
2280
"
国机洛建 LDD612H-614H 全液压双钢轮振动压路机,LDD612H-614H全液压双钢轮振动压路机主要性能特点本机是采用国外先进技术并进口关键零部件生产的全液压双钢轮振动压路机，主要适合于路面工程的各类稳定土、沥青混凝土，干硬性混凝土等材料的压实，也可用于路基工程作业，是建设高等级公路、铁路、机场、港口、堤坝、市政工程及工业场地的理想压实设备。,"
工作质量（kg）:
12000
振动频率（Hz）:
40/50
发动机型号:

额定功率（KW）:

"
洛阳路通 LTS720H 全液压单驱振动压路机,采用国外先进技术并采用进口关键零部件生产的全液压振动压路机。该机属超重型振动压路机，具有较大的工作质量和强大的激振力，因而是大面积、高质量、高效能、机械化施工中的最佳压实设备。,"
工作质量（kg）:
20000
振动频率（Hz）:
28/35
发动机型号:
WP6G190
额定功率（KW）:
140
"
厦工 XG6261P 轮胎压路机,XG6261P轮胎压路机采用特制的充气轮胎对铺层进行压实，由于轮胎的弹性所产生的揉压作用，使压实材料能各方向产生位移，形成均匀而密实的表面而无裂纹，可延长表层使用寿命。可以调整工作质量和充气轮胎的气压来改变其压实性能，扩大其使用范围。前轮采用摇摆机构，压路机在不平整地面作业时，保证轮胎接地均匀，使被压实材料的高低不平部分都能得到均匀压实。,"
工作质量（kg）:
26000
发动机型号:
6BT5.9
额定功率（kw）:
100
压实宽度（mm）:
2750
"
