用户名,时间,评论
"
                                枇杷腊木耳丝
                                ","
2023-07-03 20:22                            
                            ","
                            全国连锁大品牌，质量有的保证，来这里有一半都是冲着他们色麻酱来的。「呷哺调料」他家秘制的麻酱，主要是货真价实，不像别的家放那么多水，他家麻酱特别犟，味道调制的也特别好。
其他羊肉和蔬菜品牌也特别好，想吃火锅就来。
                            

		                            收起评价


"
"
                                阿译长官
                                ","
2023-06-23 20:11                            
                            ","
喜欢吃，我个人喜欢咖喱锅底，哈哈，推荐大家尝试	                        "
"
                                xinzhipan
                                ","
2023-06-19 17:59                            
                            ","
                            万象城的呷哺呷哺还是很不错的，无论是环境还是口味，感觉都比食品街的店强很多，而且会员还有折扣，很人性化哦，咖喱味是必打卡的口味，菜品都很新鲜，也多样化，最爱他家的茉香奶绿，一定得喝凉的，如果肉的分量再多一点就更完美了


		                            收起评价


"
"
                                未舾
                                ","
2023-06-17 17:16                            
                            ","
这个冰淇淋很好吃哈超过预期虽然分量挺小的	                        "
"
                                匿名用户
                                ","
2023-06-14 15:34                            
                            ","
                            和朋友约吃饭，朋友要吃火锅，所以就选择了呷哺呷哺，正值521，人超级多，但是排队也很快就到了，点了一份套餐又加了几个肉，三个人吃的饱饱的，还有奶茶和冰激凌，好吃的，冰激凌上的比较早，拜托店员先放冰箱里了，服务态度很好🏻
                            

		                            收起评价


"
"
                                Duck不必
                                ","
2023-06-12 21:14                            
                            ","
                            逛万象城突然想吃火锅。好久没到他家吃了。点的麻辣和咖喱锅。味道还是一如既往地不错，食材也相对新鲜。再点一个蔬菜拼盘 油豆皮 羔羊肉 火锅粉 土豆 山药 毛肚 精选牛肉。两个人吃的很满足，最后再点上一杯茉香奶绿。满满的幸福感


		                            收起评价


"
"
                                Mus、
                                ","
2023-06-12 12:19                            
                            ","
呷哺呷哺一直是我很喜欢的店，特别享受自己一个人吃火锅的感觉，身在其中也不感觉到突兀，而且近年来无论是店面装修，还是菜品搭配都是在越变越好。	                        "
"
                                小心心
                                ","
2023-06-07 18:11                            
                            ","
喜欢这种模式，尤其是一个人的时候，想吃火锅都是来这家，自己点上一个套餐，不浪费，还吃的饱饱的。「人气甄选牛眼肉套餐」推荐这个 "
"
                                王清秋
                                ","
2023-06-06 15:17                            
                            ","
                            主打一个人的小火锅，我时常去店里吃或者点外卖，品质和性价比都非常好。而且就餐环境很好，很安静，也很适合约会。冬天的时候，一个人在家点个生食外卖，用自己的小火锅煮一下，感觉棒极了。强烈推荐田园番茄锅底！！
                            

		                            收起评价


"
"
                                她叫小婷婷
                                ","
2023-06-06 14:40                            
                            ","
吃火锅首选呷哺，价格实惠量很足
环境也很安静，下雨天看着窗外，吃着火锅，悠哉悠哉	                        "
"
                                匿名用户
                                ","
2023-06-05 15:53                            
                            ","
可以一人一小锅，干净卫生，菜品的价格也实惠。	                        "
"
                                芝士小奶猫
                                ","
2023-06-02 13:32                            
                            ","
                            给小伙伴们分享一下今天去呷哺呷哺吃火锅的体验啊！🍜🔥

首先说一下环境，大墙上的全景画面、精致的装饰、温暖舒适的灯光，简直是很适合一群好朋友聚在一起吃火锅的地方💯。

锅底的选择非常丰富，我们这一桌点的是酸菜鱼和麻辣牛肉两种口味，实在是太让人心动了！锅底够香，辣味够足，超级符合广大吃货的胃口啊！

菜品种类多到眼花缭乱、质量也是杠杠的！小伙伴们可以爆点鸡肉串和羊肉卷，微辣鲜香、回味无穷，超级解馋！😋

总的来说，去呷哺呷哺吃火锅是一种绝对正确的选择，物美价廉，服务贴心，绝对能让你感觉到一种幸福感！💕
                            

		                            收起评价


"
"
                                mlooking4
                                ","
2023-05-30 17:48                            
                            ","
                            头一次来万象城店，
这个店还是挺大的，
装修也比较新，
看起来也非常卫生，
这里的小哥哥小姐姐服务都非常热情。
期间有两个小姐姐过来帮我们布菜和收拾桌子。
小朋友很喜欢。
非常喜欢这儿的咖喱锅，
海底捞是没有的，哈哈哈
                            

		                            收起评价


"
"
                                爱是谁的谁
                                ","
2023-05-26 16:35                            
                            ","
万象城的呷哺呷哺我觉得特别不错，服务很好，位置也很好，可以看到五大馆，周末不知道吃什么的时候可以来这家不会踩雷。服务员还热心的给送了冰激凌，虽然不大，但是心意很好，最近有很多优惠，两个人100刚刚好，	                        "
"
                                Roy
                                ","
2023-05-26 12:57                            
                            ","
                            [薄荷]环境:
店里整体干净卫生，灯光设计的很好，晚上很有感觉。
[服务铃]服务:
服务不错，店员很多，响应及时。
「印度风味咖喱锅」锅底选择很多，味道也不错。
「原切牛眼肉」「安格斯上脑」「呷哺精选肥牛」食材都很新鲜，总体不错。
                            

		                            收起评价


"
"
                                吃不动了的段先生
                                ","
2023-05-20 23:01                            
                            ","
                            吹了一整天风，下泥点子，非常有记忆点的一天。
筋疲力尽之后能吃一顿火锅也是不错，免费试更添一份惬意。
「印度风味咖喱锅」咖喱锅底味道还行，菌汤也不错。
「呷哺精选肥牛」呷哺的肉还不错。
「午餐肉」午餐肉非常好吃，差点再来第二份~
现在的呷哺已经不是10年前的呷哺了，时间你慢点走。
                            

		                            收起评价


"
"
                                变成小富婆
                                ","
2023-05-17 10:15                            
                            ","
                            呷哺呷哺家的咖喱锅真的是每次必点，太好吃了，男朋友不怎么吃咖喱这次都赞不绝口，今天突然发现咖喱锅下架了，真的太遗憾啦！他们家套餐主打的就是一个实惠，套餐很划算，味道也很好！茶米茶每次必点，这次点了茉香奶绿味道不错，希望呷哺呷哺把咖喱锅还给我！！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-05-14 15:09                            
                            ","
                            [薄荷]环境:
在万象城4层，如果没记错的话，旁边挨着麦当劳，想着如果买个麦当劳的炸鸡然后煮在火锅里会不会很好吃，但最终还是没有实行，坐在靠窗边上是一个露台，但是锁着门没有出去

[服务铃]服务:
服务整体很好，店里安安静静吃火锅店感觉是我喜欢的，太吵闹的反而不适合我自己，一个人吃饭的也有很多，很自在
「印度风味咖喱锅」咖喱配辣，神仙来了也说好吃，咖喱锅一定要推荐，辣锅口味并不轻，不能吃辣的一定要注意，菜还是比较新鲜的，但是传说中的特调芝麻酱却比较偏咸，我们一行四人都说咸那就应该不是我的问题，而且调料的标签也有错误，希望可以修改一下，整体很推荐，对了饮品不要出去喝，店里的就是无敌的
                            

		                            收起评价


"
"
                                落叶
                                ","
2023-05-14 11:58                            
                            ","
                            好久没吃了，今天路过跟朋友来体验一下，赶上下雨天，坐在窗边的感觉非常不错。
点的店内的套餐，我们四个人量还是很足的，菜品味道也不错，小火锅也很适合一个人来吃。工作闲暇之余想吃火锅也是一个非常不错的选择。。。
                            

		                            收起评价


"
"
                                豆妈咪
                                ","
2023-05-09 17:56                            
                            ","
                            不知道吃啥就来吃这个，性价比火锅之王，人均几十吃饱吃好！
喜欢他家的奶茶。很大杯！不会很甜，但是入口很丝滑。
菜品给的量也很足，而且食材都很新鲜，可以选择的也很多！
辣锅是真的很辣，堪比重庆火锅！
服务很热情。
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-05-08 14:40                            
                            ","
                            一如既往的好吃 带着孩子 服务员态度很好
进去环境也很好 一进门给一杯好喝的沙冰 一看一个人带着孩子  安排到了离小料台很近的地方坐着 一开始本来准备点套餐 服务员很耐心介绍近期新上的菜品 奶茶也是一如既往的好喝 还会再去！
                            

		                            收起评价


"
"
                                今天也要开心鸭
                                ","
2023-05-08 12:00                            
                            ","
                            「缤纷蔬菜拼盘」
不得不说，这个蔬菜拼盘在火锅圈里，都是很炸裂的
品类确实齐全，对于我这种不咋吃肉的人，这一盘就很满足我对火锅的需求
「呷哺精选肥牛」
对不爱吃肉的人来说，不懂就不予置评了
团的50代100，一个人吃只能说非常划算
                            

		                            收起评价


"
"
                                dpuser_3280556051
                                ","
2023-05-07 21:06                            
                            ","
又来呷哺呷哺吃饭了，服务什么的都挺好的，唯一遗憾的是前段时间喝的宝石红樱桃下架了，哪款饮料口味特别清新，希望商家可以恢复售卖 "
"
                                匿名用户
                                ","
2023-05-06 14:04                            
                            ","
真的很好吃！！！！还送了一个冰淇淋！	                        "
"
                                Finnick
                                ","
2023-05-04 22:07                            
                            ","
其实我早就不爱吃呷哺了，今天路过不知道吃啥就又有进去，服务环境都比其他店好，且好太多，还有食物，锅底没有以前那股子味，很好吃，都吃完了。加油！！	                        "
"
                                匿名用户
                                ","
2023-05-03 21:18                            
                            ","
服务一般，菜品口味一如既往，之前在北京经常吃。50抵100的时候去的。	                        "
"
                                Larry不爱吃饭
                                ","
2023-05-02 19:57                            
                            ","
                            好久都没有吃呷哺呷哺了 这次女朋友中了霸王餐，正好来跟她一起吃，感觉要比之前好多了，虽然性价比不能和以前的小锅比，但是味道和口感都还不错，服务员的小哥服务也很好 这个蔬菜拼盘品种也挺齐全的，我们后面又加了大概100块钱的就足够两人吃了，但是相对来说就就还是不太便宜，人均大概到100了
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-05-02 14:30                            
                            ","
原图无滤镜，可以说是非常好的一次体验，一个人边吃边看日落，美景美食，甜点饮品，幸福的味道。	                        "
"
                                【已注销用户】
                                ","
2023-05-01 23:38                            
                            ","
                            常来的地方，闺蜜就在悦府住，我俩孩都爱吃番茄锅，就真的是太合适了，什么都是小份，可以点的种类多一点，这样就都能吃饭
万象城的环境就超级棒，还有大熊，简直不要太招人稀罕，
他家的锅底也有我最爱的番茄锅，物美价廉，经济实惠
                            

		                            收起评价


"
"
                                星回十二
                                ","
2023-05-01 20:55                            
                            ","
                            [薄荷]环境:
环境不错，很干净，貌似店面不大，但是整体来说还是宽敞明亮，比较舒服。
[服务铃]服务:
服务还是蛮到位的，给个评价比较中肯，建议买团购，更实惠一点，现点的话比较不划算一点。
人多的时候可能有点挤，要提前。
总体来说，菜品还是不错的，肉质也可以，想吃的宝子可以去试试。
                            

		                            收起评价


"
"
                                爱喝奶茶的面包控
                                ","
2023-05-01 14:51                            
                            ","
                            中了免费试，敢在最后一刻打个卡。

[薄荷]环境：
商场的角落，店面似乎不大，但是布置还不错，宽敞明亮。

[服务铃]服务：
服务员都很友善，兑换核销各种操作很是娴熟。

「安格斯精选肥牛套餐」锅底小料+肥牛+蔬菜拼盘+饮料+面条，精干的单人餐。肉质不错，拼盘内容很丰富。「印度风味咖喱锅」略微油腻，咖喱味浓重。「珍鲜菌汤锅」感觉味精味道有点重，蘑菇香味少点。
单独加了「原切牛眼肉」「锡盟羔羊肉」，眼肉不错，大片牛肉很香。
「午餐肉」秒杀，多煮煮超级好吃。火锅必备！

整体口味尚可，肉质不错。如果原价的话，性价比略低，毕竟肉只有150g一盘，早已不是平价小火锅了。
                            

		                            收起评价


"
"
                                榨干自由的汁汁水水
                                ","
                                2023-04-30
  更新于2023-05-01 19:51                            
                            ","
                            在万象城的四层，呷哺已经没有过去那种快餐式的布局了吗，这里都是二人桌、四人桌、六人桌。难道一个人已经没有安安静静吃顿涮锅的资格了吗挑了个靠露台的座位，视野无限延伸，很舒服。
点了个菌汤和咖喱的鸳鸯锅。
「黑鱼片」不错，没什么刺。
小料可以再丰富一些，比如花生碎
                            

		                            收起评价


"
"
                                我的微醉阳光
                                ","
2023-04-29 15:44                            
                            ","
                            呷哺呷哺(太原万象城店)
呷哺呷哺在太原有很多店，万象城的这家我感觉非常好，店面很大，环境不错，服务也很好！从入座到点餐到上菜，非常快！我都没来得及拍照，就开吃啦
味道一如既往的好，锅底必点咖喱和辣锅！小料也很香，单人餐双人餐都挺好，荤素搭配，再来一杯奶茶，完美！
                            

		                            收起评价


"
"
                                匿名用户
                                ","
2023-04-29 10:04                            
                            ","
好吃
一个人吃也不会尴尬
旁边很多一个人的
哈哈哈	                        "
"
                                匿名用户
                                ","
2023-04-26 19:07                            
                            ","
万象城店环境应该是太原所有店最好的了，味道和服务特别好，菜品和肉都非常新鲜，这次点了咖喱锅，味道比想象的要好多了，菜量比较适合两个人点，能点更多的菜，价格也适中，坐到窗户旁边能看到新晋祠路外面的风景。	                        "
"
                                年年
                                ","
2023-04-25 15:59                            
                            ","
                            [薄荷]环境:
万象城的环境相信大家都懂得，大品牌商场，干净明亮整洁  而且这家店面积很大我认为基本很少等位
[服务铃]服务:
服务很到位，基本都是帅哥美女现在一坐下就有热水，服务质量提高不少
我个人是呷哺的忠实粉丝，从芝麻酱单包装的时候就开始喜欢了，这么多年没变过，而且一个人吃火锅也不会认为尴尬，味道和分量都很到位，还是老牌火锅值得推荐，我今年过生日选择在呷哺请客吃饭，朋友们反应也很好！今天进店还送了小饮品，味道很不错，希望我爱的呷哺可以蒸蒸日上越来越好～
                            

		                            收起评价


"
"
                                在森林公园走路的蛋糕
                                ","
2023-04-24 16:35                            
                            ","
                            好久没有来吃了，呷哺呷哺现在的服务真的好，很热情，霸王餐里有一份牛肉，一份拼盘，拼盘里有虾和鱼豆腐还有蔬菜，一份面和一个鸡蛋。咖喱锅很好吃味道浓郁，平时吃惯了辣锅，偶尔吃一下别的口味感觉非常新鲜。除此之外加的菜还给打了折，体验非常舒服的一餐。
                            

		                            收起评价


"
"
                                英俊大方嘟嘟蛙
                                ","
2023-04-23 18:41                            
                            ","
                            你店提供的食材品种多，品质好，既嫩又新鲜，适合不同年令人群食用。我们用过后非常满意。而且店面装考究，具有超前的现代风格。另外，服务人员热情大方，周到细致的工作态度和待人接物水平也给我们留下了深刻的印象。总之，这次用餐，不仅使我们在优美的环境中，有热情大方的服务员，周到细致的服务下吃着可口的饭菜，有一种宾至如归的感觉。虽然过去多天，但仍然记忆犹新，令我们终生难忘，还想着再次光临。
                            

		                            收起评价


"
"
                                兜兜飘
                                ","
2023-04-23 18:39                            
                            ","
                            真的是特别的好
「寿喜锅」特别的好吃，这个锅性价比是真高
「呷哺调料」蘸料不苦，比较香，我一般海鲜和麻将两种
「韩式泡菜锅」不太推荐，不辣不酸，我口味重
「午餐肉」这个17元，个人不太推荐
霸王餐还送了奶茶和冰激凌🍦
奶思
                            

		                            收起评价


"
"
                                云朵上的棉花糖
                                ","
2023-04-21 20:51                            
                            ","
                            好久没有来吃过呷浦呷浦火锅了，恰好今天孩子想吃，三个人点了很多菜，吃的撑起。最喜欢和他家的芝麻酱，我们几乎都是点的肉菜，素菜也是可以。牛肉比较嫩，反正菜品还是很多的。环境很好很干净、服务也特别好，万象城店位置还是很好找的，推荐！
                            

		                            收起评价


"
"
                                雪饼是猪咪
                                ","
2023-04-20 22:54                            
                            ","
                            前一段儿时间来吃，感觉呷哺呷哺没有以前的性价比高了 这次特别幸运，中了霸王餐来体验，没想到要比上次来体验感好多了，以前有的时候芝麻酱特别咸，感觉越吃越奇怪，这次来了，整体的品质都还不错。我们又加点了几个菜 小料台是自选的，而且服务很好，我的那个锅火有点小，直接帮我们换了大锅 很贴心，真的很不错
                            

		                            收起评价


"
"
                                痞子宝先生
                                ","
2023-04-20 21:42                            
                            ","
                            不知道吃啥的时候就来吃呷哺，性价比高，味道好，还可以一人食！
「茉香奶绿」比较清淡的茶香和奶香，甜而不腻，口感丝滑！
「缤纷蔬菜拼盘」一大盆！各种蔬菜摆的满满的！而且很新鲜！
「锡盟羔羊肉」肉质不错，口感细嫩！蘸麻酱好吃！
                            

		                            收起评价


"
"
                                对你心动
                                ","
2023-04-18 09:23                            
                            ","
[薄荷]环境：
环境很好

[服务铃]服务：
服务不错
下次还会再买	                        "
"
                                雪碧拌龙井茶
                                ","
2023-04-17 09:34                            
                            ","
                            这家店一定要列为我还会去名单内。
万象城4 层。

[薄荷]环境:
环境很好。只是我们去的时候靠窗的位置已经没有了，有点可惜。
菜品：菜品都很新鲜，种类齐全，肉。蛋，菌，菜，主食，饮料都有。小料没得说，一直的水准。奶茶，大红袍，奶绿都很香，加点冰块，绝了。

[服务铃]服务:
服务120 分！！！感谢为我们服务的工作人员。
                            

		                            收起评价


"
"
                                至少要长到两米叭
                                ","
2023-04-16 13:55                            
                            ","
茉香奶绿最最经典！！绝对不会出错！阔以吃火锅的时候买一杯，清爽解腻！	                        "
"
                                萌萌大包子
                                ","
2023-04-15 22:45                            
                            ","
                            🎊位置很好找，就在万象城4楼n次方门口，一进去就能看到。来了他家很多次了
[薄荷]环境：这次选择的靠窗的位置，因为这个沙尘暴的天气，雾蒙蒙的，其实天晴的时候做窗边还是不错
[服务铃]服务：都很热情，因为是2个人来的，还免费换了锅底，说话也是很亲切
🍱来他家很多次了，永远点的咖喱锅，呷哺咖喱锅真的YYDS，涮肉煮菜都很奈斯❗因为是2个人又加了一份羊肉和毛血旺拼盘，这个毛血旺拼盘真的挺失望的，分量肉眼可见的少，而且毛肚的味道很腥，不知道啥原因，辣锅煮了蘸上麻酱还是带的腥味
还有就是素菜拼盘的娃娃菜是大白菜芯，不是软软的娃娃菜
🥤套餐里送的茉莉奶茶味道不错
总之去他家一定点咖喱锅，肉类都可以。但是这个毛血旺拼盘就算了吧
                            

		                            收起评价


"
"
                                破晓
                                ","
2023-04-15 13:32                            
                            ","
                            好久没吃呷哺呷哺了，第一次来万象城店吃！中了免费试下班就美美过来了！不得不评。。。茉莉奶绿天下第一。。。永爱！！服务态度非常好！！虽然吧台有个位置开不了锅，然后在工作人员的建议下换了个位置ww还免费送了冰激凌和沙冰！帮忙调整了牛肉！喜欢！下次一定来！
                            

		                            收起评价


"
"
                                橘子来了
                                ","
2023-04-14 17:19                            
                            ","
我是去年趁着活动充了会员，特别划算，第一次是和朋友，三个女孩子吃的二人餐。分量特别足。味道也很好。茉莉茶饮有一点点甜，但是很解腻。	                        "
"
                                花生了什么啊
                                ","
2023-04-13 22:39                            
                            ","
                            [薄荷]环境：
在万象城4楼
之前没注意 不知道什么时候开的
环境还可以
也很好找

[服务铃]服务：
服务可以的
他们家服务员培训的都可以
牛油辣很好吃
喜欢吃他们家的辣锅和咖喱锅
不知道吃什么的时候就去吃呷浦呷浦
看着卫生算干净
不知道后厨怎么样
价格实惠 ～
不错的
奶茶也好喝
                            

		                            收起评价


"
"
                                ljj4110
                                ","
2023-04-13 21:55                            
                            ","
                            首先感谢点评网🏻
万象城四楼的呷哺呷哺还是第一次来 
一个人带着孩子来吃 
进门小姐姐就给了一杯免费的饮品 
很棒 味道也不错 还免费升级了锅底
选了菌汤锅
单人套餐量还可以 一个人加宝宝吃的很饱
完全够吃了 有虾有蛋 很丰盛  
还送了冰淇淋  很好吃  
套餐里还有一杯奶茶  
最爱喝他家的大红袍奶茶 每次去凑凑都点
服务员小姐姐都很好 耐心周到 店里也很干净
下次一个人的时候还回来吃哦
                            

		                            收起评价


"
"
                                wbfadlyn
                                ","
2023-04-13 13:24                            
                            ","
                            店的位置在万象城4层，下电梯就能看到，十分好找。服务人员态度热情，主动介绍菜品座位等，还有贴心的冰激凌。
一人餐菜量很大，完全可以满足大食量人的用餐需求，味道很赞，食材新鲜，品类繁多，完全不输其他大品牌，搭配合理，不易造成浪费，三五好友聚会的上佳选择。
                            

		                            收起评价


"
"
                                y.
                                ","
2023-04-12 16:05                            
                            ","
                            [薄荷]环境:
店的位置挺好找的在4层麦当劳甜品站旁边，站在店门口看着店不大，往里走还挺大的，环境也很好，有一排靠窗位置可以看到外面
[服务铃]服务:
店里小哥哥服务特别好说话也很温柔，上菜特别有礼貌，还主动的给我们提供了围裙，撤空盘也撤的特别及时
菜品:
锅底选了咖喱和番茄的，表示咖喱的真的很好吃，众人的眼光是雪亮的！牛肉也很不错，饮品也做得很好和
                            

		                            收起评价


"
"
                                猜火车
                                ","
2023-04-09 18:03                            
                            ","
                            每次都来她家吃火锅，划算又好吃，尤其是芝麻酱，yyds，难以超越，还充值了卡，会一直去的，离家也近，还有我最爱的咖喱锅，每次来了都是咖喱和辣锅，人均也就是几十块钱就能吃到撑。就是没有方便面，缺少灵魂


		                            收起评价


"
"
                                soulmate
                                ","
2023-04-07 23:07                            
                            ","
                            很幸运中了单人餐，而且离得也近就来了。
一进门店员们都很亲切积极，还帮我升了锅底，上菜也快。「呷哺精选肥牛」刚开始还担心会老，但想多了肉质很嫩；「鲜蔬汇」丰富新鲜，再加一碗面真的相当顶饱。
中途店员一直帮忙加汤、加水，体验很棒，下次一定再来吃


		                            收起评价


"
"
                                匿名用户
                                ","
2023-04-03 15:38                            
                            ","
                            在万象城四楼 去的时候三点多正好不是用餐高峰期，不用等位，选了一个靠窗边的位置还不错，选了咖喱锅，香草口味的冰淇淋很好吃，茉香奶绿也出乎意料的好喝，推荐大家喝这个，服务员服务到位，会及时关注顾客的需求，还会添加汤底的时候用扇子挡住，防止滚烫的锅底溅出来误伤，值得其他火锅店学习还送了我一只虾和一个鸡蛋，总而言之很不错，一个人都吃撑了，呷哺呷哺的秘制酱料味道不错，阴沉沉的天气最适合吃火锅了
                            

		                            收起评价


"
"
                                酸性_4889
                                ","
2023-04-02 17:04                            
                            ","
很不错的一家店，味道在线，环境也不错。	                        "
"
                                骚年约饭嘛
                                ","
2023-04-02 15:50                            
                            ","
                            熟悉的味道，升级版的体验～
来吃呷哺绝对少不了咖喱锅！吃过不少小火锅，感觉还是呷哺的咖喱锅味道最浓郁煮过后的食材不沾小料也有味儿～
「人气甄选牛眼肉」这款肉肉很瘦很薄，易煮，口感很好～肉肉的品质没得说～喜欢薄肉片的姐妹选它选它选它！
「什锦鲜蔬大拼盘」种类非常丰富，绿叶菜菌菇块根菜鱼丸虾子，营养全面，菜品很新鲜，不知道点什么配菜的时候选它准没错～
「小料」完全自助，diy党超满足，今日小料是传统的芝麻酱+腐乳，另一份是味噌酱+一小丢丢香醋。味增酱最好兑点白水搅成稍微浓稠点的酱汁，味道
如果说今天的小惊喜是什么，那就当属「茉香奶绿」味道很清新的奶茶，5分糖刚刚好，不会很甜。对于不爱甜腻腻味道的姐妹非常友好，很好入口，放心喝！
万象城这边的店装修的很舒适，店内座位布局合理，单人座不用和别人肩并肩，大桌宽敞适合朋友小聚。店内换气很好没有很重很重的火锅味，不用担心吃个火锅把衣服也腌入味儿啦2333


		                            收起评价


"
"
                                怕怕亲
                                ","
2023-04-01 23:21                            
                            ","
万象城四层的呷哺，经常来。下午时间段还有50代100的券，很实惠。服务态度可以，菜品也新鲜。小料区也比较整洁，吃完身上火锅味也不重。整体还觉得不错。现在呷哺的牛上脑肉个人比较独爱，肉质很好，推荐。	                        "
"
                                米拉
                                ","
2023-04-01 22:10                            
                            ","
                            非常好的！味道也很棒！！？！我也想去去医院检查了一遍的地方都没发现有好多事情要说我的话费了。。。。。。我的确很喜欢这个节目就是这么给力的哈我们自己都先来看看去了知道了吗我们都已经看到了这个节目的时候就看看这个节目去了这个发布会
                            

		                            收起评价


"
"
                                小格格在修行
                                ","
2023-04-01 21:00                            
                            ","
                            这家店环境很好，选了一个靠窗的位置还是很惬意的，店里设计布局很会利用空间边边角角都用的很合理，这个餐具比其他店都好看，像贝壳一样～最喜欢他们家的蔬菜拼盘了，品种丰富，服务态度也很好，还会再去的～😄
                            

		                            收起评价


"
"
                                迎接崭新
                                ","
2023-04-01 08:24                            
                            ","
                            服务真的很好，会时刻关注顾客需要什么，及时加水。
喜欢这里的环境，宽敞安静，适合聊天，给人舒服的感觉。
锅底和菜品就是中规中矩，正常发挥。
奶茶真的很好吃，淡淡的茶香和奶味有种与世无争的感觉。
吃完还送了两小罐茶和挂件
整体是推荐的
                            

		                            收起评价


"
"
                                Lovecando
                                ","
2023-03-31 22:55                            
                            ","
                            菜品新鲜度整体不错，选的辣味锅底，辣度适中，就是正常的麻辣口，筷子是一次性筷子，品质不错，一个人去了以后是个拼桌，可以坐很多人的那种，如果多人的话可以坐到靠窗边，视野很开阔，小料是自助的，我调的是个油碟。
套餐包括锅底，一盘薄切牛肉，蔬菜拼盘一份（加鸡蛋），主食一份，冰激凌一个，饮料一杯，单人餐是足够吃饱了，还赠送了个冰沙和一份肉。
香草冰激凌挺喜欢的，解冻的程度刚合适
可能是因为一个人来，基本用不上漏勺，店里没有提供，但是薄切的肉品一涮就散开了，是一个小缺陷
饮品选的冬瓜柠檬，口味比较怪，个人可以接受，但是有别的选择肯定不会选这个
饮料有8，9种，由于我喝不了带茶的饮品，最后只有两种可以选了
蔬菜拼盘很新鲜，肉品上桌也很有型。
进出门会有人迎来送往，接待的应该是店里的一个管理人员，态度挺好的。翻台的时候服务员动作很轻，不会打扰到就餐体验。
最后是几个小缺点
1.点餐的时候没有详细介绍不同锅底的口味
2.上锅以后没有提示在哪调火，锅开的比较慢，不过自己是能找到的。
3.可能由于是个大拼桌块，没法在餐中系统性的清洁，导致桌面靠里面的位置会有一些油渍没擦干净，不影响用餐，但影响体验。
4.鸡蛋上来的时候和服务员沟通是蘸料还是需要下锅，服务员回复是在蔬菜拼盘里的，可以下锅也可以蘸肉吃，但是没有强调是不是无菌蛋，最后这个蛋也不敢做蘸料。
5.员工感觉不够专业，会在其他桌顾客走以后说顾客的一些行为，虽然不是当面说，但是这个行为也会影响其他就餐顾客。
总结：
食材新鲜，味道正宗，服务态度好
沟通不全面，服务员不够专业，细节上有缺失
                            

		                            收起评价


"
"
                                独角戏
                                ","
2023-03-29 21:31                            
                            ","
                            呷哺刚开始吃都不知道干啥的卖啥的，吃了好几次才知道叫呷哺吃火锅麻酱才是yyds，点个辣锅，吃不了辣还想吃的不行就是菜品有点少，没有海鲜要不然就能海鲜加火锅双向自由，有点可惜其他菜品也普通没啥太新奇的，先对于便宜
                            

		                            收起评价


"
"
                                小馋猫
                                ","
2023-03-29 13:19                            
                            ","
                            [薄荷]环境：
万象城五层很好找，一家常年烟雾缭绕的火锅店，能保持如此的卫生条件已实属难得了。

[服务铃]服务：
每个人都很热情，除了特别忙的时候稍有些慢，需要多等待一会（完全可以理解）。服务满分💯

菜品：
常见的食材都有，也比较新鲜。锅底有很多种，喜欢喝汤可以选择花胶鸡，喜欢辣的选老四川……

经常去的一家火锅店，奶茶是特色，完全能满足我对火锅的期盼，还有免费的鸭血和豆腐，大爱呀


		                            收起评价


"
"
                                匿名用户
                                ","
2023-03-28 13:41                            
                            ","
非常好 好喝 蛮不错的 各方面都不错	                        "
"
                                男孩仰望星空世界
                                ","
2023-03-27 20:44                            
                            ","
环境好，服务优质，菜品新香，值得拥有	                        "
"
                                小新18713
                                ","
2023-03-24 11:22                            
                            ","
同事推荐的奶茶，我们都是多次回购，微糖去冰，真的大爱 "
"
                                浴火凤凰~~萍
                                ","
2023-03-15 11:09                            
                            ","
这个超划算的呢，味道也不错，没有内部消息可能都买不到哦
之前在北京也吃过他家小火锅，味道挺好，应该是有大锅有小锅的那种吧，比较人性化，回来太原去的少了，尝试各种火锅	                        "
"
                                小颖妹妹.
                                ","
2023-03-12 23:25                            
                            ","
                            位置挺好找的，就在万象城4楼，店里环境卫生都挺棒也很干净，给人的感觉挺安静的不会特别吵，菜品摆放也挺好，很新鲜，肉也挺嫩，吃起来特别有嚼劲，蔬菜拼盘搭配的蔬菜挺丰富菜类，菌菇类，豆制品都有，味道各方面都特别好，本人挺喜欢吃火锅的，搭配上芝麻酱特别绝，推荐打卡哦.
                            

		                            收起评价


"
"
                                新晔TopShow_宇轩
                                ","
2023-03-12 17:59                            
                            ","
好喝真的好喝哎呀呀呀呀服务态度也特别好还要买好几次每天喝	                        "
"
                                臻锦
                                ","
2023-03-09 11:04                            
                            ","
呷哺永远是不知道吃啥后的第一个选择，喜欢万象城店，吃完身上没有火锅味道。	                        "
"
                                匿名用户
                                ","
2023-03-07 20:59                            
                            ","
麻酱百吃不厌
[薄荷]环境:比其他呷哺装修风格迥异	                        "
"
                                影子咕凉
                                ","
2023-02-20 17:48                            
                            ","
                            第一次来万象城的呷哺，一个单人餐怎么就能比别的店贵十来块呢，真的是被震惊到了
万象城店很大，坐在落地窗旁边视野也很好，当然小锅享受不到哈哈，可能来商场很少有一个人的吧，还遇到了不制热的炉子。
当然味道和别家是一毛一样哈，餐具也更漂亮一些。
                            

		                            收起评价


"
